Date,1 YR,Open,High,Low,Close,Adj Close,Volume,iv30, Open, High, Low, Close,stockpx,put,call,straddle
1999-04-27,4.74,23.040001,23.709999,23.02,23.360001,23.360001,0,23.360001,1360.04,1371.67,1356.61,1362.8,1362.8,14.42121649167268,15.30581584409083,29.72703233576351
1999-04-28,4.75,23.530001000000002,24.48,23.450001,24.4,24.4,0,24.4,1362.8,1368.76,1348.38,1350.91,1350.91,14.95002975204261,15.828760613395275,30.778790365437885
1999-04-29,4.68,24.5,25.549999,24.32,25.059998999999998,25.059998999999998,0,25.059998999999998,1350.91,1356.86,1336.71,1342.83,1342.83,15.280546577337077,16.14115347660845,31.42170005394553
1999-04-30,4.78,24.41,26.469998999999998,23.620001000000002,25.07,25.07,0,25.07,1342.83,1351.83,1314.59,1335.18,1335.18,15.19064014480955,16.06462252209178,31.25526266690133
1999-05-03,4.79,24.41,25.77,24.110001,24.15,24.15,0,24.15,1335.18,1354.63,1329.83,1354.63,1354.63,14.829495968469928,15.718064372023491,30.54756034049342
1999-05-04,4.8,24.23,25.700001,24.23,25.620001000000002,25.620001000000002,0,25.620001000000002,1354.63,1354.64,1330.64,1332.0,1332.0,15.494485316997498,16.370033050580787,31.864518367578285
1999-05-05,4.75,25.719998999999998,27.219998999999998,25.17,25.190001000000002,25.190001000000002,0,25.190001000000002,1332.0,1347.32,1317.41,1347.31,1347.31,15.406836611152812,16.283225768690727,31.69006237984354
1999-05-06,4.79,25.34,28.58,25.34,27.440001000000002,27.440001000000002,0,27.440001000000002,1347.31,1348.35,1322.56,1327.89,1327.89,16.575270871265957,17.446299194420362,34.02157006568632
1999-05-07,4.78,26.15,26.42,25.360001,25.360001,25.360001,0,25.360001,1332.05,1345.99,1332.05,1345.0,1345.0,15.48436558495382,16.364775939695846,31.849141524649667
1999-05-10,4.77,26.389999,26.98,25.73,26.620001000000002,26.620001000000002,0,26.620001000000002,1345.0,1352.01,1334.0,1340.3,1340.3,16.219173500300826,17.09467250132593,33.31384600162676
1999-05-11,4.8,25.860001,26.209999,25.33,25.620001000000002,25.620001000000002,0,25.620001000000002,1340.3,1360.03,1340.3,1355.61,1355.61,15.769128558990246,16.66019557334687,32.429324132337115
1999-05-12,4.79,26.709999,27.08,26.059998999999998,26.129998999999998,26.129998999999998,0,26.129998999999998,1355.61,1366.95,1332.95,1364.0,1364.0,16.192245272343257,17.086959919477295,33.27920519182055
1999-05-13,4.75,25.559998999999998,25.559998999999998,24.76,25.02,25.02,0,25.02,1364.0,1375.98,1364.0,1367.56,1367.56,15.529920030439484,16.419481271937116,31.9494013023766
1999-05-14,4.86,26.59,27.780001000000002,26.48,26.860001,26.860001,0,26.860001,1367.56,1367.56,1332.71,1337.8,1337.8,16.330531037523656,17.220879559855803,33.55141059737946
1999-05-17,4.9,27.98,29.209999,27.27,27.280001000000002,27.280001000000002,0,27.280001000000002,1337.8,1339.95,1321.18,1339.49,1339.49,16.610015989405838,17.508824026934235,34.11884001634007
1999-05-18,4.92,27.549999,28.76,27.200001,27.26,27.26,0,27.26,1339.49,1345.46,1323.37,1333.32,1333.32,16.519245295043333,17.41756369073039,33.93680898577372
1999-05-19,4.9,25.860001,26.41,25.08,25.08,25.08,0,25.08,1333.32,1344.23,1328.27,1344.23,1344.23,15.288904825455234,16.19089343924611,31.479798264701344
1999-05-20,4.88,25.1,25.26,24.049999,24.459999,24.459999,0,24.459999,1344.23,1350.5,1338.83,1338.83,1338.83,14.841996253543812,15.73669585487869,30.5786921084225
1999-05-21,4.87,24.120001000000002,24.84,24.049999,24.4,24.4,0,24.4,1338.83,1340.9,1326.24,1330.29,1330.29,14.71098568374066,15.598157162816733,30.309142846557393
1999-05-24,4.86,24.93,27.799999,24.84,27.620001000000002,27.620001000000002,0,27.620001000000002,1330.29,1332.96,1303.46,1306.65,1306.65,16.41365191165437,17.283269116547217,33.69692102820159
1999-05-25,4.9,27.709999,29.139999,26.870001000000002,28.9,28.9,0,28.9,1306.65,1317.48,1284.38,1284.4,1284.4,16.897772899808956,17.759615125881055,34.65738802569001
1999-05-26,4.92,28.83,29.620001000000002,27.57,27.57,27.57,0,27.57,1284.4,1304.83,1278.53,1304.76,1304.76,16.354130379638946,17.233206602868677,33.58733698250762
1999-05-27,4.98,27.59,28.68,27.549999,28.120001000000002,28.120001000000002,0,28.120001000000002,1304.76,1304.76,1277.31,1281.41,1281.41,16.385065743030168,17.25893500578843,33.6440007488186
1999-05-28,4.97,27.26,27.26,25.34,25.389999,25.389999,0,25.389999,1281.4,1303.94,1281.4,1301.84,1301.84,14.988879080965376,15.874898641452887,30.863777722418263
1999-06-01,5.09,27.120001000000002,27.99,26.6,26.620001000000002,26.620001000000002,0,26.620001000000002,1301.84,1301.84,1281.49,1294.26,1294.26,15.633826210192296,16.535947749079583,32.16977395927188
1999-06-02,5.07,26.530001000000002,27.780001000000002,25.99,26.209999,26.209999,0,26.209999,1294.26,1297.07,1277.51,1294.81,1294.81,15.39453143400101,16.29349137547524,31.68802280947625
1999-06-03,5.07,25.82,26.700001,25.66,26.200001,26.200001,0,26.200001,1294.81,1304.12,1294.23,1299.54,1299.54,15.444706048910689,16.34694993206199,31.791655980972678
1999-06-04,5.07,25.309998999999998,25.459999,23.43,23.43,23.43,0,23.43,1299.54,1327.75,1299.54,1327.75,1327.75,14.063949611527846,14.985779117240895,29.04972872876874
1999-06-07,5.08,24.4,24.49,23.66,23.780001000000002,23.780001000000002,0,23.780001000000002,1327.75,1336.43,1325.89,1334.52,1334.52,14.352682489481822,15.281039106016806,29.633721595498628
1999-06-08,5.1,23.559998999999998,24.280001000000002,23.42,24.02,24.02,0,24.02,1334.52,1334.52,1312.93,1317.33,1317.33,14.313528316517932,15.233533345834303,29.547061662352235
1999-06-09,5.12,23.84,24.26,23.629998999999998,23.9,23.9,0,23.9,1317.33,1325.95,1314.73,1318.64,1318.64,14.25214400998675,15.176674109477062,29.428818119463813
1999-06-10,5.13,24.780001000000002,26.15,24.709999,25.32,25.32,0,25.32,1318.64,1318.64,1293.08,1302.82,1302.82,14.943440365345964,15.858662116203163,30.802102481549127
1999-06-11,5.16,24.870001000000002,27.01,24.690001000000002,25.9,25.9,0,25.9,1302.82,1311.91,1287.92,1293.64,1293.64,15.185587584293785,16.099673033842805,31.28526061813659
1999-06-14,5.13,26.08,26.799999,26.08,26.51,26.51,0,26.51,1293.64,1301.93,1292.2,1294.0,1294.0,15.560747730051503,16.46977349386316,32.03052122391466
1999-06-15,5.09,26.16,26.23,25.33,25.91,25.91,0,25.91,1294.0,1310.75,1294.0,1301.16,1301.16,15.286127529776763,16.193058487651342,31.479186017428106
1999-06-16,5.0,24.389999,24.57,22.139999,22.4,22.4,0,22.4,1301.16,1332.83,1301.16,1330.41,1330.41,13.45908654607365,14.370014274938285,27.829100821011934
1999-06-17,4.95,22.74,23.120001000000002,21.77,21.950001,21.950001,0,21.950001,1330.41,1343.54,1322.78,1339.9,1339.9,13.278310570544704,14.186564928957978,27.464875499502682
1999-06-18,4.98,22.190001000000002,23.030001000000002,21.75,21.75,21.75,0,21.75,1339.9,1344.55,1333.48,1342.84,1342.84,13.179413784837834,14.095175797622346,27.27458958246018
1999-06-21,5.01,22.32,22.9,21.77,21.809998999999998,21.809998999999998,0,21.809998999999998,1342.84,1349.11,1337.68,1349.0,1349.0,13.274895552769863,14.200398477425779,27.47529403019564
1999-06-22,5.15,21.68,21.889999,20.76,21.700001,21.700001,0,21.700001,1349.0,1351.12,1335.58,1335.88,1335.88,13.064578723862837,14.006682257857506,27.071260981720343
1999-06-23,5.18,22.209999,22.48,21.309998999999998,21.32,21.32,0,21.32,1335.87,1335.87,1324.32,1333.06,1333.06,12.797963951966722,13.743553189533259,26.54151714149998
1999-06-24,5.18,20.67,23.940001000000002,20.67,23.059998999999998,23.059998999999998,0,23.059998999999998,1333.06,1333.06,1308.5,1315.78,1315.78,13.70020751374932,14.633539402040242,28.33374691578956
1999-06-25,5.18,21.360001,22.25,20.85,21.76,21.76,0,21.76,1315.78,1329.07,1312.64,1315.31,1315.31,12.89755925287227,13.830557752612322,26.72811700548459
1999-06-28,5.15,22.48,22.969998999999998,22.280001000000002,22.629998999999998,22.629998999999998,0,22.629998999999998,1315.31,1338.43,1315.31,1331.35,1331.35,13.59793670934323,14.536845548448241,28.13478225779147
1999-06-29,5.17,23.540001,23.549999,22.49,22.51,22.51,0,22.51,1331.35,1351.51,1328.4,1351.45,1351.45,13.725738713284727,14.682522675136852,28.40826138842158
1999-06-30,5.07,22.99,23.34,20.799999,21.09,21.09,0,21.09,1351.45,1372.93,1338.8,1372.66,1372.66,13.041052976882384,13.994062571544191,27.035115548426575
1999-07-01,5.09,20.57,21.43,19.629998999999998,19.690001000000002,19.690001000000002,0,19.690001000000002,1372.71,1382.8,1360.76,1380.96,1380.96,12.216076515813711,13.17862944980061,25.39470596561432
1999-07-02,5.08,19.24,19.450001,18.66,18.66,18.66,0,18.66,1380.96,1391.22,1379.5,1391.22,1391.22,11.639285592998817,12.607085470150196,24.246371063149013
1999-07-06,5.08,19.93,20.75,19.639999,20.73,20.73,0,20.73,1391.22,1405.32,1387.14,1388.12,1388.12,12.953852530638528,13.919495897950242,26.87334842858877
1999-07-07,5.06,21.110001,21.24,20.35,20.35,20.35,0,20.35,1388.12,1395.86,1384.99,1395.86,1395.86,12.780503616912256,13.747709683481844,26.5282133003941
1999-07-08,5.04,20.969998999999998,21.01,19.879998999999998,20.24,20.24,0,20.24,1395.86,1403.13,1386.67,1394.42,1394.42,12.697641616194005,13.660032204776144,26.35767382097015
1999-07-09,5.04,18.549999,18.75,17.9,17.959999,17.959999,0,17.959999,1394.42,1403.28,1394.42,1403.28,1403.28,11.285722395265907,12.25422791379367,23.539950309059577
1999-07-12,5.02,19.299999,20.120001000000002,19.299999,19.73,19.73,0,19.73,1403.28,1407.04,1394.7,1399.1,1399.1,12.409256725272826,13.371046811601445,25.78030353687427
1999-07-13,5.0,19.35,20.74,19.16,19.950001,19.950001,0,19.950001,1399.1,1399.1,1386.84,1393.56,1393.56,12.505031561842657,13.459197905929386,25.964229467772043
1999-07-14,5.01,19.440001000000002,20.379998999999998,19.379998999999998,19.709999,19.709999,0,19.709999,1393.56,1400.1,1386.54,1398.17,1398.17,12.388904833993365,13.34814161988379,25.737046453877156
1999-07-15,5.01,18.67,19.33,18.620001000000002,18.68,18.68,0,18.68,1398.17,1409.72,1398.17,1409.62,1409.62,11.813018585132909,12.780110825795305,24.593129410928213
1999-07-16,5.0,18.049999,18.48,17.07,17.42,17.42,0,17.42,1409.62,1418.82,1406.99,1418.78,1418.78,11.056801248332135,12.028235650627835,23.08503689895997
1999-07-19,5.0,18.5,19.49,18.379998999999998,19.07,19.07,0,19.07,1418.78,1420.14,1404.6,1407.65,1407.65,12.053565673331377,13.017379398074809,25.070945071406186
1999-07-20,4.96,19.959999,21.950001,19.959999,21.790001,21.790001,0,21.790001,1407.65,1407.65,1375.18,1377.1,1377.1,13.543226315898778,14.478581939921582,28.02180825582036
1999-07-21,4.92,21.26,21.780001000000002,21.030001000000002,21.459999,21.459999,0,21.459999,1377.1,1386.59,1372.64,1379.29,1379.29,13.356132540749059,14.285423018644224,27.641555559393282
1999-07-22,4.99,21.9,23.379998999999998,21.73,23.049999,23.049999,0,23.049999,1379.29,1379.29,1354.02,1360.97,1360.97,14.181911393692076,15.11190039548535,29.293811789177425
1999-07-23,5.02,22.360001,23.690001000000002,22.360001,23.32,23.32,0,23.32,1360.97,1367.48,1349.91,1354.66,1354.66,14.284056859776456,15.215297341762152,29.49935420153861
1999-07-26,5.04,24.76,25.74,24.26,24.98,24.98,0,24.98,1356.94,1358.57,1346.11,1347.76,1347.76,15.25334234237539,16.183529473704198,31.436871816079588
1999-07-27,5.03,24.450001,24.540001,22.870001000000002,23.23,23.23,0,23.23,1347.75,1368.77,1347.75,1362.84,1362.84,14.312157917323816,15.250887235767095,29.56304515309091
1999-07-28,5.04,23.34,23.73,22.57,22.85,22.85,0,22.85,1362.84,1370.53,1355.54,1365.4,1365.4,14.09603570679542,15.038397484201141,29.13443319099656
1999-07-29,5.11,23.51,25.08,23.5,24.52,24.52,0,24.52,1365.4,1365.4,1332.82,1341.03,1341.03,14.88297730578222,15.821369830081153,30.704347135863372
1999-07-30,5.13,23.809998999999998,24.709999,23.290001,24.639999,24.639999,0,24.639999,1341.03,1350.92,1328.49,1328.72,1328.72,14.81894769926896,15.752364015259445,30.571311714528406
1999-08-02,5.15,25.75,25.790001,24.75,25.59,25.59,0,25.59,1328.72,1344.73,1325.18,1328.05,1328.05,15.398328292182669,16.33490987011021,31.733238162292878
1999-08-03,5.17,25.25,26.540001,25.25,26.27,26.27,0,26.27,1328.05,1336.06,1314.94,1322.18,1322.18,15.747964294531698,16.684026019850194,32.43199031438189
1999-08-04,5.12,25.629998999999998,27.5,25.01,27.4,27.4,0,27.4,1322.18,1330.09,1304.54,1305.33,1305.33,16.239940219419395,17.155138358993327,33.39507857841272
1999-08-05,5.05,28.83,29.92,26.940001000000002,27.01,27.01,0,27.01,1305.33,1313.71,1287.3,1313.71,1313.71,16.11140464411858,17.019889755161444,33.13129439928002
1999-08-06,5.16,26.309998999999998,27.18,25.98,26.6,26.6,0,26.6,1313.71,1316.75,1293.18,1300.29,1300.29,15.68833488254802,16.607119219143897,32.29545410169192
1999-08-09,5.24,27.41,27.98,27.09,27.66,27.66,0,27.66,1300.29,1306.71,1295.93,1297.8,1297.8,16.293088185525562,17.224325427516987,33.51741361304255
1999-08-10,5.24,27.610001,30.0,27.610001,28.450001,28.450001,0,28.450001,1297.8,1298.78,1267.73,1281.43,1281.43,16.55991089857787,17.47940183632238,34.03931273490025
1999-08-11,5.22,27.190001000000002,27.27,25.370001000000002,25.389999,25.389999,0,25.389999,1281.43,1301.93,1281.43,1301.93,1301.93,14.96779090354778,15.898427252814827,30.866218156362606
1999-08-12,5.25,24.58,25.059998999999998,24.08,25.030001000000002,25.030001000000002,0,25.030001000000002,1301.93,1313.61,1298.06,1298.16,1298.16,14.703758656317973,15.637031240676947,30.34078989699492
1999-08-13,5.19,23.66,23.799999,22.27,22.309998999999998,22.309998999999998,0,22.309998999999998,1298.16,1327.71,1298.16,1327.68,1327.68,13.358639640083766,14.302230091129445,27.66086973121321
1999-08-16,5.24,23.75,23.75,22.91,23.07,23.07,0,23.07,1327.68,1331.1,1320.79,1330.77,1330.77,13.857087674957029,14.811982562092908,28.669070237049937
1999-08-17,5.23,22.09,22.860001,21.67,21.67,21.67,0,21.67,1330.77,1344.16,1328.76,1344.16,1344.16,13.119471282022118,14.082134177356465,27.201605459378584
1999-08-18,5.19,22.780001000000002,23.309998999999998,22.719998999999998,23.299999,23.299999,0,23.299999,1344.16,1344.16,1332.07,1332.84,1332.84,14.026180437415974,14.973438132622618,28.999618570038592
1999-08-19,5.18,24.57,24.959999,24.219998999999998,24.389999,24.389999,0,24.389999,1332.84,1332.84,1315.37,1323.59,1323.59,14.602853648363862,15.541725461298597,30.14457910966246
1999-08-20,5.16,24.049999,24.07,22.950001,22.950001,22.950001,0,22.950001,1323.59,1336.61,1323.59,1336.61,1336.61,13.850309889926962,14.794757922394979,28.64506781232194
1999-08-23,5.21,23.129998999999998,23.129998999999998,22.52,22.549999,22.549999,0,22.549999,1336.61,1360.24,1336.61,1360.22,1360.22,13.83651028052941,14.806951088884034,28.643461369413444
1999-08-24,5.18,23.41,23.629998999999998,22.120001000000002,22.4,22.4,0,22.4,1360.22,1373.32,1353.74,1363.5,1363.5,13.777223583081991,14.744405049348984,28.521628632430975
1999-08-25,5.14,21.92,22.41,20.83,20.959999,20.959999,0,20.959999,1363.5,1382.75,1359.18,1381.79,1381.79,13.037451498298424,14.010040642486501,27.047492140784925
1999-08-26,5.18,20.25,21.26,20.120001000000002,21.209999,21.209999,0,21.209999,1381.79,1381.79,1361.62,1362.01,1362.01,13.005999268527603,13.972123822154458,26.97812309068206
1999-08-27,5.24,20.9,22.01,20.9,21.83,21.83,0,21.83,1362.01,1365.63,1347.35,1348.27,1348.27,13.259317573518388,14.226769597142606,27.486087170660994
1999-08-30,5.31,23.299999,24.65,23.290001,24.629998999999998,24.629998999999998,0,24.629998999999998,1348.27,1350.58,1322.77,1324.02,1324.02,14.744175368405422,15.706913699891857,30.45108906829728
1999-08-31,5.3,24.41,25.540001,23.74,24.450001,24.450001,0,24.450001,1324.02,1333.28,1306.91,1320.41,1320.41,14.593982819805206,15.55228873515182,30.146271554957025
1999-09-01,5.3,23.860001,24.18,22.93,22.93,22.93,0,22.93,1320.41,1331.18,1320.31,1331.07,1331.07,13.767862449307472,14.733905007861836,28.501767457169308
1999-09-02,5.3,24.25,25.559998999999998,24.25,24.530001000000002,24.530001000000002,0,24.530001000000002,1331.07,1331.07,1304.8,1319.11,1319.11,14.628849887811725,15.586212310084306,30.21506219789603
1999-09-03,5.22,21.5,21.549999,20.870001000000002,20.98,20.98,0,20.98,1319.11,1357.75,1319.11,1357.24,1357.24,12.811149103094635,13.781321753451607,26.592470856546242
1999-09-07,5.27,22.4,23.65,22.35,23.440001000000002,23.440001000000002,0,23.440001000000002,1357.24,1361.39,1349.59,1350.45,1350.45,14.292388875528786,15.266950960450458,29.559339835979245
1999-09-08,5.28,24.209999,24.27,22.940001000000002,23.82,23.82,0,23.82,1350.45,1355.2,1337.36,1344.15,1344.15,14.463106775765027,15.434962391091858,29.898069166856885
1999-09-09,5.3,23.91,24.08,23.01,23.01,23.01,0,23.01,1344.15,1347.66,1333.91,1347.66,1347.66,13.989759869361706,14.967842851068895,28.9576027204306
1999-09-10,5.26,22.190001000000002,22.540001,21.67,22.030001000000002,22.030001000000002,0,22.030001000000002,1347.66,1357.62,1346.2,1351.66,1351.66,13.416948624449901,14.39053366059477,27.80748228504467
1999-09-13,5.28,22.799999,23.35,22.700001,22.889999,22.889999,0,22.889999,1351.66,1351.66,1341.7,1344.13,1344.13,13.879683399470764,14.851524554274306,28.73120795374507
1999-09-14,5.3,23.379998999999998,24.17,23.379998999999998,23.77,23.77,0,23.77,1344.13,1344.13,1330.6,1336.29,1336.29,14.345548722125272,15.31537976825382,29.660928490379092
1999-09-15,5.25,22.969998999999998,24.889999,22.75,24.559998999999998,24.559998999999998,0,24.559998999999998,1336.29,1347.41,1317.97,1317.97,1317.97,14.639125083220051,15.586639463579559,30.22576454679961
1999-09-16,5.23,25.459999,27.540001,25.07,25.25,25.25,0,25.25,1317.97,1322.51,1299.95,1318.48,1318.48,15.071041576392759,16.015312923732495,31.086354500125253
1999-09-17,5.24,24.33,24.5,23.139999,23.299999,23.299999,0,23.299999,1318.48,1337.54,1318.48,1335.42,1335.42,14.048806852774305,15.007038350462608,29.055845203236913
1999-09-20,5.28,24.08,24.360001,23.950001,24.030001000000002,24.030001000000002,0,24.030001000000002,1335.42,1338.55,1330.62,1335.53,1335.53,14.501206868449572,15.466829998261915,29.968036866711486
1999-09-21,5.26,24.51,26.07,24.200001,25.65,25.65,0,25.65,1335.52,1335.52,1302.06,1307.58,1307.58,15.187814493198289,16.129649216103758,31.317463709302046
1999-09-22,5.26,25.879998999999998,26.49,24.639999,25.190001000000002,25.190001000000002,0,25.190001000000002,1307.58,1316.2,1297.81,1310.51,1310.51,14.940583172153879,15.884528340109114,30.825111512262993
1999-09-23,5.22,24.129998999999998,27.84,24.02,27.84,27.84,0,27.84,1310.51,1315.31,1277.3,1280.77,1280.77,16.188597690148754,17.104108598608263,33.29270628875702
1999-09-27,5.19,27.059998999999998,27.15,26.059998999999998,26.4,26.4,0,26.4,1277.36,1295.07,1277.36,1283.31,1283.31,15.36109301472277,16.273149430223384,31.634242444946153
1999-09-28,5.2,26.34,28.58,25.940001000000002,26.059998999999998,26.059998999999998,0,26.059998999999998,1283.31,1285.39,1256.29,1282.2,1282.2,15.14352903631152,16.0565517567361,31.20008079304762
1999-09-29,5.27,25.51,26.690001000000002,24.860001,26.49,26.49,0,26.49,1282.2,1289.16,1268.16,1268.37,1268.37,15.22862168847712,16.143950143179154,31.372571831656273
1999-09-30,5.22,26.15,26.469998999999998,24.84,25.41,25.41,0,25.41,1268.37,1291.32,1268.37,1282.71,1282.71,14.758796079467174,15.675693724938355,30.43448980440553
1999-10-01,5.3,25.58,26.290001,24.93,24.93,24.93,0,24.93,1282.71,1283.19,1265.86,1282.81,1282.81,14.465688375504783,15.396705568093353,29.862393943598136
1999-10-04,5.27,25.26,25.26,24.450001,24.459999,24.459999,0,24.459999,1282.81,1304.6,1282.81,1304.6,1304.6,14.42798178672308,15.369455884978379,29.79743767170146
1999-10-05,5.33,24.68,26.459999,24.33,24.790001,24.790001,0,24.790001,1304.6,1316.43,1286.44,1301.35,1301.35,14.587104425231018,15.536921401906284,30.124025827137302
1999-10-06,5.36,23.719998999999998,23.860001,21.99,22.059998999999998,22.059998999999998,0,22.059998999999998,1301.35,1325.46,1301.35,1325.4,1325.4,13.16587286834681,14.138686093211163,27.304558961557973
