Id,iv30,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,LRSI,len,lrsi,TSI,len,tsi,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,iv30,stockpx
310,iv30,310,2011-03-29 00:00:00,,,,33.82,,,stockpx,310,2011-03-29 00:00:00,,,,16.74,,,HVStrategy,310,734225.0,RSI,310,46.48499016231953,LRSI,310,0.0,TSI,310,2.946552806262408,Broker,310,100006.97,100006.97,BuySell,310,,,BuySell,310,,,DataTrades,310,,
311,iv30,311,2011-03-30 00:00:00,,,,34.91,,,stockpx,311,2011-03-30 00:00:00,,,,16.76,,,HVStrategy,311,734226.0,RSI,311,49.14402621847172,LRSI,311,0.0,TSI,311,2.2545378198111146,Broker,311,100006.97,100006.97,BuySell,311,,,BuySell,311,,,DataTrades,311,,
312,iv30,312,2011-03-31 00:00:00,,,,34.36,,,stockpx,312,2011-03-31 00:00:00,,,,16.67,,,HVStrategy,312,734227.0,RSI,312,47.85200504314149,LRSI,312,0.0,TSI,312,1.312484652328787,Broker,312,100006.97,100006.97,BuySell,312,,,BuySell,312,,,DataTrades,312,,
313,iv30,313,2011-04-01 00:00:00,,,,30.84,,,stockpx,313,2011-04-01 00:00:00,,,,16.83,,,HVStrategy,313,734228.0,RSI,313,40.511271943733355,LRSI,313,0.099091423282951,TSI,313,-1.860294871494373,Broker,313,100006.97,100006.97,BuySell,313,,,BuySell,313,,,DataTrades,313,,
314,iv30,314,2011-04-04 00:00:00,,,,31.93,,,stockpx,314,2011-04-04 00:00:00,,,,16.87,,,HVStrategy,314,734231.0,RSI,314,43.4064466432485,LRSI,314,0.11777550976357455,TSI,314,-3.6179015879170913,Broker,314,100006.97,100006.97,BuySell,314,,,BuySell,314,,,DataTrades,314,,
315,iv30,315,2011-04-05 00:00:00,,,,32.83,,,stockpx,315,2011-04-05 00:00:00,,,,17.09,,,HVStrategy,315,734232.0,RSI,315,45.75396390859631,LRSI,315,0.0,TSI,315,-4.383149208720475,Broker,315,100006.97,100006.97,BuySell,315,,,BuySell,315,,,DataTrades,315,,
316,iv30,316,2011-04-06 00:00:00,,,,32.47,,,stockpx,316,2011-04-06 00:00:00,,,,17.03,,,HVStrategy,316,734233.0,RSI,316,44.95076411995724,LRSI,316,0.0,TSI,316,-5.240129315395992,Broker,316,100006.97,100006.97,BuySell,316,,,BuySell,316,,,DataTrades,316,,
317,iv30,317,2011-04-07 00:00:00,,,,33.55,,,stockpx,317,2011-04-07 00:00:00,,,,17.01,,,HVStrategy,317,734234.0,RSI,317,47.905332648793234,LRSI,317,0.1376467694666984,TSI,317,-5.137611232877942,Broker,317,100006.97,100006.97,BuySell,317,,,BuySell,317,,,DataTrades,317,,
318,iv30,318,2011-04-08 00:00:00,,,,31.33,,,stockpx,318,2011-04-08 00:00:00,,,,16.84,,,HVStrategy,318,734235.0,RSI,318,42.818074163087786,LRSI,318,0.06627610575251797,TSI,318,-6.548197936973707,Broker,318,100006.97,100006.97,BuySell,318,,,BuySell,318,,,DataTrades,318,,
319,iv30,319,2011-04-11 00:00:00,,,,37.67,,,stockpx,319,2011-04-11 00:00:00,,,,16.63,,,HVStrategy,319,734238.0,RSI,319,56.895995419086084,LRSI,319,0.5912401387805519,TSI,319,-2.982579666905763,Broker,319,100006.97,100006.97,BuySell,319,,,BuySell,319,,,DataTrades,319,,
320,iv30,320,2011-04-12 00:00:00,,,,40.85,,,stockpx,320,2011-04-12 00:00:00,,,,16.36,,,HVStrategy,320,734239.0,RSI,320,61.95535796490093,LRSI,320,0.6777443613045679,TSI,320,1.860909614022718,Broker,320,100006.97,100006.97,BuySell,320,,,BuySell,320,,,DataTrades,320,,
321,iv30,321,2011-04-13 00:00:00,,,,44.15,,,stockpx,321,2011-04-13 00:00:00,,,,16.62,,,HVStrategy,321,734240.0,RSI,321,66.36713493534918,LRSI,321,0.7725064333789072,TSI,321,7.529662942621858,Broker,321,100006.97,100006.97,BuySell,321,,,BuySell,321,,,DataTrades,321,,
322,iv30,322,2011-04-14 00:00:00,,,,43.7,,,stockpx,322,2011-04-14 00:00:00,,,,16.7,,,HVStrategy,322,734241.0,RSI,322,65.2558567216585,LRSI,322,0.8286885460219521,TSI,322,11.469791670825682,Broker,322,100006.97,100006.97,BuySell,322,,,BuySell,322,,,DataTrades,322,,
323,iv30,323,2011-04-15 00:00:00,,,,36.27,,,stockpx,323,2011-04-15 00:00:00,,,,16.62,,,HVStrategy,323,734242.0,RSI,323,50.284401934010546,LRSI,323,0.8412505807690142,TSI,323,9.3975761602593,Broker,323,100006.97,100006.97,BuySell,323,,,BuySell,323,,,DataTrades,323,,
324,iv30,324,2011-04-18 00:00:00,,,,38.64,,,stockpx,324,2011-04-18 00:00:00,,,,16.36,,,HVStrategy,324,734245.0,RSI,324,53.916318703432815,LRSI,324,0.8974730946544026,TSI,324,9.13999018203679,Broker,324,100006.97,100006.97,BuySell,324,,,BuySell,324,,,DataTrades,324,,
325,iv30,325,2011-04-19 00:00:00,,,,39.36,,,stockpx,325,2011-04-19 00:00:00,,,,16.13,,,HVStrategy,325,734246.0,RSI,325,54.992043907482476,LRSI,325,0.9564055772403506,TSI,325,9.317636184104428,Broker,325,100006.97,100006.97,BuySell,325,,,BuySell,325,,,DataTrades,325,,
326,iv30,326,2011-04-20 00:00:00,,,,40.93,,,stockpx,326,2011-04-20 00:00:00,,,,16.9,,,HVStrategy,326,734247.0,RSI,326,57.330981693887324,LRSI,326,0.9164205093596063,TSI,326,10.241076089582313,Broker,326,100006.97,100006.97,BuySell,326,,,BuySell,326,,,DataTrades,326,,
327,iv30,327,2011-04-21 00:00:00,,,,31.68,,,stockpx,327,2011-04-21 00:00:00,,,,16.84,,,HVStrategy,327,734248.0,RSI,327,43.11481100196342,LRSI,327,0.3930601139038045,TSI,327,5.561589751078748,Broker,327,100006.97,100006.97,BuySell,327,,,BuySell,327,,,DataTrades,327,,
328,iv30,328,2011-04-25 00:00:00,,,,33.55,,,stockpx,328,2011-04-25 00:00:00,,,,17.18,,,HVStrategy,328,734252.0,RSI,328,46.028494286379825,LRSI,328,0.42173189705932745,TSI,328,3.0728512712160274,Broker,328,100006.97,100006.97,BuySell,328,,,BuySell,328,,,DataTrades,328,,
329,iv30,329,2011-04-26 00:00:00,,,,32.92,,,stockpx,329,2011-04-26 00:00:00,,,,17.26,,,HVStrategy,329,734253.0,RSI,329,45.1887309522459,LRSI,329,0.25528340316013365,TSI,329,0.8968312053040665,Broker,329,100006.97,100006.97,BuySell,329,,,BuySell,329,,,DataTrades,329,,
330,iv30,330,2011-04-27 00:00:00,,,,31.19,,,stockpx,330,2011-04-27 00:00:00,,,,17.27,,,HVStrategy,330,734254.0,RSI,330,42.875446529482,LRSI,330,0.0,TSI,330,-1.6156711175050409,Broker,330,100006.97,100006.97,BuySell,330,,,BuySell,330,,,DataTrades,330,,
331,iv30,331,2011-04-28 00:00:00,,,,29.95,,,stockpx,331,2011-04-28 00:00:00,,,,17.49,,,HVStrategy,331,734255.0,RSI,331,41.24563585855352,LRSI,331,0.0,TSI,331,-4.15421659978249,Broker,331,100006.97,100006.97,BuySell,331,,,BuySell,331,,,DataTrades,331,,
332,iv30,332,2011-04-29 00:00:00,,,,29.8,,,stockpx,332,2011-04-29 00:00:00,,,,17.6,,,HVStrategy,332,734256.0,RSI,332,41.042392935611595,LRSI,332,0.0,TSI,332,-6.230507096581974,Broker,332,100006.97,100006.97,BuySell,332,,,BuySell,332,,,DataTrades,332,,
333,iv30,333,2011-05-02 00:00:00,,,,34.82,,,stockpx,333,2011-05-02 00:00:00,,,,18.13,,,HVStrategy,333,734259.0,RSI,333,49.933951373675754,LRSI,333,0.1723044586777589,TSI,333,-5.290979677929932,Broker,333,100006.97,100006.97,BuySell,333,,,BuySell,333,,,DataTrades,333,,
334,iv30,334,2011-05-03 00:00:00,,,,36.96,,,stockpx,334,2011-05-03 00:00:00,,,,17.94,,,HVStrategy,334,734260.0,RSI,334,53.17587269205897,LRSI,334,0.3180055923073521,TSI,334,-3.4782793868959807,Broker,334,100006.97,100006.97,BuySell,334,,,BuySell,334,,,DataTrades,334,,
335,iv30,335,2011-05-04 00:00:00,,,,35.63,,,stockpx,335,2011-05-04 00:00:00,,,,18.18,,,HVStrategy,335,734261.0,RSI,335,50.966999564217495,LRSI,335,0.36542389922506147,TSI,335,-2.669979696788502,Broker,335,100006.97,100006.97,BuySell,335,,,BuySell,335,,,DataTrades,335,,
336,iv30,336,2011-05-05 00:00:00,,,,34.98,,,stockpx,336,2011-05-05 00:00:00,,,,18.41,,,HVStrategy,336,734262.0,RSI,336,49.87656629827238,LRSI,336,0.5215855142028516,TSI,336,-2.331699676049968,Broker,336,100006.97,100006.97,BuySell,336,,,BuySell,336,,,DataTrades,336,,
337,iv30,337,2011-05-06 00:00:00,,,,34.85,,,stockpx,337,2011-05-06 00:00:00,,,,18.68,,,HVStrategy,337,734263.0,RSI,337,49.6477828704455,LRSI,337,0.920081346738765,TSI,337,-2.119954619164072,Broker,337,100006.97,100006.97,BuySell,337,,,BuySell,337,,,DataTrades,337,,
338,iv30,338,2011-05-09 00:00:00,,,,33.58,,,stockpx,338,2011-05-09 00:00:00,,,,18.59,,,HVStrategy,338,734266.0,RSI,338,47.36216002513961,LRSI,338,0.7863340909207711,TSI,338,-2.5680244272213724,Broker,338,100006.97,100006.97,BuySell,338,,,BuySell,338,,,DataTrades,338,,
339,iv30,339,2011-05-10 00:00:00,,,,33.83,,,stockpx,339,2011-05-10 00:00:00,,,,18.49,,,HVStrategy,339,734267.0,RSI,339,47.87091165124453,LRSI,339,0.7859090137894272,TSI,339,-2.8065231972183673,Broker,339,100006.97,100006.97,BuySell,339,,,BuySell,339,,,DataTrades,339,,
340,iv30,340,2011-05-11 00:00:00,,,,41.02,,,stockpx,340,2011-05-11 00:00:00,,,,17.2,,,HVStrategy,340,734268.0,RSI,340,59.88068529504158,LRSI,340,0.7308323465753798,TSI,340,0.764218795393119,Broker,340,100006.97,100006.97,BuySell,340,,,BuySell,340,,,DataTrades,340,,
341,iv30,341,2011-05-12 00:00:00,,,,40.4,,,stockpx,341,2011-05-12 00:00:00,,,,17.17,,,HVStrategy,341,734269.0,RSI,341,58.62640262766814,LRSI,341,0.7468004877829211,TSI,341,3.2608301712757415,Broker,341,100006.97,100006.97,BuySell,341,,,BuySell,341,,,DataTrades,341,,
342,iv30,342,2011-05-13 00:00:00,,,,40.13,,,stockpx,342,2011-05-13 00:00:00,,,,16.53,,,HVStrategy,342,734270.0,RSI,342,58.056089723458136,LRSI,342,0.8036028916524278,TSI,342,5.121637882937575,Broker,342,100006.97,100006.97,BuySell,342,,,BuySell,342,,,DataTrades,342,,
343,iv30,343,2011-05-16 00:00:00,,,,42.13,,,stockpx,343,2011-05-16 00:00:00,,,,16.03,,,HVStrategy,343,734273.0,RSI,343,61.07660851020808,LRSI,343,1.0,TSI,343,7.6174464814986464,Broker,343,100006.97,100006.97,BuySell,343,,,BuySell,343,,,DataTrades,343,,
344,iv30,344,2011-05-17 00:00:00,,,,40.38,,,stockpx,344,2011-05-17 00:00:00,,,,15.98,,,HVStrategy,344,734274.0,RSI,344,57.19540427991468,LRSI,344,1.0,TSI,344,8.639608626554244,Broker,344,100006.97,100006.97,BuySell,344,,,BuySell,344,,,DataTrades,344,,
345,iv30,345,2011-05-18 00:00:00,,,,39.09,,,stockpx,345,2011-05-18 00:00:00,,,,15.99,,,HVStrategy,345,734275.0,RSI,345,54.44867869468359,LRSI,345,0.942208497682194,TSI,345,8.718561439268067,Broker,345,100006.97,100006.97,BuySell,345,,,BuySell,345,,,DataTrades,345,,
346,iv30,346,2011-05-19 00:00:00,,,,36.65,,,stockpx,346,2011-05-19 00:00:00,,,,16.31,,,HVStrategy,346,734276.0,RSI,346,49.5969764491684,LRSI,346,0.7233562834115685,TSI,346,7.355412051076085,Broker,346,100006.97,100006.97,BuySell,346,,,BuySell,346,,,DataTrades,346,,
347,iv30,347,2011-05-20 00:00:00,,,,35.1,,,stockpx,347,2011-05-20 00:00:00,,,,16.31,,,HVStrategy,347,734277.0,RSI,347,46.74733507352621,LRSI,347,0.5824517610364967,TSI,347,5.35584054380149,Broker,347,100006.97,100006.97,BuySell,347,,,BuySell,347,,,DataTrades,347,,
348,iv30,348,2011-05-23 00:00:00,,,,36.01,,,stockpx,348,2011-05-23 00:00:00,,,,16.06,,,HVStrategy,348,734280.0,RSI,348,48.614032470758055,LRSI,348,0.46665079267871123,TSI,348,4.2121361623235405,Broker,348,100006.97,100006.97,BuySell,348,,,BuySell,348,,,DataTrades,348,,
349,iv30,349,2011-05-24 00:00:00,,,,40.69,,,stockpx,349,2011-05-24 00:00:00,,,,16.17,,,HVStrategy,349,734281.0,RSI,349,56.96832972012692,LRSI,349,0.47897409451485684,TSI,349,5.753604864548196,Broker,349,100006.97,100006.97,BuySell,349,,,BuySell,349,,,DataTrades,349,,
350,iv30,350,2011-05-25 00:00:00,,,,35.7,,,stockpx,350,2011-05-25 00:00:00,,,,16.19,,,HVStrategy,350,734282.0,RSI,350,48.00635883955078,LRSI,350,0.0755664351501915,TSI,350,4.111056634611614,Broker,350,100006.97,100006.97,BuySell,350,,,BuySell,350,,,DataTrades,350,,
351,iv30,351,2011-05-26 00:00:00,,,,34.42,,,stockpx,351,2011-05-26 00:00:00,,,,16.01,,,HVStrategy,351,734283.0,RSI,351,46.0070118358833,LRSI,351,0.08749959867035362,TSI,351,2.142967079477702,Broker,351,100006.97,100006.97,BuySell,351,,,BuySell,351,,,DataTrades,351,,
352,iv30,352,2011-05-27 00:00:00,,,,30.71,,,stockpx,352,2011-05-27 00:00:00,,,,16.02,,,HVStrategy,352,734284.0,RSI,352,40.71422714184886,LRSI,352,0.032061010513469455,TSI,352,-1.3484214381779116,Broker,352,100006.97,100006.97,BuySell,352,,,BuySell,352,,,DataTrades,352,,
353,iv30,353,2011-05-31 00:00:00,,,,28.93,,,stockpx,353,2011-05-31 00:00:00,,,,16.26,,,HVStrategy,353,734288.0,RSI,353,38.42989041103981,LRSI,353,0.1103282415455884,TSI,353,-4.937368554201373,Broker,353,100006.97,100006.97,BuySell,353,,,BuySell,353,,,DataTrades,353,,
354,iv30,354,2011-06-01 00:00:00,,,,35.31,,,stockpx,354,2011-06-01 00:00:00,,,,15.86,,,HVStrategy,354,734289.0,RSI,354,49.39042999830624,LRSI,354,0.23708267631024244,TSI,354,-4.30997904729303,Broker,354,100006.97,100006.97,BuySell,354,,,BuySell,354,,,DataTrades,354,,
355,iv30,355,2011-06-02 00:00:00,,,,33.77,,,stockpx,355,2011-06-02 00:00:00,,,,16.02,,,HVStrategy,355,734290.0,RSI,355,47.20597209803373,LRSI,355,0.06894398561586919,TSI,355,-4.5605233187907706,Broker,355,100006.97,100006.97,BuySell,355,,,BuySell,355,,,DataTrades,355,,
356,iv30,356,2011-06-03 00:00:00,,,,35.03,,,stockpx,356,2011-06-03 00:00:00,,,,15.74,,,HVStrategy,356,734291.0,RSI,356,49.18620824202149,LRSI,356,0.18077119817594717,TSI,356,-4.114092346336368,Broker,356,100006.97,100006.97,BuySell,356,,,BuySell,356,,,DataTrades,356,,
357,iv30,357,2011-06-06 00:00:00,,,,36.26,,,stockpx,357,2011-06-06 00:00:00,,,,15.49,,,HVStrategy,357,734294.0,RSI,357,51.11389673980676,LRSI,357,0.329632645229045,TSI,357,-3.1477500050674645,Broker,357,100006.97,100006.97,BuySell,357,,,BuySell,357,,,DataTrades,357,,
358,iv30,358,2011-06-07 00:00:00,,,,34.21,,,stockpx,358,2011-06-07 00:00:00,,,,15.5,,,HVStrategy,358,734295.0,RSI,358,47.85538352457362,LRSI,358,0.37685494462823343,TSI,358,-3.344322703048256,Broker,358,100006.97,100006.97,BuySell,358,,,BuySell,358,,,DataTrades,358,,
359,iv30,359,2011-06-08 00:00:00,,,,35.28,,,stockpx,359,2011-06-08 00:00:00,,,,15.15,,,HVStrategy,359,734296.0,RSI,359,49.65929166152992,LRSI,359,0.7781927517749113,TSI,359,-2.9649727649966713,Broker,359,100006.97,100006.97,BuySell,359,,,BuySell,359,,,DataTrades,359,,
360,iv30,360,2011-06-09 00:00:00,,,,34.39,,,stockpx,360,2011-06-09 00:00:00,,,,15.24,,,HVStrategy,360,734297.0,RSI,360,48.166694219079716,LRSI,360,0.8777653404398276,TSI,360,-3.0827524546668177,Broker,360,100006.97,100006.97,BuySell,360,,,BuySell,360,,,DataTrades,360,,
361,iv30,361,2011-06-10 00:00:00,,,,35.58,,,stockpx,361,2011-06-10 00:00:00,,,,15.22,,,HVStrategy,361,734298.0,RSI,361,50.31695918668907,LRSI,361,1.0,TSI,361,-2.570197705909482,Broker,361,100006.97,100006.97,BuySell,361,,,BuySell,361,,,DataTrades,361,,
362,iv30,362,2011-06-13 00:00:00,,,,37.37,,,stockpx,362,2011-06-13 00:00:00,,,,15.18,,,HVStrategy,362,734301.0,RSI,362,53.44545724692602,LRSI,362,0.8869020203125407,TSI,362,-1.2321542653870892,Broker,362,100006.97,100006.97,BuySell,362,,,BuySell,362,,,DataTrades,362,,
363,iv30,363,2011-06-14 00:00:00,,,,35.21,,,stockpx,363,2011-06-14 00:00:00,,,,15.25,,,HVStrategy,363,734302.0,RSI,363,49.40281921016462,LRSI,363,0.7080044934859062,TSI,363,-1.2307947525334586,Broker,363,100006.97,100006.97,BuySell,363,,,BuySell,363,,,DataTrades,363,,
364,iv30,364,2011-06-15 00:00:00,,,,42.11,,,stockpx,364,2011-06-15 00:00:00,,,,14.86,,,HVStrategy,364,734303.0,RSI,364,59.850391764694045,LRSI,364,0.8305452924878133,TSI,364,2.258867781180315,Broker,364,100006.97,100006.97,BuySell,364,,,BuySell,364,,,DataTrades,364,,
365,iv30,365,2011-06-16 00:00:00,,,,40.74,,,stockpx,365,2011-06-16 00:00:00,,,,14.8,,,HVStrategy,365,734304.0,RSI,365,57.31964478719169,LRSI,365,0.7975718020812684,TSI,365,4.261293524499537,Broker,365,100006.97,100006.97,BuySell,365,,,BuySell,365,,,DataTrades,365,,
366,iv30,366,2011-06-17 00:00:00,,,,38.62,,,stockpx,366,2011-06-17 00:00:00,,,,14.69,,,HVStrategy,366,734305.0,RSI,366,53.54642431923627,LRSI,366,0.883469545842772,TSI,366,4.73504792112194,Broker,366,100006.97,100006.97,BuySell,366,,,BuySell,366,,,DataTrades,366,,
367,iv30,367,2011-06-20 00:00:00,,,,43.1,,,stockpx,367,2011-06-20 00:00:00,,,,14.96,,,HVStrategy,367,734308.0,RSI,367,59.59884744998182,LRSI,367,1.0,TSI,367,7.171583926629445,Broker,367,100006.97,100006.97,BuySell,367,,,BuySell,367,,,DataTrades,367,,
368,iv30,368,2011-06-21 00:00:00,,,,37.19,,,stockpx,368,2011-06-21 00:00:00,,,,15.35,,,HVStrategy,368,734309.0,RSI,368,50.290180750392075,LRSI,368,0.8136877392217704,TSI,368,6.032166751738282,Broker,368,100006.97,100006.97,BuySell,368,,,BuySell,368,,,DataTrades,368,,
369,iv30,369,2011-06-22 00:00:00,,,,38.85,,,stockpx,369,2011-06-22 00:00:00,,,,15.23,,,HVStrategy,369,734310.0,RSI,369,52.53276537796346,LRSI,369,0.871114138416337,TSI,369,5.894029795569458,Broker,369,100006.97,100006.97,BuySell,369,,,BuySell,369,,,DataTrades,369,,
370,iv30,370,2011-06-23 00:00:00,,,,40.91,,,stockpx,370,2011-06-23 00:00:00,,,,15.0,,,HVStrategy,370,734311.0,RSI,370,55.23186828594126,LRSI,370,0.8949775138355877,TSI,370,6.671152529709041,Broker,370,100006.97,100006.97,BuySell,370,,,BuySell,370,,,DataTrades,370,,
371,iv30,371,2011-06-24 00:00:00,,,,39.7,,,stockpx,371,2011-06-24 00:00:00,,,,14.88,,,HVStrategy,371,734312.0,RSI,371,53.31420956369599,LRSI,371,1.0,TSI,371,6.68970892010716,Broker,371,100006.97,100006.97,BuySell,371,,,BuySell,371,,,DataTrades,371,,
372,iv30,372,2011-06-27 00:00:00,,,,39.51,,,stockpx,372,2011-06-27 00:00:00,,,,14.94,,,HVStrategy,372,734315.0,RSI,372,53.003012810876726,LRSI,372,0.9385647698921596,TSI,372,6.612030473283538,Broker,372,100006.97,100006.97,BuySell,372,,,BuySell,372,,,DataTrades,372,,
373,iv30,373,2011-06-28 00:00:00,,,,40.34,,,stockpx,373,2011-06-28 00:00:00,,,,14.95,,,HVStrategy,373,734316.0,RSI,373,54.25906108691563,LRSI,373,0.9891127569540644,TSI,373,6.906917967433514,Broker,373,100006.97,100006.97,BuySell,373,,,BuySell,373,,,DataTrades,373,,
374,iv30,374,2011-06-29 00:00:00,,,,39.08,,,stockpx,374,2011-06-29 00:00:00,,,,14.85,,,HVStrategy,374,734317.0,RSI,374,51.98756032182571,LRSI,374,0.6424062269123991,TSI,374,6.516093871046351,Broker,374,100006.97,100006.97,BuySell,374,,,BuySell,374,,,DataTrades,374,,
375,iv30,375,2011-06-30 00:00:00,,,,38.68,,,stockpx,375,2011-06-30 00:00:00,,,,15.06,,,HVStrategy,375,734318.0,RSI,375,51.25398888460036,LRSI,375,0.5099967950770279,TSI,375,5.99185300012286,Broker,375,100006.97,100006.97,BuySell,375,,,BuySell,375,,,DataTrades,375,,
376,iv30,376,2011-07-01 00:00:00,,,,36.26,,,stockpx,376,2011-07-01 00:00:00,,,,15.5,,,HVStrategy,376,734319.0,RSI,376,46.9386616308772,LRSI,376,0.2583293553087012,TSI,376,4.314555581724824,Broker,376,100006.97,100006.97,BuySell,376,,,BuySell,376,,,DataTrades,376,,
377,iv30,377,2011-07-05 00:00:00,,,,42.62,,,stockpx,377,2011-07-05 00:00:00,,,,15.54,,,HVStrategy,377,734323.0,RSI,377,57.14963273770488,LRSI,377,0.5829694183137766,TSI,377,5.912222839477323,Broker,377,100006.97,100006.97,BuySell,377,,,BuySell,377,,,DataTrades,377,,
378,iv30,378,2011-07-06 00:00:00,,,,41.45,,,stockpx,378,2011-07-06 00:00:00,,,,15.71,,,HVStrategy,378,734324.0,RSI,378,55.050855482686096,LRSI,378,0.4682639585465242,TSI,378,6.569619699176703,Broker,378,100006.97,100006.97,BuySell,378,,,BuySell,378,,,DataTrades,378,,
379,iv30,379,2011-07-07 00:00:00,,,,41.43,,,stockpx,379,2011-07-07 00:00:00,,,,15.82,,,HVStrategy,379,734325.0,RSI,379,55.013663246841105,LRSI,379,0.5732700412367808,TSI,379,7.085096851105077,Broker,379,100006.97,100006.97,BuySell,379,,,BuySell,379,,,DataTrades,379,,
380,iv30,380,2011-07-08 00:00:00,,,,39.64,,,stockpx,380,2011-07-08 00:00:00,,,,15.6,,,HVStrategy,380,734326.0,RSI,380,51.650336297500814,LRSI,380,0.6366269963773951,TSI,380,6.556108250504539,Broker,380,100006.97,100006.97,BuySell,380,,,BuySell,380,,,DataTrades,380,,
381,iv30,381,2011-07-11 00:00:00,,,,42.59,,,stockpx,381,2011-07-11 00:00:00,,,,15.02,,,HVStrategy,381,734329.0,RSI,381,56.383022974486664,LRSI,381,1.0,TSI,381,7.4981520506585975,Broker,381,100006.97,100006.97,BuySell,381,,,BuySell,381,,,DataTrades,381,,
382,iv30,382,2011-07-12 00:00:00,,,,43.11,,,stockpx,382,2011-07-12 00:00:00,,,,14.95,,,HVStrategy,382,734330.0,RSI,382,57.17870600069966,LRSI,382,1.0,TSI,382,8.498580818712073,Broker,382,100006.97,100006.97,BuySell,382,,,BuySell,382,,,DataTrades,382,,
383,iv30,383,2011-07-13 00:00:00,,,,42.87,,,stockpx,383,2011-07-13 00:00:00,,,,14.9,,,HVStrategy,383,734331.0,RSI,383,56.664909300731864,LRSI,383,1.0,TSI,383,9.182956848495262,Broker,383,100006.97,100006.97,BuySell,383,,,BuySell,383,,,DataTrades,383,,
384,iv30,384,2011-07-14 00:00:00,,,,41.9,,,stockpx,384,2011-07-14 00:00:00,,,,14.63,,,HVStrategy,384,734332.0,RSI,384,54.5320888450863,LRSI,384,1.0,TSI,384,9.192801593067129,Broker,384,100006.97,100006.97,BuySell,384,,,BuySell,384,,,DataTrades,384,,
385,iv30,385,2011-07-15 00:00:00,,,,38.5,,,stockpx,385,2011-07-15 00:00:00,,,,14.72,,,HVStrategy,385,734333.0,RSI,385,47.74805985448731,LRSI,385,0.5747519683221133,TSI,385,7.23351218379311,Broker,385,100006.97,100006.97,BuySell,385,,,BuySell,385,,,DataTrades,385,,
386,iv30,386,2011-07-18 00:00:00,,,,41.31,,,stockpx,386,2011-07-18 00:00:00,,,,14.47,,,HVStrategy,386,734336.0,RSI,386,52.95692754578523,LRSI,386,0.6785882364891712,TSI,386,7.046504929514443,Broker,386,100006.97,100006.97,BuySell,386,,,BuySell,386,,,DataTrades,386,,
387,iv30,387,2011-07-19 00:00:00,,,,37.57,,,stockpx,387,2011-07-19 00:00:00,,,,14.61,,,HVStrategy,387,734337.0,RSI,387,46.33612570737746,LRSI,387,0.23307835591711537,TSI,387,4.777261574771428,Broker,387,100006.97,100006.97,BuySell,387,,,BuySell,387,,,DataTrades,387,,
388,iv30,388,2011-07-20 00:00:00,,,,34.97,,,stockpx,388,2011-07-20 00:00:00,,,,13.49,,,HVStrategy,388,734338.0,RSI,388,42.370282015445454,LRSI,388,0.1264378634362913,TSI,388,1.5690300120316056,Broker,388,100006.97,100006.97,BuySell,388,,,BuySell,388,,,DataTrades,388,,
389,iv30,389,2011-07-21 00:00:00,,,,36.6,,,stockpx,389,2011-07-21 00:00:00,,,,13.59,,,HVStrategy,389,734339.0,RSI,389,45.51849366201417,LRSI,389,0.21638553789883175,TSI,389,-0.10307593692268999,Broker,389,100006.97,100006.97,BuySell,389,,,BuySell,389,,,DataTrades,389,,
390,iv30,390,2011-07-22 00:00:00,,,,36.74,,,stockpx,390,2011-07-22 00:00:00,,,,13.96,,,HVStrategy,390,734340.0,RSI,390,45.792400401344814,LRSI,390,0.0,TSI,390,-1.3587041082128022,Broker,390,100006.97,100006.97,BuySell,390,,,BuySell,390,,,DataTrades,390,,
391,iv30,391,2011-07-25 00:00:00,,,,36.91,,,stockpx,391,2011-07-25 00:00:00,,,,13.69,,,HVStrategy,391,734343.0,RSI,391,46.14645762207853,LRSI,391,0.0,TSI,391,-2.2842196853842918,Broker,391,100006.97,100006.97,BuySell,391,,,BuySell,391,,,DataTrades,391,,
392,iv30,392,2011-07-26 00:00:00,,,,35.73,,,stockpx,392,2011-07-26 00:00:00,,,,13.92,,,HVStrategy,392,734344.0,RSI,392,43.99829622415995,LRSI,392,0.0,TSI,392,-3.673735806922641,Broker,392,100006.97,100006.97,BuySell,392,,,BuySell,392,,,DataTrades,392,,
393,iv30,393,2011-07-27 00:00:00,,,,36.06,,,stockpx,393,2011-07-27 00:00:00,,,,13.61,,,HVStrategy,393,734345.0,RSI,393,44.772579563083156,LRSI,393,0.0,TSI,393,-4.628290392029759,Broker,393,100006.97,100006.97,BuySell,393,,,BuySell,393,,,DataTrades,393,,
394,iv30,394,2011-07-28 00:00:00,,,,36.13,,,stockpx,394,2011-07-28 00:00:00,,,,13.52,,,HVStrategy,394,734346.0,RSI,394,44.946460792111964,LRSI,394,0.0,TSI,394,-5.383125767930559,Broker,394,100006.97,100006.97,BuySell,394,,,BuySell,394,,,DataTrades,394,,
395,iv30,395,2011-07-29 00:00:00,,,,39.93,,,stockpx,395,2011-07-29 00:00:00,,,,13.11,,,HVStrategy,395,734347.0,RSI,395,53.5045804337498,LRSI,395,0.42562892982554956,TSI,395,-3.6610848235458104,Broker,395,100006.97,100006.97,BuySell,395,,,BuySell,395,,,DataTrades,395,,
