Id,stockpx,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_1,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_2,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_3,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_4,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_5,len,datetime,open,high,low,close,volume,openinterest,iv30,len,datetime,open,high,low,close,volume,openinterest,TestStrategy,len,datetime,RSI_Oversold,len,rsi_os_50,RSI_Overbought,len,rsi_ob_65,LRSI_Oversold,len,lrsi_os_03,LRSI_Overbought,len,lrsi_ob_07,TSI_Oversold,len,tsi_os,TSI_Overbought,len,tsi_ob,AO_Oversold,len,ao_os,AO_Overbought,len,ao_ob,UO_Oversold,len,uo_os_50,UO_Overbought,len,uo_ob_60,CCI_Oversold,len,cci_os,CCI_Overbought,len,cci_ob,WR_Oversold,len,wr_os,WR_Overbought,len,wr_ob,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,stockpx,stockpx_lag_1,stockpx_lag_2,stockpx_lag_3,stockpx_lag_4,stockpx_lag_5,iv30
112,stockpx,112,2010-06-14 00:00:00,,37.021427,36.287144,36.325714000000005,150740100.0,,stockpx_lag_1,112,2010-06-14 00:00:00,,,,37.098572,,,stockpx_lag_2,112,2010-06-14 00:00:00,,,,38.17857,,,stockpx_lag_3,112,2010-06-14 00:00:00,,,,38.838570000000004,,,stockpx_lag_4,112,2010-06-14 00:00:00,,,,39.152859,,,stockpx_lag_5,112,2010-06-14 00:00:00,,,,38.595715000000006,,,iv30,112,2010-06-14 00:00:00,,,,36.87,,,TestStrategy,112,733937.0,RSI_Oversold,112,0.0,RSI_Overbought,112,0.0,LRSI_Oversold,112,1.0,LRSI_Overbought,112,0.0,TSI_Oversold,112,1.0,TSI_Overbought,112,0.0,AO_Oversold,112,0.0,AO_Overbought,112,1.0,UO_Oversold,112,1.0,UO_Overbought,112,0.0,CCI_Oversold,112,0.0,CCI_Overbought,112,1.0,WR_Oversold,112,0.0,WR_Overbought,112,1.0,Broker,112,100011.17571499999,100011.17571499999,BuySell,112,,,BuySell,112,,,BuySell,112,,,BuySell,112,,,BuySell,112,,,BuySell,112,,,BuySell,112,,,DataTrades,112,,,,,,,
113,stockpx,113,2010-06-15 00:00:00,,37.121429,36.5,37.098572,146268500.0,,stockpx_lag_1,113,2010-06-15 00:00:00,,,,38.17857,,,stockpx_lag_2,113,2010-06-15 00:00:00,,,,38.838570000000004,,,stockpx_lag_3,113,2010-06-15 00:00:00,,,,39.152859,,,stockpx_lag_4,113,2010-06-15 00:00:00,,,,38.595715000000006,,,stockpx_lag_5,113,2010-06-15 00:00:00,,,,39.121429,,,iv30,113,2010-06-15 00:00:00,,,,33.18,,,TestStrategy,113,733938.0,RSI_Oversold,113,0.0,RSI_Overbought,113,1.0,LRSI_Oversold,113,0.0,LRSI_Overbought,113,0.0,TSI_Oversold,113,1.0,TSI_Overbought,113,0.0,AO_Oversold,113,0.0,AO_Overbought,113,1.0,UO_Oversold,113,1.0,UO_Overbought,113,0.0,CCI_Oversold,113,0.0,CCI_Overbought,113,0.0,WR_Oversold,113,0.0,WR_Overbought,113,1.0,Broker,113,100011.17571499999,100011.17571499999,BuySell,113,,,BuySell,113,,,BuySell,113,,,BuySell,113,,,BuySell,113,,,BuySell,113,,,BuySell,113,,,DataTrades,113,,,,,,,
114,stockpx,114,2010-06-16 00:00:00,,38.25,37.232857,38.17857,195919500.0,,stockpx_lag_1,114,2010-06-16 00:00:00,,,,38.838570000000004,,,stockpx_lag_2,114,2010-06-16 00:00:00,,,,39.152859,,,stockpx_lag_3,114,2010-06-16 00:00:00,,,,38.595715000000006,,,stockpx_lag_4,114,2010-06-16 00:00:00,,,,39.121429,,,stockpx_lag_5,114,2010-06-16 00:00:00,,,,38.709998999999996,,,iv30,114,2010-06-16 00:00:00,,,,33.11,,,TestStrategy,114,733939.0,RSI_Oversold,114,0.0,RSI_Overbought,114,1.0,LRSI_Oversold,114,0.0,LRSI_Overbought,114,0.0,TSI_Oversold,114,1.0,TSI_Overbought,114,0.0,AO_Oversold,114,1.0,AO_Overbought,114,0.0,UO_Oversold,114,0.0,UO_Overbought,114,0.0,CCI_Oversold,114,0.0,CCI_Overbought,114,1.0,WR_Oversold,114,0.0,WR_Overbought,114,1.0,Broker,114,100011.17571499999,100011.17571499999,BuySell,114,,,BuySell,114,,,BuySell,114,,,BuySell,114,,,BuySell,114,,,BuySell,114,,,BuySell,114,,,DataTrades,114,,,,,,,
115,stockpx,115,2010-06-17 00:00:00,,38.985714,38.5,38.838570000000004,218213800.0,,stockpx_lag_1,115,2010-06-17 00:00:00,,,,39.152859,,,stockpx_lag_2,115,2010-06-17 00:00:00,,,,38.595715000000006,,,stockpx_lag_3,115,2010-06-17 00:00:00,,,,39.121429,,,stockpx_lag_4,115,2010-06-17 00:00:00,,,,38.709998999999996,,,stockpx_lag_5,115,2010-06-17 00:00:00,,,,38.42857,,,iv30,115,2010-06-17 00:00:00,,,,32.71,,,TestStrategy,115,733940.0,RSI_Oversold,115,0.0,RSI_Overbought,115,1.0,LRSI_Oversold,115,0.0,LRSI_Overbought,115,1.0,TSI_Oversold,115,1.0,TSI_Overbought,115,0.0,AO_Oversold,115,1.0,AO_Overbought,115,0.0,UO_Oversold,115,0.0,UO_Overbought,115,1.0,CCI_Oversold,115,0.0,CCI_Overbought,115,1.0,WR_Oversold,115,0.0,WR_Overbought,115,1.0,Broker,115,100011.17571499999,100011.17571499999,BuySell,115,,,BuySell,115,,,BuySell,115,,,BuySell,115,,,BuySell,115,,,BuySell,115,,,BuySell,115,,,DataTrades,115,,,,,,,
116,stockpx,116,2010-06-18 00:00:00,,39.285713,38.774284,39.152859,196155400.0,,stockpx_lag_1,116,2010-06-18 00:00:00,,,,38.595715000000006,,,stockpx_lag_2,116,2010-06-18 00:00:00,,,,39.121429,,,stockpx_lag_3,116,2010-06-18 00:00:00,,,,38.709998999999996,,,stockpx_lag_4,116,2010-06-18 00:00:00,,,,38.42857,,,stockpx_lag_5,116,2010-06-18 00:00:00,,,,38.099998,,,iv30,116,2010-06-18 00:00:00,,,,33.1,,,TestStrategy,116,733941.0,RSI_Oversold,116,0.0,RSI_Overbought,116,1.0,LRSI_Oversold,116,0.0,LRSI_Overbought,116,1.0,TSI_Oversold,116,1.0,TSI_Overbought,116,0.0,AO_Oversold,116,1.0,AO_Overbought,116,0.0,UO_Oversold,116,0.0,UO_Overbought,116,1.0,CCI_Oversold,116,0.0,CCI_Overbought,116,0.0,WR_Oversold,116,0.0,WR_Overbought,116,1.0,Broker,116,100050.32857399998,100011.17571499999,BuySell,116,,39.152859,BuySell,116,,,BuySell,116,,,BuySell,116,,,BuySell,116,,,BuySell,116,,,BuySell,116,,,DataTrades,116,,,,,,,
117,stockpx,117,2010-06-21 00:00:00,,39.85857,38.389998999999996,38.595715000000006,194122600.0,,stockpx_lag_1,117,2010-06-21 00:00:00,,,,39.121429,,,stockpx_lag_2,117,2010-06-21 00:00:00,,,,38.709998999999996,,,stockpx_lag_3,117,2010-06-21 00:00:00,,,,38.42857,,,stockpx_lag_4,117,2010-06-21 00:00:00,,,,38.099998,,,stockpx_lag_5,117,2010-06-21 00:00:00,,,,38.328571000000004,,,iv30,117,2010-06-21 00:00:00,,,,35.85,,,TestStrategy,117,733944.0,RSI_Oversold,117,0.0,RSI_Overbought,117,0.0,LRSI_Oversold,117,0.0,LRSI_Overbought,117,1.0,TSI_Oversold,117,1.0,TSI_Overbought,117,0.0,AO_Oversold,117,1.0,AO_Overbought,117,0.0,UO_Oversold,117,0.0,UO_Overbought,117,0.0,CCI_Oversold,117,0.0,CCI_Overbought,117,0.0,WR_Oversold,117,1.0,WR_Overbought,117,0.0,Broker,117,100050.32857399998,100011.73285899998,BuySell,117,,,BuySell,117,,,BuySell,117,,,BuySell,117,,,BuySell,117,,,BuySell,117,,,BuySell,117,,,DataTrades,117,,,,,,,
118,stockpx,118,2010-06-22 00:00:00,,39.424285999999995,38.785713,39.121429,179315500.0,,stockpx_lag_1,118,2010-06-22 00:00:00,,,,38.709998999999996,,,stockpx_lag_2,118,2010-06-22 00:00:00,,,,38.42857,,,stockpx_lag_3,118,2010-06-22 00:00:00,,,,38.099998,,,stockpx_lag_4,118,2010-06-22 00:00:00,,,,38.328571000000004,,,stockpx_lag_5,118,2010-06-22 00:00:00,,,,36.595715000000006,,,iv30,118,2010-06-22 00:00:00,,,,35.26,,,TestStrategy,118,733945.0,RSI_Oversold,118,0.0,RSI_Overbought,118,1.0,LRSI_Oversold,118,0.0,LRSI_Overbought,118,1.0,TSI_Oversold,118,1.0,TSI_Overbought,118,0.0,AO_Oversold,118,1.0,AO_Overbought,118,0.0,UO_Oversold,118,0.0,UO_Overbought,118,0.0,CCI_Oversold,118,0.0,CCI_Overbought,118,0.0,WR_Oversold,118,0.0,WR_Overbought,118,0.0,Broker,118,100050.32857399998,100011.20714499998,BuySell,118,,,BuySell,118,,,BuySell,118,,,BuySell,118,,,BuySell,118,,,BuySell,118,,,BuySell,118,,,DataTrades,118,,,,,,,
119,stockpx,119,2010-06-23 00:00:00,,39.237144,38.271427,38.709998999999996,192114300.0,,stockpx_lag_1,119,2010-06-23 00:00:00,,,,38.42857,,,stockpx_lag_2,119,2010-06-23 00:00:00,,,,38.099998,,,stockpx_lag_3,119,2010-06-23 00:00:00,,,,38.328571000000004,,,stockpx_lag_4,119,2010-06-23 00:00:00,,,,36.595715000000006,,,stockpx_lag_5,119,2010-06-23 00:00:00,,,,35.932858,,,iv30,119,2010-06-23 00:00:00,,,,36.27,,,TestStrategy,119,733946.0,RSI_Oversold,119,0.0,RSI_Overbought,119,0.0,LRSI_Oversold,119,0.0,LRSI_Overbought,119,1.0,TSI_Oversold,119,1.0,TSI_Overbought,119,0.0,AO_Oversold,119,1.0,AO_Overbought,119,0.0,UO_Oversold,119,0.0,UO_Overbought,119,0.0,CCI_Oversold,119,1.0,CCI_Overbought,119,0.0,WR_Oversold,119,1.0,WR_Overbought,119,0.0,Broker,119,100050.32857399998,100011.61857499999,BuySell,119,,,BuySell,119,,,BuySell,119,,,BuySell,119,,,BuySell,119,,,BuySell,119,,,BuySell,119,,,DataTrades,119,,,,,,,
120,stockpx,120,2010-06-24 00:00:00,,39.028572,38.299999,38.42857,178569300.0,,stockpx_lag_1,120,2010-06-24 00:00:00,,,,38.099998,,,stockpx_lag_2,120,2010-06-24 00:00:00,,,,38.328571000000004,,,stockpx_lag_3,120,2010-06-24 00:00:00,,,,36.595715000000006,,,stockpx_lag_4,120,2010-06-24 00:00:00,,,,35.932858,,,stockpx_lag_5,120,2010-06-24 00:00:00,,,,35.497143,,,iv30,120,2010-06-24 00:00:00,,,,37.17,,,TestStrategy,120,733947.0,RSI_Oversold,120,1.0,RSI_Overbought,120,0.0,LRSI_Oversold,120,0.0,LRSI_Overbought,120,1.0,TSI_Oversold,120,1.0,TSI_Overbought,120,0.0,AO_Oversold,120,1.0,AO_Overbought,120,0.0,UO_Oversold,120,0.0,UO_Overbought,120,0.0,CCI_Oversold,120,1.0,CCI_Overbought,120,0.0,WR_Oversold,120,1.0,WR_Overbought,120,0.0,Broker,120,100011.90000399998,100011.90000399998,BuySell,120,38.42857,,BuySell,120,,,BuySell,120,,,BuySell,120,,,BuySell,120,,,BuySell,120,,,BuySell,120,,,DataTrades,120,0.7242889999999989,,,,,,
121,stockpx,121,2010-06-25 00:00:00,,38.610001000000004,37.972858,38.099998,137485600.0,,stockpx_lag_1,121,2010-06-25 00:00:00,,,,38.328571000000004,,,stockpx_lag_2,121,2010-06-25 00:00:00,,,,36.595715000000006,,,stockpx_lag_3,121,2010-06-25 00:00:00,,,,35.932858,,,stockpx_lag_4,121,2010-06-25 00:00:00,,,,35.497143,,,stockpx_lag_5,121,2010-06-25 00:00:00,,,,35.277142,,,iv30,121,2010-06-25 00:00:00,,,,35.8,,,TestStrategy,121,733948.0,RSI_Oversold,121,1.0,RSI_Overbought,121,0.0,LRSI_Oversold,121,0.0,LRSI_Overbought,121,1.0,TSI_Oversold,121,1.0,TSI_Overbought,121,0.0,AO_Oversold,121,1.0,AO_Overbought,121,0.0,UO_Oversold,121,1.0,UO_Overbought,121,0.0,CCI_Oversold,121,1.0,CCI_Overbought,121,0.0,WR_Oversold,121,1.0,WR_Overbought,121,0.0,Broker,121,100011.90000399998,100011.90000399998,BuySell,121,,,BuySell,121,,,BuySell,121,,,BuySell,121,,,BuySell,121,,,BuySell,121,,,BuySell,121,,,DataTrades,121,,,,,,,
122,stockpx,122,2010-06-28 00:00:00,,38.535713,37.78857,38.328571000000004,146237000.0,,stockpx_lag_1,122,2010-06-28 00:00:00,,,,36.595715000000006,,,stockpx_lag_2,122,2010-06-28 00:00:00,,,,35.932858,,,stockpx_lag_3,122,2010-06-28 00:00:00,,,,35.497143,,,stockpx_lag_4,122,2010-06-28 00:00:00,,,,35.277142,,,stockpx_lag_5,122,2010-06-28 00:00:00,,,,35.518570000000004,,,iv30,122,2010-06-28 00:00:00,,,,36.57,,,TestStrategy,122,733951.0,RSI_Oversold,122,1.0,RSI_Overbought,122,0.0,LRSI_Oversold,122,0.0,LRSI_Overbought,122,1.0,TSI_Oversold,122,1.0,TSI_Overbought,122,0.0,AO_Oversold,122,1.0,AO_Overbought,122,0.0,UO_Oversold,122,1.0,UO_Overbought,122,0.0,CCI_Oversold,122,0.0,CCI_Overbought,122,0.0,WR_Oversold,122,0.0,WR_Overbought,122,0.0,Broker,122,100011.90000399998,100011.90000399998,BuySell,122,,,BuySell,122,,,BuySell,122,,,BuySell,122,,,BuySell,122,,,BuySell,122,,,BuySell,122,,,DataTrades,122,,,,,,,
123,stockpx,123,2010-06-29 00:00:00,,37.77,36.328571000000004,36.595715000000006,283336200.0,,stockpx_lag_1,123,2010-06-29 00:00:00,,,,35.932858,,,stockpx_lag_2,123,2010-06-29 00:00:00,,,,35.497143,,,stockpx_lag_3,123,2010-06-29 00:00:00,,,,35.277142,,,stockpx_lag_4,123,2010-06-29 00:00:00,,,,35.518570000000004,,,stockpx_lag_5,123,2010-06-29 00:00:00,,,,36.952858,,,iv30,123,2010-06-29 00:00:00,,,,42.89,,,TestStrategy,123,733952.0,RSI_Oversold,123,1.0,RSI_Overbought,123,0.0,LRSI_Oversold,123,0.0,LRSI_Overbought,123,0.0,TSI_Oversold,123,0.0,TSI_Overbought,123,1.0,AO_Oversold,123,1.0,AO_Overbought,123,0.0,UO_Oversold,123,1.0,UO_Overbought,123,0.0,CCI_Oversold,123,1.0,CCI_Overbought,123,0.0,WR_Oversold,123,1.0,WR_Overbought,123,0.0,Broker,123,100011.90000399998,100011.90000399998,BuySell,123,,,BuySell,123,,,BuySell,123,,,BuySell,123,,,BuySell,123,,,BuySell,123,,,BuySell,123,,,DataTrades,123,,,,,,,
124,stockpx,124,2010-06-30 00:00:00,,36.852856,35.715714,35.932858,184863000.0,,stockpx_lag_1,124,2010-06-30 00:00:00,,,,35.497143,,,stockpx_lag_2,124,2010-06-30 00:00:00,,,,35.277142,,,stockpx_lag_3,124,2010-06-30 00:00:00,,,,35.518570000000004,,,stockpx_lag_4,124,2010-06-30 00:00:00,,,,36.952858,,,stockpx_lag_5,124,2010-06-30 00:00:00,,,,36.869999,,,iv30,124,2010-06-30 00:00:00,,,,42.09,,,TestStrategy,124,733953.0,RSI_Oversold,124,1.0,RSI_Overbought,124,0.0,LRSI_Oversold,124,1.0,LRSI_Overbought,124,0.0,TSI_Oversold,124,0.0,TSI_Overbought,124,1.0,AO_Oversold,124,1.0,AO_Overbought,124,0.0,UO_Oversold,124,1.0,UO_Overbought,124,0.0,CCI_Oversold,124,1.0,CCI_Overbought,124,0.0,WR_Oversold,124,1.0,WR_Overbought,124,0.0,Broker,124,100011.90000399998,100011.90000399998,BuySell,124,,,BuySell,124,,,BuySell,124,,,BuySell,124,,,BuySell,124,,,BuySell,124,,,BuySell,124,,,DataTrades,124,,,,,,,
125,stockpx,125,2010-07-01 00:00:00,,36.400002,34.745715999999994,35.497143,255724000.0,,stockpx_lag_1,125,2010-07-01 00:00:00,,,,35.277142,,,stockpx_lag_2,125,2010-07-01 00:00:00,,,,35.518570000000004,,,stockpx_lag_3,125,2010-07-01 00:00:00,,,,36.952858,,,stockpx_lag_4,125,2010-07-01 00:00:00,,,,36.869999,,,stockpx_lag_5,125,2010-07-01 00:00:00,,,,37.088570000000004,,,iv30,125,2010-07-01 00:00:00,,,,42.41,,,TestStrategy,125,733954.0,RSI_Oversold,125,1.0,RSI_Overbought,125,0.0,LRSI_Oversold,125,1.0,LRSI_Overbought,125,0.0,TSI_Oversold,125,0.0,TSI_Overbought,125,1.0,AO_Oversold,125,1.0,AO_Overbought,125,0.0,UO_Oversold,125,1.0,UO_Overbought,125,0.0,CCI_Oversold,125,0.0,CCI_Overbought,125,0.0,WR_Oversold,125,1.0,WR_Overbought,125,0.0,Broker,125,100011.90000399998,100011.90000399998,BuySell,125,,,BuySell,125,,,BuySell,125,,,BuySell,125,,,BuySell,125,,,BuySell,125,,,BuySell,125,,,DataTrades,125,,,,,,,
126,stockpx,126,2010-07-02 00:00:00,,35.847141,34.742859,35.277142,173460700.0,,stockpx_lag_1,126,2010-07-02 00:00:00,,,,35.518570000000004,,,stockpx_lag_2,126,2010-07-02 00:00:00,,,,36.952858,,,stockpx_lag_3,126,2010-07-02 00:00:00,,,,36.869999,,,stockpx_lag_4,126,2010-07-02 00:00:00,,,,37.088570000000004,,,stockpx_lag_5,126,2010-07-02 00:00:00,,,,36.755714000000005,,,iv30,126,2010-07-02 00:00:00,,,,39.53,,,TestStrategy,126,733955.0,RSI_Oversold,126,1.0,RSI_Overbought,126,0.0,LRSI_Oversold,126,1.0,LRSI_Overbought,126,0.0,TSI_Oversold,126,0.0,TSI_Overbought,126,1.0,AO_Oversold,126,0.0,AO_Overbought,126,1.0,UO_Oversold,126,1.0,UO_Overbought,126,0.0,CCI_Oversold,126,0.0,CCI_Overbought,126,0.0,WR_Oversold,126,1.0,WR_Overbought,126,0.0,Broker,126,100011.90000399998,100011.90000399998,BuySell,126,,,BuySell,126,,,BuySell,126,,,BuySell,126,,,BuySell,126,,,BuySell,126,,,BuySell,126,,,DataTrades,126,,,,,,,
127,stockpx,127,2010-07-06 00:00:00,,36.114284999999995,35.165714,35.518570000000004,153808900.0,,stockpx_lag_1,127,2010-07-06 00:00:00,,,,36.952858,,,stockpx_lag_2,127,2010-07-06 00:00:00,,,,36.869999,,,stockpx_lag_3,127,2010-07-06 00:00:00,,,,37.088570000000004,,,stockpx_lag_4,127,2010-07-06 00:00:00,,,,36.755714000000005,,,stockpx_lag_5,127,2010-07-06 00:00:00,,,,35.971428,,,iv30,127,2010-07-06 00:00:00,,,,41.0,,,TestStrategy,127,733959.0,RSI_Oversold,127,1.0,RSI_Overbought,127,0.0,LRSI_Oversold,127,1.0,LRSI_Overbought,127,0.0,TSI_Oversold,127,0.0,TSI_Overbought,127,1.0,AO_Oversold,127,0.0,AO_Overbought,127,1.0,UO_Oversold,127,1.0,UO_Overbought,127,0.0,CCI_Oversold,127,0.0,CCI_Overbought,127,0.0,WR_Oversold,127,0.0,WR_Overbought,127,0.0,Broker,127,100011.90000399998,100011.90000399998,BuySell,127,,,BuySell,127,,,BuySell,127,,,BuySell,127,,,BuySell,127,,,BuySell,127,,,BuySell,127,,,DataTrades,127,,,,,,,
128,stockpx,128,2010-07-07 00:00:00,,36.967144,35.67857,36.952858,163639000.0,,stockpx_lag_1,128,2010-07-07 00:00:00,,,,36.869999,,,stockpx_lag_2,128,2010-07-07 00:00:00,,,,37.088570000000004,,,stockpx_lag_3,128,2010-07-07 00:00:00,,,,36.755714000000005,,,stockpx_lag_4,128,2010-07-07 00:00:00,,,,35.971428,,,stockpx_lag_5,128,2010-07-07 00:00:00,,,,36.104286,,,iv30,128,2010-07-07 00:00:00,,,,36.95,,,TestStrategy,128,733960.0,RSI_Oversold,128,0.0,RSI_Overbought,128,1.0,LRSI_Oversold,128,1.0,LRSI_Overbought,128,0.0,TSI_Oversold,128,0.0,TSI_Overbought,128,1.0,AO_Oversold,128,0.0,AO_Overbought,128,1.0,UO_Oversold,128,1.0,UO_Overbought,128,0.0,CCI_Oversold,128,0.0,CCI_Overbought,128,1.0,WR_Oversold,128,0.0,WR_Overbought,128,1.0,Broker,128,100011.90000399998,100011.90000399998,BuySell,128,,,BuySell,128,,,BuySell,128,,,BuySell,128,,,BuySell,128,,,BuySell,128,,,BuySell,128,,,DataTrades,128,,,,,,,
129,stockpx,129,2010-07-08 00:00:00,,37.557144,36.412857,36.869999,184536100.0,,stockpx_lag_1,129,2010-07-08 00:00:00,,,,37.088570000000004,,,stockpx_lag_2,129,2010-07-08 00:00:00,,,,36.755714000000005,,,stockpx_lag_3,129,2010-07-08 00:00:00,,,,35.971428,,,stockpx_lag_4,129,2010-07-08 00:00:00,,,,36.104286,,,stockpx_lag_5,129,2010-07-08 00:00:00,,,,35.921428999999996,,,iv30,129,2010-07-08 00:00:00,,,,37.35,,,TestStrategy,129,733961.0,RSI_Oversold,129,0.0,RSI_Overbought,129,1.0,LRSI_Oversold,129,1.0,LRSI_Overbought,129,0.0,TSI_Oversold,129,0.0,TSI_Overbought,129,1.0,AO_Oversold,129,0.0,AO_Overbought,129,1.0,UO_Oversold,129,1.0,UO_Overbought,129,0.0,CCI_Oversold,129,0.0,CCI_Overbought,129,1.0,WR_Oversold,129,0.0,WR_Overbought,129,1.0,Broker,129,100011.90000399998,100011.90000399998,BuySell,129,,,BuySell,129,,,BuySell,129,,,BuySell,129,,,BuySell,129,,,BuySell,129,,,BuySell,129,,,DataTrades,129,,,,,,,
130,stockpx,130,2010-07-09 00:00:00,,37.128571,36.451427,37.088570000000004,108330600.0,,stockpx_lag_1,130,2010-07-09 00:00:00,,,,36.755714000000005,,,stockpx_lag_2,130,2010-07-09 00:00:00,,,,35.971428,,,stockpx_lag_3,130,2010-07-09 00:00:00,,,,36.104286,,,stockpx_lag_4,130,2010-07-09 00:00:00,,,,35.921428999999996,,,stockpx_lag_5,130,2010-07-09 00:00:00,,,,35.700001,,,iv30,130,2010-07-09 00:00:00,,,,35.89,,,TestStrategy,130,733962.0,RSI_Oversold,130,0.0,RSI_Overbought,130,1.0,LRSI_Oversold,130,1.0,LRSI_Overbought,130,0.0,TSI_Oversold,130,1.0,TSI_Overbought,130,0.0,AO_Oversold,130,0.0,AO_Overbought,130,1.0,UO_Oversold,130,1.0,UO_Overbought,130,0.0,CCI_Oversold,130,0.0,CCI_Overbought,130,0.0,WR_Oversold,130,0.0,WR_Overbought,130,1.0,Broker,130,100011.90000399998,100011.90000399998,BuySell,130,,,BuySell,130,,,BuySell,130,,,BuySell,130,,,BuySell,130,,,BuySell,130,,,BuySell,130,,,DataTrades,130,,,,,,,
131,stockpx,131,2010-07-12 00:00:00,,37.407143,36.408573,36.755714000000005,140719600.0,,stockpx_lag_1,131,2010-07-12 00:00:00,,,,35.971428,,,stockpx_lag_2,131,2010-07-12 00:00:00,,,,36.104286,,,stockpx_lag_3,131,2010-07-12 00:00:00,,,,35.921428999999996,,,stockpx_lag_4,131,2010-07-12 00:00:00,,,,35.700001,,,stockpx_lag_5,131,2010-07-12 00:00:00,,,,35.082859,,,iv30,131,2010-07-12 00:00:00,,,,37.42,,,TestStrategy,131,733965.0,RSI_Oversold,131,0.0,RSI_Overbought,131,0.0,LRSI_Oversold,131,0.0,LRSI_Overbought,131,0.0,TSI_Oversold,131,1.0,TSI_Overbought,131,0.0,AO_Oversold,131,0.0,AO_Overbought,131,1.0,UO_Oversold,131,0.0,UO_Overbought,131,0.0,CCI_Oversold,131,0.0,CCI_Overbought,131,0.0,WR_Oversold,131,0.0,WR_Overbought,131,0.0,Broker,131,100011.90000399998,100011.90000399998,BuySell,131,,,BuySell,131,,,BuySell,131,,,BuySell,131,,,BuySell,131,,,BuySell,131,,,BuySell,131,,,DataTrades,131,,,,,,,
132,stockpx,132,2010-07-13 00:00:00,,36.628571,35.204285,35.971428,297731000.0,,stockpx_lag_1,132,2010-07-13 00:00:00,,,,36.104286,,,stockpx_lag_2,132,2010-07-13 00:00:00,,,,35.921428999999996,,,stockpx_lag_3,132,2010-07-13 00:00:00,,,,35.700001,,,stockpx_lag_4,132,2010-07-13 00:00:00,,,,35.082859,,,stockpx_lag_5,132,2010-07-13 00:00:00,,,,35.984287,,,iv30,132,2010-07-13 00:00:00,,,,40.54,,,TestStrategy,132,733966.0,RSI_Oversold,132,1.0,RSI_Overbought,132,0.0,LRSI_Oversold,132,0.0,LRSI_Overbought,132,0.0,TSI_Oversold,132,0.0,TSI_Overbought,132,1.0,AO_Oversold,132,0.0,AO_Overbought,132,1.0,UO_Oversold,132,0.0,UO_Overbought,132,0.0,CCI_Oversold,132,1.0,CCI_Overbought,132,0.0,WR_Oversold,132,0.0,WR_Overbought,132,0.0,Broker,132,100011.90000399998,100011.90000399998,BuySell,132,,,BuySell,132,,,BuySell,132,,,BuySell,132,,,BuySell,132,,,BuySell,132,,,BuySell,132,,,DataTrades,132,,,,,,,
133,stockpx,133,2010-07-14 00:00:00,,36.542858,35.57143,36.104286,203011900.0,,stockpx_lag_1,133,2010-07-14 00:00:00,,,,35.921428999999996,,,stockpx_lag_2,133,2010-07-14 00:00:00,,,,35.700001,,,stockpx_lag_3,133,2010-07-14 00:00:00,,,,35.082859,,,stockpx_lag_4,133,2010-07-14 00:00:00,,,,35.984287,,,stockpx_lag_5,133,2010-07-14 00:00:00,,,,36.32,,,iv30,133,2010-07-14 00:00:00,,,,41.84,,,TestStrategy,133,733967.0,RSI_Oversold,133,1.0,RSI_Overbought,133,0.0,LRSI_Oversold,133,0.0,LRSI_Overbought,133,0.0,TSI_Oversold,133,0.0,TSI_Overbought,133,1.0,AO_Oversold,133,0.0,AO_Overbought,133,1.0,UO_Oversold,133,0.0,UO_Overbought,133,0.0,CCI_Oversold,133,0.0,CCI_Overbought,133,0.0,WR_Oversold,133,0.0,WR_Overbought,133,0.0,Broker,133,100011.90000399998,100011.90000399998,BuySell,133,,,BuySell,133,,,BuySell,133,,,BuySell,133,,,BuySell,133,,,BuySell,133,,,BuySell,133,,,DataTrades,133,,,,,,,
134,stockpx,134,2010-07-15 00:00:00,,36.709998999999996,35.328571000000004,35.921428999999996,206216500.0,,stockpx_lag_1,134,2010-07-15 00:00:00,,,,35.700001,,,stockpx_lag_2,134,2010-07-15 00:00:00,,,,35.082859,,,stockpx_lag_3,134,2010-07-15 00:00:00,,,,35.984287,,,stockpx_lag_4,134,2010-07-15 00:00:00,,,,36.32,,,stockpx_lag_5,134,2010-07-15 00:00:00,,,,37.002857,,,iv30,134,2010-07-15 00:00:00,,,,42.61,,,TestStrategy,134,733968.0,RSI_Oversold,134,1.0,RSI_Overbought,134,0.0,LRSI_Oversold,134,0.0,LRSI_Overbought,134,0.0,TSI_Oversold,134,0.0,TSI_Overbought,134,1.0,AO_Oversold,134,0.0,AO_Overbought,134,1.0,UO_Oversold,134,0.0,UO_Overbought,134,0.0,CCI_Oversold,134,0.0,CCI_Overbought,134,0.0,WR_Oversold,134,0.0,WR_Overbought,134,0.0,Broker,134,100011.90000399998,100011.90000399998,BuySell,134,,,BuySell,134,,,BuySell,134,,,BuySell,134,,,BuySell,134,,,BuySell,134,,,BuySell,134,,,DataTrades,134,,,,,,,
