Id,iv30,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,LRSI,len,lrsi,TSI,len,tsi,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,iv30,stockpx
263,iv30,263,2011-01-20 00:00:00,,,,24.86,,,stockpx,263,2011-01-20 00:00:00,,,,28.34,,,HVStrategy,263,734157.0,RSI,263,63.778318292066395,LRSI,263,0.90278785778932,TSI,263,20.88174324811645,Broker,263,100016.40999999999,100016.40999999999,BuySell,263,24.86,,BuySell,263,,,DataTrades,263,0.060000000000002274,
264,iv30,264,2011-01-21 00:00:00,,,,24.92,,,stockpx,264,2011-01-21 00:00:00,,,,28.04,,,HVStrategy,264,734158.0,RSI,264,64.01871756528143,LRSI,264,0.8502047599894871,TSI,264,22.046598219952667,Broker,264,100016.40999999999,100016.40999999999,BuySell,264,,,BuySell,264,,,DataTrades,264,,
265,iv30,265,2011-01-24 00:00:00,,,,24.41,,,stockpx,265,2011-01-24 00:00:00,,,,28.38,,,HVStrategy,265,734161.0,RSI,265,60.35214042300854,LRSI,265,0.909917409649538,TSI,265,21.961757917262364,Broker,265,100016.40999999999,100016.40999999999,BuySell,265,,,BuySell,265,,,DataTrades,265,,
266,iv30,266,2011-01-25 00:00:00,,,,23.13,,,stockpx,266,2011-01-25 00:00:00,,,,28.44,,,HVStrategy,266,734162.0,RSI,266,52.26186612146637,LRSI,266,0.611677599335304,TSI,266,19.335793792561546,Broker,266,100016.40999999999,100016.40999999999,BuySell,266,,,BuySell,266,,,DataTrades,266,,
267,iv30,267,2011-01-26 00:00:00,,,,24.76,,,stockpx,267,2011-01-26 00:00:00,,,,28.88,,,HVStrategy,267,734163.0,RSI,267,59.6750781532885,LRSI,267,0.7910996442173567,TSI,267,19.416956736865735,Broker,267,100016.40999999999,100016.40999999999,BuySell,267,,,BuySell,267,,,DataTrades,267,,
268,iv30,268,2011-01-27 00:00:00,,,,21.19,,,stockpx,268,2011-01-27 00:00:00,,,,28.86,,,HVStrategy,268,734164.0,RSI,268,43.677235490285035,LRSI,268,0.3073426616951409,TSI,268,13.002874591223588,Broker,268,100016.40999999999,100016.40999999999,BuySell,268,,,BuySell,268,,,DataTrades,268,,
269,iv30,269,2011-01-28 00:00:00,,,,21.77,,,stockpx,269,2011-01-28 00:00:00,,,,27.79,,,HVStrategy,269,734165.0,RSI,269,46.20065731637499,LRSI,269,0.3422360796566828,TSI,269,9.148207306927901,Broker,269,100016.40999999999,100016.40999999999,BuySell,269,,,BuySell,269,,,DataTrades,269,,
270,iv30,270,2011-01-31 00:00:00,,,,20.77,,,stockpx,270,2011-01-31 00:00:00,,,,27.62,,,HVStrategy,270,734168.0,RSI,270,42.65246827475646,LRSI,270,0.13826365750013583,TSI,270,4.79157449517056,Broker,270,100016.40999999999,100016.40999999999,BuySell,270,,,BuySell,270,,,DataTrades,270,,
271,iv30,271,2011-02-01 00:00:00,,,,19.4,,,stockpx,271,2011-02-01 00:00:00,,,,27.99,,,HVStrategy,271,734169.0,RSI,271,38.31144262427581,LRSI,271,0.0,TSI,271,-0.3682004751644366,Broker,271,100016.40999999999,100016.40999999999,BuySell,271,,,BuySell,271,,,DataTrades,271,,
272,iv30,272,2011-02-02 00:00:00,,,,19.15,,,stockpx,272,2011-02-02 00:00:00,,,,27.91,,,HVStrategy,272,734170.0,RSI,272,37.56020002829815,LRSI,272,0.0,TSI,272,-4.564501859244503,Broker,272,100016.40999999999,100016.40999999999,BuySell,272,,,BuySell,272,,,DataTrades,272,,
273,iv30,273,2011-02-03 00:00:00,,,,19.48,,,stockpx,273,2011-02-03 00:00:00,,,,27.7,,,HVStrategy,273,734171.0,RSI,273,39.253491173000754,LRSI,273,0.0,TSI,273,-7.336986120827083,Broker,273,100016.40999999999,100016.40999999999,BuySell,273,,,BuySell,273,,,DataTrades,273,,
274,iv30,274,2011-02-04 00:00:00,,,,19.11,,,stockpx,274,2011-02-04 00:00:00,,,,27.73,,,HVStrategy,274,734172.0,RSI,274,38.00889670851775,LRSI,274,0.0,TSI,274,-9.961866363480308,Broker,274,100016.40999999999,100016.40999999999,BuySell,274,,,BuySell,274,,,DataTrades,274,,
275,iv30,275,2011-02-07 00:00:00,,,,17.66,,,stockpx,275,2011-02-07 00:00:00,,,,28.24,,,HVStrategy,275,734175.0,RSI,275,33.523053332937764,LRSI,275,0.0,TSI,275,-13.725082842246298,Broker,275,100016.40999999999,100016.40999999999,BuySell,275,,,BuySell,275,,,DataTrades,275,,
276,iv30,276,2011-02-08 00:00:00,,,,18.19,,,stockpx,276,2011-02-08 00:00:00,,,,28.24,,,HVStrategy,276,734176.0,RSI,276,36.47426975840456,LRSI,276,0.0,TSI,276,-15.883343408356287,Broker,276,100016.40999999999,100016.40999999999,BuySell,276,,,BuySell,276,,,DataTrades,276,,
277,iv30,277,2011-02-09 00:00:00,,,,18.91,,,stockpx,277,2011-02-09 00:00:00,,,,27.98,,,HVStrategy,277,734177.0,RSI,277,40.34856071377477,LRSI,277,0.0,TSI,277,-16.498737095736086,Broker,277,100016.40999999999,100016.40999999999,BuySell,277,,,BuySell,277,,,DataTrades,277,,
278,iv30,278,2011-02-10 00:00:00,,,,20.63,,,stockpx,278,2011-02-10 00:00:00,,,,27.49,,,HVStrategy,278,734178.0,RSI,278,48.43855605422304,LRSI,278,0.2716648731974671,TSI,278,-14.400826878601736,Broker,278,100016.40999999999,100016.40999999999,BuySell,278,,,BuySell,278,,,DataTrades,278,,
279,iv30,279,2011-02-11 00:00:00,,,,20.3,,,stockpx,279,2011-02-11 00:00:00,,,,27.28,,,HVStrategy,279,734179.0,RSI,279,47.118214340113056,LRSI,279,0.2940627505932791,TSI,279,-13.127179112080645,Broker,279,100016.40999999999,100016.40999999999,BuySell,279,,,BuySell,279,,,DataTrades,279,,
280,iv30,280,2011-02-14 00:00:00,,,,20.16,,,stockpx,280,2011-02-14 00:00:00,,,,27.2,,,HVStrategy,280,734182.0,RSI,280,46.538642012174144,LRSI,280,0.4442762931770888,TSI,280,-12.27198698082637,Broker,280,100016.40999999999,100016.40999999999,BuySell,280,,,BuySell,280,,,DataTrades,280,,
281,iv30,281,2011-02-15 00:00:00,,,,19.82,,,stockpx,281,2011-02-15 00:00:00,,,,26.98,,,HVStrategy,281,734183.0,RSI,281,45.08814528328982,LRSI,281,0.6374928733118008,TSI,281,-11.972436875794557,Broker,281,100016.40999999999,100016.40999999999,BuySell,281,,,BuySell,281,,,DataTrades,281,,
282,iv30,282,2011-02-16 00:00:00,,,,19.39,,,stockpx,282,2011-02-16 00:00:00,,,,26.97,,,HVStrategy,282,734184.0,RSI,282,43.25209562277322,LRSI,282,0.7801507793342177,TSI,282,-12.231966670878611,Broker,282,100016.40999999999,100016.40999999999,BuySell,282,,,BuySell,282,,,DataTrades,282,,
283,iv30,283,2011-02-17 00:00:00,,,,19.75,,,stockpx,283,2011-02-17 00:00:00,,,,27.2,,,HVStrategy,283,734185.0,RSI,283,45.26179604954586,LRSI,283,0.9190762280998875,TSI,283,-11.89718432940485,Broker,283,100016.40999999999,100016.40999999999,BuySell,283,,,BuySell,283,,,DataTrades,283,,
284,iv30,284,2011-02-18 00:00:00,,,,18.77,,,stockpx,284,2011-02-18 00:00:00,,,,27.04,,,HVStrategy,284,734186.0,RSI,284,41.004611686736226,LRSI,284,0.5175123802985326,TSI,284,-12.808170295823349,Broker,284,100016.40999999999,100016.40999999999,BuySell,284,,,BuySell,284,,,DataTrades,284,,
285,iv30,285,2011-02-22 00:00:00,,,,21.76,,,stockpx,285,2011-02-22 00:00:00,,,,26.74,,,HVStrategy,285,734190.0,RSI,285,54.93246723932245,LRSI,285,0.6755909616438219,TSI,285,-8.987831079921209,Broker,285,100016.40999999999,100016.40999999999,BuySell,285,,,BuySell,285,,,DataTrades,285,,
286,iv30,286,2011-02-23 00:00:00,,,,23.22,,,stockpx,286,2011-02-23 00:00:00,,,,26.63,,,HVStrategy,286,734191.0,RSI,286,59.90953582415631,LRSI,286,0.7412979323472937,TSI,286,-4.004512044020529,Broker,286,100016.40999999999,100016.40999999999,BuySell,286,,,BuySell,286,,,DataTrades,286,,
287,iv30,287,2011-02-24 00:00:00,,,,22.24,,,stockpx,287,2011-02-24 00:00:00,,,,26.83,,,HVStrategy,287,734192.0,RSI,287,55.48051021032706,LRSI,287,0.6774388402893616,TSI,287,-1.4424172650725122,Broker,287,100016.40999999999,100016.40999999999,BuySell,287,,,BuySell,287,,,DataTrades,287,,
288,iv30,288,2011-02-25 00:00:00,,,,21.51,,,stockpx,288,2011-02-25 00:00:00,,,,26.53,,,HVStrategy,288,734193.0,RSI,288,52.37442765130986,LRSI,288,0.909653828568275,TSI,288,-0.396754123670632,Broker,288,100016.40999999999,100016.40999999999,BuySell,288,,,BuySell,288,,,DataTrades,288,,
289,iv30,289,2011-02-28 00:00:00,,,,21.09,,,stockpx,289,2011-02-28 00:00:00,,,,26.61,,,HVStrategy,289,734196.0,RSI,289,50.61855347169242,LRSI,289,0.9105109679301246,TSI,289,-0.11334676105529433,Broker,289,100016.40999999999,100016.40999999999,BuySell,289,,,BuySell,289,,,DataTrades,289,,
290,iv30,290,2011-03-01 00:00:00,,,,22.39,,,stockpx,290,2011-03-01 00:00:00,,,,26.19,,,HVStrategy,290,734197.0,RSI,290,55.582292988408945,LRSI,290,1.0,TSI,290,1.7337056817960919,Broker,290,100016.40999999999,100016.40999999999,BuySell,290,,,BuySell,290,,,DataTrades,290,,
291,iv30,291,2011-03-02 00:00:00,,,,21.92,,,stockpx,291,2011-03-02 00:00:00,,,,26.15,,,HVStrategy,291,734198.0,RSI,291,53.48891268298315,LRSI,291,1.0,TSI,291,2.5814328774783806,Broker,291,100016.40999999999,100016.40999999999,BuySell,291,,,BuySell,291,,,DataTrades,291,,
292,iv30,292,2011-03-03 00:00:00,,,,21.75,,,stockpx,292,2011-03-03 00:00:00,,,,26.22,,,HVStrategy,292,734199.0,RSI,292,52.715544820299364,LRSI,292,1.0,TSI,292,3.0362583392649967,Broker,292,100016.40999999999,100016.40999999999,BuySell,292,,,BuySell,292,,,DataTrades,292,,
293,iv30,293,2011-03-04 00:00:00,,,,22.1,,,stockpx,293,2011-03-04 00:00:00,,,,25.9,,,HVStrategy,293,734200.0,RSI,293,54.18427074693648,LRSI,293,1.0,TSI,293,3.8341712824336738,Broker,293,100016.40999999999,100016.40999999999,BuySell,293,,,BuySell,293,,,DataTrades,293,,
294,iv30,294,2011-03-07 00:00:00,,,,23.35,,,stockpx,294,2011-03-07 00:00:00,,,,25.7,,,HVStrategy,294,734203.0,RSI,294,59.07363303013704,LRSI,294,0.8791176565097777,TSI,294,6.0106846299041905,Broker,294,100016.40999999999,100016.40999999999,BuySell,294,,,BuySell,294,,,DataTrades,294,,
295,iv30,295,2011-03-08 00:00:00,,,,21.47,,,stockpx,295,2011-03-08 00:00:00,,,,25.99,,,HVStrategy,295,734204.0,RSI,295,50.36758152616139,LRSI,295,0.5993769409873637,TSI,295,5.204465977410446,Broker,295,100016.40999999999,100016.40999999999,BuySell,295,,,BuySell,295,,,DataTrades,295,,
296,iv30,296,2011-03-09 00:00:00,,,,21.58,,,stockpx,296,2011-03-09 00:00:00,,,,25.86,,,HVStrategy,296,734205.0,RSI,296,50.82424690751338,LRSI,296,0.6969848403595958,TSI,296,4.703091646923385,Broker,296,100016.40999999999,100016.40999999999,BuySell,296,,,BuySell,296,,,DataTrades,296,,
297,iv30,297,2011-03-10 00:00:00,,,,23.27,,,stockpx,297,2011-03-10 00:00:00,,,,25.48,,,HVStrategy,297,734206.0,RSI,297,57.32137947983797,LRSI,297,0.7509489061677271,TSI,297,6.333400739761998,Broker,297,100016.40999999999,100016.40999999999,BuySell,297,,,BuySell,297,,,DataTrades,297,,
298,iv30,298,2011-03-11 00:00:00,,,,21.72,,,stockpx,298,2011-03-11 00:00:00,,,,25.72,,,HVStrategy,298,734207.0,RSI,298,50.704585365195925,LRSI,298,0.5075244505849141,TSI,298,5.552348800346865,Broker,298,100016.40999999999,100016.40999999999,BuySell,298,,,BuySell,298,,,DataTrades,298,,
299,iv30,299,2011-03-14 00:00:00,,,,22.38,,,stockpx,299,2011-03-14 00:00:00,,,,25.7,,,HVStrategy,299,734210.0,RSI,299,53.18276980173594,LRSI,299,1.0,TSI,299,5.714050055298673,Broker,299,100016.40999999999,100016.40999999999,BuySell,299,,,BuySell,299,,,DataTrades,299,,
300,iv30,300,2011-03-15 00:00:00,,,,24.47,,,stockpx,300,2011-03-15 00:00:00,,,,25.29,,,HVStrategy,300,734211.0,RSI,300,60.03448831795028,LRSI,300,0.7564577288818516,TSI,300,8.204958883470674,Broker,300,100016.40999999999,100016.40999999999,BuySell,300,,,BuySell,300,,,DataTrades,300,,
301,iv30,301,2011-03-16 00:00:00,,,,28.5,,,stockpx,301,2011-03-16 00:00:00,,,,24.81,,,HVStrategy,301,734212.0,RSI,301,69.34935852806967,LRSI,301,0.8235857424479793,TSI,301,14.24914306488165,Broker,301,100016.40999999999,100016.40999999999,BuySell,301,,,BuySell,301,,,DataTrades,301,,
302,iv30,302,2011-03-17 00:00:00,,,,25.99,,,stockpx,302,2011-03-17 00:00:00,,,,24.81,,,HVStrategy,302,734213.0,RSI,302,59.97362811296091,LRSI,302,0.6845437706001731,TSI,302,15.448299442718035,Broker,302,100016.40999999999,100016.40999999999,BuySell,302,,,BuySell,302,,,DataTrades,302,,
303,iv30,303,2011-03-18 00:00:00,,,,23.07,,,stockpx,303,2011-03-18 00:00:00,,,,25.02,,,HVStrategy,303,734214.0,RSI,303,51.286785448457344,LRSI,303,0.7567526199893315,TSI,303,12.880325214318395,Broker,303,100016.40999999999,100016.40999999999,BuySell,303,,,BuySell,303,,,DataTrades,303,,
304,iv30,304,2011-03-21 00:00:00,,,,20.71,,,stockpx,304,2011-03-21 00:00:00,,,,25.34,,,HVStrategy,304,734217.0,RSI,304,45.54489181551918,LRSI,304,0.6265773737465773,TSI,304,8.538420065359652,Broker,304,100016.40999999999,100016.40999999999,BuySell,304,,,BuySell,304,,,DataTrades,304,,
305,iv30,305,2011-03-22 00:00:00,,,,20.45,,,stockpx,305,2011-03-22 00:00:00,,,,25.34,,,HVStrategy,305,734218.0,RSI,305,44.94785018204683,LRSI,305,0.552397317852533,TSI,305,5.153867025840712,Broker,305,100016.40999999999,100016.40999999999,BuySell,305,,,BuySell,305,,,DataTrades,305,,
306,iv30,306,2011-03-23 00:00:00,,,,19.58,,,stockpx,306,2011-03-23 00:00:00,,,,25.55,,,HVStrategy,306,734219.0,RSI,306,42.92035943751131,LRSI,306,0.36573674252321764,TSI,306,1.8122074587065278,Broker,306,100016.40999999999,100016.40999999999,BuySell,306,,,BuySell,306,,,DataTrades,306,,
307,iv30,307,2011-03-24 00:00:00,,,,19.29,,,stockpx,307,2011-03-24 00:00:00,,,,25.83,,,HVStrategy,307,734220.0,RSI,307,42.23644659700986,LRSI,307,0.1543075693694491,TSI,307,-1.0017327231322652,Broker,307,100016.40999999999,100016.40999999999,BuySell,307,,,BuySell,307,,,DataTrades,307,,
308,iv30,308,2011-03-25 00:00:00,,,,18.9,,,stockpx,308,2011-03-25 00:00:00,,,,25.62,,,HVStrategy,308,734221.0,RSI,308,41.28372164188518,LRSI,308,0.0,TSI,308,-3.544503435506783,Broker,308,100016.40999999999,100016.40999999999,BuySell,308,,,BuySell,308,,,DataTrades,308,,
309,iv30,309,2011-03-28 00:00:00,,,,19.97,,,stockpx,309,2011-03-28 00:00:00,,,,25.49,,,HVStrategy,309,734224.0,RSI,309,44.952501158839404,LRSI,309,0.0,TSI,309,-4.57205332415604,Broker,309,100016.40999999999,100016.40999999999,BuySell,309,,,BuySell,309,,,DataTrades,309,,
310,iv30,310,2011-03-29 00:00:00,,,,20.38,,,stockpx,310,2011-03-29 00:00:00,,,,25.44,,,HVStrategy,310,734225.0,RSI,310,46.336161795348815,LRSI,310,0.04104868953506766,TSI,310,-5.00840491821869,Broker,310,100016.40999999999,100016.40999999999,BuySell,310,,,BuySell,310,,,DataTrades,310,,
311,iv30,311,2011-03-30 00:00:00,,,,19.29,,,stockpx,311,2011-03-30 00:00:00,,,,25.58,,,HVStrategy,311,734226.0,RSI,311,43.22545623555692,LRSI,311,0.0,TSI,311,-6.292727021352702,Broker,311,100016.40999999999,100016.40999999999,BuySell,311,,,BuySell,311,,,DataTrades,311,,
312,iv30,312,2011-03-31 00:00:00,,,,19.83,,,stockpx,312,2011-03-31 00:00:00,,,,25.38,,,HVStrategy,312,734227.0,RSI,312,45.18864182565412,LRSI,312,0.0,TSI,312,-6.805239141884694,Broker,312,100016.40999999999,100016.40999999999,BuySell,312,,,BuySell,312,,,DataTrades,312,,
313,iv30,313,2011-04-01 00:00:00,,,,19.59,,,stockpx,313,2011-04-01 00:00:00,,,,25.41,,,HVStrategy,313,734228.0,RSI,313,44.45292579257969,LRSI,313,0.0,TSI,313,-7.43148460639011,Broker,313,100016.40999999999,100016.40999999999,BuySell,313,,,BuySell,313,,,DataTrades,313,,
314,iv30,314,2011-04-04 00:00:00,,,,20.06,,,stockpx,314,2011-04-04 00:00:00,,,,25.54,,,HVStrategy,314,734231.0,RSI,314,46.29688664039435,LRSI,314,0.1305642520743534,TSI,314,-7.467492542769611,Broker,314,100016.40999999999,100016.40999999999,BuySell,314,,,BuySell,314,,,DataTrades,314,,
315,iv30,315,2011-04-05 00:00:00,,,,21.76,,,stockpx,315,2011-04-05 00:00:00,,,,25.77,,,HVStrategy,315,734232.0,RSI,315,52.446010128891814,LRSI,315,0.5349896974719446,TSI,315,-5.7388892258630735,Broker,315,100016.40999999999,100016.40999999999,BuySell,315,,,BuySell,315,,,DataTrades,315,,
316,iv30,316,2011-04-06 00:00:00,,,,20.78,,,stockpx,316,2011-04-06 00:00:00,,,,26.15,,,HVStrategy,316,734233.0,RSI,316,48.9653288004313,LRSI,316,0.5110305267973729,TSI,316,-5.237479333573017,Broker,316,100016.40999999999,100016.40999999999,BuySell,316,,,BuySell,316,,,DataTrades,316,,
317,iv30,317,2011-04-07 00:00:00,,,,20.38,,,stockpx,317,2011-04-07 00:00:00,,,,26.18,,,HVStrategy,317,734234.0,RSI,317,47.57738781056527,LRSI,317,0.6964156463968181,TSI,317,-5.204621692677566,Broker,317,100016.40999999999,100016.40999999999,BuySell,317,,,BuySell,317,,,DataTrades,317,,
318,iv30,318,2011-04-08 00:00:00,,,,20.13,,,stockpx,318,2011-04-08 00:00:00,,,,26.05,,,HVStrategy,318,734235.0,RSI,318,46.68667042392681,LRSI,318,0.7953628743594717,TSI,318,-5.417252127643824,Broker,318,100016.40999999999,100016.40999999999,BuySell,318,,,BuySell,318,,,DataTrades,318,,
319,iv30,319,2011-04-11 00:00:00,,,,20.86,,,stockpx,319,2011-04-11 00:00:00,,,,25.91,,,HVStrategy,319,734238.0,RSI,319,49.650814569650755,LRSI,319,0.9662198723988253,TSI,319,-4.798023683088721,Broker,319,100016.40999999999,100016.40999999999,BuySell,319,,,BuySell,319,,,DataTrades,319,,
320,iv30,320,2011-04-12 00:00:00,,,,22.5,,,stockpx,320,2011-04-12 00:00:00,,,,25.59,,,HVStrategy,320,734239.0,RSI,320,55.620501727494116,LRSI,320,0.8005352724560089,TSI,320,-2.4969296336949487,Broker,320,100016.40999999999,100016.40999999999,BuySell,320,,,BuySell,320,,,DataTrades,320,,
321,iv30,321,2011-04-13 00:00:00,,,,22.26,,,stockpx,321,2011-04-13 00:00:00,,,,25.76,,,HVStrategy,321,734240.0,RSI,321,54.60025347489163,LRSI,321,0.7934985345262421,TSI,321,-0.8722242438783094,Broker,321,100016.40999999999,100016.40999999999,BuySell,321,,,BuySell,321,,,DataTrades,321,,
322,iv30,322,2011-04-14 00:00:00,,,,22.24,,,stockpx,322,2011-04-14 00:00:00,,,,25.38,,,HVStrategy,322,734241.0,RSI,322,54.51051995176163,LRSI,322,0.9025766543721738,TSI,322,0.4474596407868357,Broker,322,100016.40999999999,100016.40999999999,BuySell,322,,,BuySell,322,,,DataTrades,322,,
323,iv30,323,2011-04-15 00:00:00,,,,21.62,,,stockpx,323,2011-04-15 00:00:00,,,,25.33,,,HVStrategy,323,734242.0,RSI,323,51.675283364806155,LRSI,323,1.0,TSI,323,0.849143963129486,Broker,323,100016.40999999999,100016.40999999999,BuySell,323,,,BuySell,323,,,DataTrades,323,,
324,iv30,324,2011-04-18 00:00:00,,,,23.08,,,stockpx,324,2011-04-18 00:00:00,,,,25.13,,,HVStrategy,324,734245.0,RSI,324,57.30666443353953,LRSI,324,1.0,TSI,324,2.820024656893841,Broker,324,100016.40999999999,100016.40999999999,BuySell,324,,,BuySell,324,,,DataTrades,324,,
325,iv30,325,2011-04-19 00:00:00,,,,22.39,,,stockpx,325,2011-04-19 00:00:00,,,,25.15,,,HVStrategy,325,734246.0,RSI,325,54.098115580753294,LRSI,325,1.0,TSI,325,3.609817329170137,Broker,325,100016.40999999999,100016.40999999999,BuySell,325,,,BuySell,325,,,DataTrades,325,,
326,iv30,326,2011-04-20 00:00:00,,,,20.95,,,stockpx,326,2011-04-20 00:00:00,,,,25.76,,,HVStrategy,326,734247.0,RSI,326,48.051546985478836,LRSI,326,0.6785918312867506,TSI,326,2.5213108786438303,Broker,326,100016.40999999999,100016.40999999999,BuySell,326,,,BuySell,326,,,DataTrades,326,,
327,iv30,327,2011-04-21 00:00:00,,,,22.34,,,stockpx,327,2011-04-21 00:00:00,,,,25.52,,,HVStrategy,327,734248.0,RSI,327,53.45907578946843,LRSI,327,0.8802698083740442,TSI,327,3.2226999389177364,Broker,327,100016.40999999999,100016.40999999999,BuySell,327,,,BuySell,327,,,DataTrades,327,,
328,iv30,328,2011-04-25 00:00:00,,,,23.07,,,stockpx,328,2011-04-25 00:00:00,,,,25.55,,,HVStrategy,328,734252.0,RSI,328,56.04675203306234,LRSI,328,0.776333773338746,TSI,328,4.598444418104725,Broker,328,100016.40999999999,100016.40999999999,BuySell,328,,,BuySell,328,,,DataTrades,328,,
329,iv30,329,2011-04-26 00:00:00,,,,23.55,,,stockpx,329,2011-04-26 00:00:00,,,,26.2,,,HVStrategy,329,734253.0,RSI,329,57.71169099065727,LRSI,329,0.9542695711930844,TSI,329,6.232827527599793,Broker,329,100016.40999999999,100016.40999999999,BuySell,329,,,BuySell,329,,,DataTrades,329,,
330,iv30,330,2011-04-27 00:00:00,,,,23.62,,,stockpx,330,2011-04-27 00:00:00,,,,26.35,,,HVStrategy,330,734254.0,RSI,330,57.96177916460863,LRSI,330,0.8226413684783936,TSI,330,7.634729614107777,Broker,330,100016.40999999999,100016.40999999999,BuySell,330,,,BuySell,330,,,DataTrades,330,,
331,iv30,331,2011-04-28 00:00:00,,,,26.07,,,stockpx,331,2011-04-28 00:00:00,,,,26.74,,,HVStrategy,331,734255.0,RSI,331,65.62437857432458,LRSI,331,1.0,TSI,331,11.429787560493399,Broker,331,100016.40999999999,100016.40999999999,BuySell,331,,,BuySell,331,,,DataTrades,331,,
332,iv30,332,2011-04-29 00:00:00,,,,19.3,,,stockpx,332,2011-04-29 00:00:00,,,,25.85,,,HVStrategy,332,734256.0,RSI,332,42.54625822394982,LRSI,332,0.47014254093004787,TSI,332,5.907705765241053,Broker,332,100016.40999999999,100016.40999999999,BuySell,332,,,BuySell,332,,,DataTrades,332,,
333,iv30,333,2011-05-02 00:00:00,,,,18.88,,,stockpx,333,2011-05-02 00:00:00,,,,25.54,,,HVStrategy,333,734259.0,RSI,333,41.56956974569529,LRSI,333,0.4954736198660969,TSI,333,1.5534602072800636,Broker,333,100016.40999999999,100016.40999999999,BuySell,333,,,BuySell,333,,,DataTrades,333,,
334,iv30,334,2011-05-03 00:00:00,,,,18.46,,,stockpx,334,2011-05-03 00:00:00,,,,25.8,,,HVStrategy,334,734260.0,RSI,334,40.56668979891147,LRSI,334,0.39131958782088644,TSI,334,-2.0771407483607778,Broker,334,100016.40999999999,100016.40999999999,BuySell,334,,,BuySell,334,,,DataTrades,334,,
335,iv30,335,2011-05-04 00:00:00,,,,19.28,,,stockpx,335,2011-05-04 00:00:00,,,,26.15,,,HVStrategy,335,734261.0,RSI,335,43.435907409569495,LRSI,335,0.24809413062982424,TSI,335,-3.975345237931066,Broker,335,100016.40999999999,100016.40999999999,BuySell,335,,,BuySell,335,,,DataTrades,335,,
336,iv30,336,2011-05-05 00:00:00,,,,20.16,,,stockpx,336,2011-05-05 00:00:00,,,,25.76,,,HVStrategy,336,734262.0,RSI,336,46.42506442864154,LRSI,336,0.0,TSI,336,-4.524558131020206,Broker,336,100016.40999999999,100016.40999999999,BuySell,336,,,BuySell,336,,,DataTrades,336,,
337,iv30,337,2011-05-06 00:00:00,,,,19.17,,,stockpx,337,2011-05-06 00:00:00,,,,25.88,,,HVStrategy,337,734263.0,RSI,337,43.631581236521995,LRSI,337,0.0,TSI,337,-5.874915828202173,Broker,337,100016.40999999999,100016.40999999999,BuySell,337,,,BuySell,337,,,DataTrades,337,,
338,iv30,338,2011-05-09 00:00:00,,,,18.31,,,stockpx,338,2011-05-09 00:00:00,,,,25.85,,,HVStrategy,338,734266.0,RSI,338,41.30638974030325,LRSI,338,0.0,TSI,338,-7.717645372314401,Broker,338,100016.40999999999,100016.40999999999,BuySell,338,,,BuySell,338,,,DataTrades,338,,
339,iv30,339,2011-05-10 00:00:00,,,,19.48,,,stockpx,339,2011-05-10 00:00:00,,,,25.48,,,HVStrategy,339,734267.0,RSI,339,45.55718729189305,LRSI,339,0.0,TSI,339,-7.939808764147317,Broker,339,100016.40999999999,100016.40999999999,BuySell,339,,,BuySell,339,,,DataTrades,339,,
340,iv30,340,2011-05-11 00:00:00,,,,19.23,,,stockpx,340,2011-05-11 00:00:00,,,,25.28,,,HVStrategy,340,734268.0,RSI,340,44.810399442063776,LRSI,340,0.0,TSI,340,-8.340420188228805,Broker,340,100016.40999999999,100016.40999999999,BuySell,340,,,BuySell,340,,,DataTrades,340,,
341,iv30,341,2011-05-12 00:00:00,,,,19.19,,,stockpx,341,2011-05-12 00:00:00,,,,25.31,,,HVStrategy,341,734269.0,RSI,341,44.68418795709794,LRSI,341,0.0,TSI,341,-8.700230371555648,Broker,341,100016.40999999999,100016.40999999999,BuySell,341,,,BuySell,341,,,DataTrades,341,,
342,iv30,342,2011-05-13 00:00:00,,,,19.16,,,stockpx,342,2011-05-13 00:00:00,,,,25.06,,,HVStrategy,342,734270.0,RSI,342,44.582765759821,LRSI,342,0.0,TSI,342,-9.023667618612976,Broker,342,100016.40999999999,100016.40999999999,BuySell,342,,,BuySell,342,,,DataTrades,342,,
343,iv30,343,2011-05-16 00:00:00,,,,21.03,,,stockpx,343,2011-05-16 00:00:00,,,,24.68,,,HVStrategy,343,734273.0,RSI,343,51.90998363165063,LRSI,343,0.5297088611044741,TSI,343,-7.200250448316842,Broker,343,100016.40999999999,100016.40999999999,BuySell,343,,,BuySell,343,,,DataTrades,343,,
344,iv30,344,2011-05-17 00:00:00,,,,20.57,,,stockpx,344,2011-05-17 00:00:00,,,,24.52,,,HVStrategy,344,734274.0,RSI,344,50.15329559945825,LRSI,344,0.5400297460676503,TSI,344,-6.164551354202471,Broker,344,100016.40999999999,100016.40999999999,BuySell,344,,,BuySell,344,,,DataTrades,344,,
345,iv30,345,2011-05-18 00:00:00,,,,19.62,,,stockpx,345,2011-05-18 00:00:00,,,,24.67,,,HVStrategy,345,734275.0,RSI,345,46.642721906683555,LRSI,345,0.5980511141019055,TSI,345,-6.260681191097612,Broker,345,100016.40999999999,100016.40999999999,BuySell,345,,,BuySell,345,,,DataTrades,345,,
