Id,stockpx,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_1,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_2,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_3,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_4,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_5,len,datetime,open,high,low,close,volume,openinterest,10dORHV,len,datetime,open,high,low,close,volume,openinterest,TestStrategy,len,datetime,RSI_Oversold,len,rsi_os_30,RSI_Overbought,len,rsi_ob_70,LRSI_Oversold,len,lrsi_os_03,LRSI_Overbought,len,lrsi_ob_07,TSI_Oversold,len,tsi_os,TSI_Overbought,len,tsi_ob,AO_Oversold,len,ao_os,AO_Overbought,len,ao_ob,UO_Oversold,len,uo_os_30,UO_Overbought,len,uo_ob_60,CCI_Oversold,len,cci_os,CCI_Overbought,len,cci_ob,WR_Oversold,len,wr_os,WR_Overbought,len,wr_ob,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,stockpx,stockpx_lag_1,stockpx_lag_2,stockpx_lag_3,stockpx_lag_4,stockpx_lag_5,10dORHV
69,stockpx,69,2010-04-13 00:00:00,,18.299999,17.4,18.18,47514500.0,,stockpx_lag_1,69,2010-04-13 00:00:00,,,,18.379998999999998,,,stockpx_lag_2,69,2010-04-13 00:00:00,,,,18.969998999999998,,,stockpx_lag_3,69,2010-04-13 00:00:00,,,,18.17,,,stockpx_lag_4,69,2010-04-13 00:00:00,,,,18.389999,,,stockpx_lag_5,69,2010-04-13 00:00:00,,,,18.379998999999998,,,10dORHV,69,2010-04-13 00:00:00,,,,29.43,,,TestStrategy,69,733875.0,RSI_Oversold,69,0.0,RSI_Overbought,69,1.0,LRSI_Oversold,69,0.0,LRSI_Overbought,69,1.0,TSI_Oversold,69,1.0,TSI_Overbought,69,0.0,AO_Oversold,69,1.0,AO_Overbought,69,0.0,UO_Oversold,69,0.0,UO_Overbought,69,1.0,CCI_Oversold,69,0.0,CCI_Overbought,69,1.0,WR_Oversold,69,0.0,WR_Overbought,69,1.0,Broker,69,100001.71999899998,100001.71999899998,BuySell,69,,18.18,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,DataTrades,69,1.3099989999999977,,,,,,
70,stockpx,70,2010-04-14 00:00:00,,18.469998999999998,18.059998999999998,18.379998999999998,41024800.0,,stockpx_lag_1,70,2010-04-14 00:00:00,,,,18.969998999999998,,,stockpx_lag_2,70,2010-04-14 00:00:00,,,,18.17,,,stockpx_lag_3,70,2010-04-14 00:00:00,,,,18.389999,,,stockpx_lag_4,70,2010-04-14 00:00:00,,,,18.379998999999998,,,stockpx_lag_5,70,2010-04-14 00:00:00,,,,17.450001,,,10dORHV,70,2010-04-14 00:00:00,,,,29.92,,,TestStrategy,70,733876.0,RSI_Oversold,70,0.0,RSI_Overbought,70,1.0,LRSI_Oversold,70,0.0,LRSI_Overbought,70,1.0,TSI_Oversold,70,1.0,TSI_Overbought,70,0.0,AO_Oversold,70,1.0,AO_Overbought,70,0.0,UO_Oversold,70,0.0,UO_Overbought,70,1.0,CCI_Oversold,70,0.0,CCI_Overbought,70,1.0,WR_Oversold,70,0.0,WR_Overbought,70,1.0,Broker,70,100020.09999799998,100001.71999899998,BuySell,70,,18.379998999999998,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,DataTrades,70,,,,,,,
71,stockpx,71,2010-04-15 00:00:00,,19.120001000000002,18.129998999999998,18.969998999999998,60024700.0,,stockpx_lag_1,71,2010-04-15 00:00:00,,,,18.17,,,stockpx_lag_2,71,2010-04-15 00:00:00,,,,18.389999,,,stockpx_lag_3,71,2010-04-15 00:00:00,,,,18.379998999999998,,,stockpx_lag_4,71,2010-04-15 00:00:00,,,,17.450001,,,stockpx_lag_5,71,2010-04-15 00:00:00,,,,17.719998999999998,,,10dORHV,71,2010-04-15 00:00:00,,,,33.34,,,TestStrategy,71,733877.0,RSI_Oversold,71,0.0,RSI_Overbought,71,1.0,LRSI_Oversold,71,0.0,LRSI_Overbought,71,1.0,TSI_Oversold,71,1.0,TSI_Overbought,71,0.0,AO_Oversold,71,1.0,AO_Overbought,71,0.0,UO_Oversold,71,0.0,UO_Overbought,71,1.0,CCI_Oversold,71,0.0,CCI_Overbought,71,1.0,WR_Oversold,71,0.0,WR_Overbought,71,1.0,Broker,71,100020.09999799998,100001.12999899998,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,DataTrades,71,,,,,,,
72,stockpx,72,2010-04-16 00:00:00,,18.68,17.959999,18.17,51424700.0,,stockpx_lag_1,72,2010-04-16 00:00:00,,,,18.389999,,,stockpx_lag_2,72,2010-04-16 00:00:00,,,,18.379998999999998,,,stockpx_lag_3,72,2010-04-16 00:00:00,,,,17.450001,,,stockpx_lag_4,72,2010-04-16 00:00:00,,,,17.719998999999998,,,stockpx_lag_5,72,2010-04-16 00:00:00,,,,17.639999,,,10dORHV,72,2010-04-16 00:00:00,,,,35.41,,,TestStrategy,72,733878.0,RSI_Oversold,72,0.0,RSI_Overbought,72,0.0,LRSI_Oversold,72,0.0,LRSI_Overbought,72,1.0,TSI_Oversold,72,1.0,TSI_Overbought,72,0.0,AO_Oversold,72,1.0,AO_Overbought,72,0.0,UO_Oversold,72,0.0,UO_Overbought,72,1.0,CCI_Oversold,72,0.0,CCI_Overbought,72,0.0,WR_Oversold,72,0.0,WR_Overbought,72,0.0,Broker,72,100020.09999799998,100001.92999799998,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,DataTrades,72,,,,,,,
73,stockpx,73,2010-04-19 00:00:00,,18.4,17.99,18.389999,26971800.0,,stockpx_lag_1,73,2010-04-19 00:00:00,,,,18.379998999999998,,,stockpx_lag_2,73,2010-04-19 00:00:00,,,,17.450001,,,stockpx_lag_3,73,2010-04-19 00:00:00,,,,17.719998999999998,,,stockpx_lag_4,73,2010-04-19 00:00:00,,,,17.639999,,,stockpx_lag_5,73,2010-04-19 00:00:00,,,,17.389999,,,10dORHV,73,2010-04-19 00:00:00,,,,34.68,,,TestStrategy,73,733881.0,RSI_Oversold,73,0.0,RSI_Overbought,73,0.0,LRSI_Oversold,73,0.0,LRSI_Overbought,73,1.0,TSI_Oversold,73,1.0,TSI_Overbought,73,0.0,AO_Oversold,73,1.0,AO_Overbought,73,0.0,UO_Oversold,73,0.0,UO_Overbought,73,1.0,CCI_Oversold,73,0.0,CCI_Overbought,73,0.0,WR_Oversold,73,0.0,WR_Overbought,73,0.0,Broker,73,100020.09999799998,100001.70999899997,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,DataTrades,73,,,,,,,
74,stockpx,74,2010-04-20 00:00:00,,18.530001000000002,18.23,18.379998999999998,39171900.0,,stockpx_lag_1,74,2010-04-20 00:00:00,,,,17.450001,,,stockpx_lag_2,74,2010-04-20 00:00:00,,,,17.719998999999998,,,stockpx_lag_3,74,2010-04-20 00:00:00,,,,17.639999,,,stockpx_lag_4,74,2010-04-20 00:00:00,,,,17.389999,,,stockpx_lag_5,74,2010-04-20 00:00:00,,,,16.92,,,10dORHV,74,2010-04-20 00:00:00,,,,33.43,,,TestStrategy,74,733882.0,RSI_Oversold,74,0.0,RSI_Overbought,74,0.0,LRSI_Oversold,74,0.0,LRSI_Overbought,74,1.0,TSI_Oversold,74,1.0,TSI_Overbought,74,0.0,AO_Oversold,74,1.0,AO_Overbought,74,0.0,UO_Oversold,74,0.0,UO_Overbought,74,1.0,CCI_Oversold,74,0.0,CCI_Overbought,74,0.0,WR_Oversold,74,0.0,WR_Overbought,74,0.0,Broker,74,100001.71999899998,100001.71999899998,BuySell,74,18.379998999999998,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,DataTrades,74,0.0,,,,,,
75,stockpx,75,2010-04-21 00:00:00,,17.780001000000002,17.299999,17.450001,71686200.0,,stockpx_lag_1,75,2010-04-21 00:00:00,,,,17.719998999999998,,,stockpx_lag_2,75,2010-04-21 00:00:00,,,,17.639999,,,stockpx_lag_3,75,2010-04-21 00:00:00,,,,17.389999,,,stockpx_lag_4,75,2010-04-21 00:00:00,,,,16.92,,,stockpx_lag_5,75,2010-04-21 00:00:00,,,,16.75,,,10dORHV,75,2010-04-21 00:00:00,,,,38.17,,,TestStrategy,75,733883.0,RSI_Oversold,75,0.0,RSI_Overbought,75,0.0,LRSI_Oversold,75,0.0,LRSI_Overbought,75,0.0,TSI_Oversold,75,1.0,TSI_Overbought,75,0.0,AO_Oversold,75,1.0,AO_Overbought,75,0.0,UO_Oversold,75,0.0,UO_Overbought,75,0.0,CCI_Oversold,75,1.0,CCI_Overbought,75,0.0,WR_Oversold,75,1.0,WR_Overbought,75,0.0,Broker,75,100019.16999999998,100001.71999899998,BuySell,75,,17.450001,BuySell,75,,,BuySell,75,,,BuySell,75,,,BuySell,75,,,BuySell,75,,,BuySell,75,,,DataTrades,75,,,,,,,
76,stockpx,76,2010-04-22 00:00:00,,17.780001000000002,17.15,17.719998999999998,36231400.0,,stockpx_lag_1,76,2010-04-22 00:00:00,,,,17.639999,,,stockpx_lag_2,76,2010-04-22 00:00:00,,,,17.389999,,,stockpx_lag_3,76,2010-04-22 00:00:00,,,,16.92,,,stockpx_lag_4,76,2010-04-22 00:00:00,,,,16.75,,,stockpx_lag_5,76,2010-04-22 00:00:00,,,,16.969998999999998,,,10dORHV,76,2010-04-22 00:00:00,,,,36.66,,,TestStrategy,76,733884.0,RSI_Oversold,76,0.0,RSI_Overbought,76,0.0,LRSI_Oversold,76,0.0,LRSI_Overbought,76,0.0,TSI_Oversold,76,0.0,TSI_Overbought,76,1.0,AO_Oversold,76,1.0,AO_Overbought,76,0.0,UO_Oversold,76,0.0,UO_Overbought,76,0.0,CCI_Oversold,76,1.0,CCI_Overbought,76,0.0,WR_Oversold,76,1.0,WR_Overbought,76,0.0,Broker,76,100019.16999999998,100001.45000099999,BuySell,76,,,BuySell,76,,,BuySell,76,,,BuySell,76,,,BuySell,76,,,BuySell,76,,,BuySell,76,,,DataTrades,76,,,,,,,
77,stockpx,77,2010-04-23 00:00:00,,17.83,17.5,17.639999,18901000.0,,stockpx_lag_1,77,2010-04-23 00:00:00,,,,17.389999,,,stockpx_lag_2,77,2010-04-23 00:00:00,,,,16.92,,,stockpx_lag_3,77,2010-04-23 00:00:00,,,,16.75,,,stockpx_lag_4,77,2010-04-23 00:00:00,,,,16.969998999999998,,,stockpx_lag_5,77,2010-04-23 00:00:00,,,,16.530001000000002,,,10dORHV,77,2010-04-23 00:00:00,,,,33.55,,,TestStrategy,77,733885.0,RSI_Oversold,77,0.0,RSI_Overbought,77,0.0,LRSI_Oversold,77,0.0,LRSI_Overbought,77,0.0,TSI_Oversold,77,0.0,TSI_Overbought,77,1.0,AO_Oversold,77,1.0,AO_Overbought,77,0.0,UO_Oversold,77,0.0,UO_Overbought,77,0.0,CCI_Oversold,77,0.0,CCI_Overbought,77,0.0,WR_Oversold,77,0.0,WR_Overbought,77,0.0,Broker,77,100019.16999999998,100001.53000099998,BuySell,77,,,BuySell,77,,,BuySell,77,,,BuySell,77,,,BuySell,77,,,BuySell,77,,,BuySell,77,,,DataTrades,77,,,,,,,
78,stockpx,78,2010-04-26 00:00:00,,17.719998999999998,17.34,17.389999,17363800.0,,stockpx_lag_1,78,2010-04-26 00:00:00,,,,16.92,,,stockpx_lag_2,78,2010-04-26 00:00:00,,,,16.75,,,stockpx_lag_3,78,2010-04-26 00:00:00,,,,16.969998999999998,,,stockpx_lag_4,78,2010-04-26 00:00:00,,,,16.530001000000002,,,stockpx_lag_5,78,2010-04-26 00:00:00,,,,16.950001,,,10dORHV,78,2010-04-26 00:00:00,,,,32.66,,,TestStrategy,78,733888.0,RSI_Oversold,78,0.0,RSI_Overbought,78,0.0,LRSI_Oversold,78,1.0,LRSI_Overbought,78,0.0,TSI_Oversold,78,0.0,TSI_Overbought,78,1.0,AO_Oversold,78,1.0,AO_Overbought,78,0.0,UO_Oversold,78,0.0,UO_Overbought,78,0.0,CCI_Oversold,78,0.0,CCI_Overbought,78,0.0,WR_Oversold,78,1.0,WR_Overbought,78,0.0,Broker,78,100019.16999999998,100001.78000099998,BuySell,78,,,BuySell,78,,,BuySell,78,,,BuySell,78,,,BuySell,78,,,BuySell,78,,,BuySell,78,,,DataTrades,78,,,,,,,
79,stockpx,79,2010-04-27 00:00:00,,17.360001,16.879998999999998,16.92,22851000.0,,stockpx_lag_1,79,2010-04-27 00:00:00,,,,16.75,,,stockpx_lag_2,79,2010-04-27 00:00:00,,,,16.969998999999998,,,stockpx_lag_3,79,2010-04-27 00:00:00,,,,16.530001000000002,,,stockpx_lag_4,79,2010-04-27 00:00:00,,,,16.950001,,,stockpx_lag_5,79,2010-04-27 00:00:00,,,,16.32,,,10dORHV,79,2010-04-27 00:00:00,,,,32.65,,,TestStrategy,79,733889.0,RSI_Oversold,79,0.0,RSI_Overbought,79,0.0,LRSI_Oversold,79,1.0,LRSI_Overbought,79,0.0,TSI_Oversold,79,0.0,TSI_Overbought,79,1.0,AO_Oversold,79,1.0,AO_Overbought,79,0.0,UO_Oversold,79,0.0,UO_Overbought,79,0.0,CCI_Oversold,79,1.0,CCI_Overbought,79,0.0,WR_Oversold,79,1.0,WR_Overbought,79,0.0,Broker,79,100002.24999999999,100002.24999999999,BuySell,79,16.92,,BuySell,79,,,BuySell,79,,,BuySell,79,,,BuySell,79,,,BuySell,79,,,BuySell,79,,,DataTrades,79,0.5300009999999986,,,,,,
80,stockpx,80,2010-04-28 00:00:00,,17.0,16.629998999999998,16.75,26452500.0,,stockpx_lag_1,80,2010-04-28 00:00:00,,,,16.969998999999998,,,stockpx_lag_2,80,2010-04-28 00:00:00,,,,16.530001000000002,,,stockpx_lag_3,80,2010-04-28 00:00:00,,,,16.950001,,,stockpx_lag_4,80,2010-04-28 00:00:00,,,,16.32,,,stockpx_lag_5,80,2010-04-28 00:00:00,,,,16.49,,,10dORHV,80,2010-04-28 00:00:00,,,,32.63,,,TestStrategy,80,733890.0,RSI_Oversold,80,1.0,RSI_Overbought,80,0.0,LRSI_Oversold,80,1.0,LRSI_Overbought,80,0.0,TSI_Oversold,80,0.0,TSI_Overbought,80,1.0,AO_Oversold,80,1.0,AO_Overbought,80,0.0,UO_Oversold,80,0.0,UO_Overbought,80,0.0,CCI_Oversold,80,0.0,CCI_Overbought,80,0.0,WR_Oversold,80,1.0,WR_Overbought,80,0.0,Broker,80,100002.24999999999,100002.24999999999,BuySell,80,,,BuySell,80,,,BuySell,80,,,BuySell,80,,,BuySell,80,,,BuySell,80,,,BuySell,80,,,DataTrades,80,,,,,,,
81,stockpx,81,2010-04-29 00:00:00,,17.049999,16.780001000000002,16.969998999999998,16788100.0,,stockpx_lag_1,81,2010-04-29 00:00:00,,,,16.530001000000002,,,stockpx_lag_2,81,2010-04-29 00:00:00,,,,16.950001,,,stockpx_lag_3,81,2010-04-29 00:00:00,,,,16.32,,,stockpx_lag_4,81,2010-04-29 00:00:00,,,,16.49,,,stockpx_lag_5,81,2010-04-29 00:00:00,,,,15.92,,,10dORHV,81,2010-04-29 00:00:00,,,,30.07,,,TestStrategy,81,733891.0,RSI_Oversold,81,0.0,RSI_Overbought,81,0.0,LRSI_Oversold,81,1.0,LRSI_Overbought,81,0.0,TSI_Oversold,81,0.0,TSI_Overbought,81,1.0,AO_Oversold,81,1.0,AO_Overbought,81,0.0,UO_Oversold,81,0.0,UO_Overbought,81,0.0,CCI_Oversold,81,0.0,CCI_Overbought,81,0.0,WR_Oversold,81,1.0,WR_Overbought,81,0.0,Broker,81,100002.24999999999,100002.24999999999,BuySell,81,,,BuySell,81,,,BuySell,81,,,BuySell,81,,,BuySell,81,,,BuySell,81,,,BuySell,81,,,DataTrades,81,,,,,,,
82,stockpx,82,2010-04-30 00:00:00,,17.129998999999998,16.530001000000002,16.530001000000002,19688200.0,,stockpx_lag_1,82,2010-04-30 00:00:00,,,,16.950001,,,stockpx_lag_2,82,2010-04-30 00:00:00,,,,16.32,,,stockpx_lag_3,82,2010-04-30 00:00:00,,,,16.49,,,stockpx_lag_4,82,2010-04-30 00:00:00,,,,15.92,,,stockpx_lag_5,82,2010-04-30 00:00:00,,,,15.29,,,10dORHV,82,2010-04-30 00:00:00,,,,29.34,,,TestStrategy,82,733892.0,RSI_Oversold,82,1.0,RSI_Overbought,82,0.0,LRSI_Oversold,82,1.0,LRSI_Overbought,82,0.0,TSI_Oversold,82,0.0,TSI_Overbought,82,1.0,AO_Oversold,82,0.0,AO_Overbought,82,1.0,UO_Oversold,82,0.0,UO_Overbought,82,0.0,CCI_Oversold,82,0.0,CCI_Overbought,82,0.0,WR_Oversold,82,1.0,WR_Overbought,82,0.0,Broker,82,100002.24999999999,100002.24999999999,BuySell,82,,,BuySell,82,,,BuySell,82,,,BuySell,82,,,BuySell,82,,,BuySell,82,,,BuySell,82,,,DataTrades,82,,,,,,,
83,stockpx,83,2010-05-03 00:00:00,,16.99,16.559998999999998,16.950001,18162400.0,,stockpx_lag_1,83,2010-05-03 00:00:00,,,,16.32,,,stockpx_lag_2,83,2010-05-03 00:00:00,,,,16.49,,,stockpx_lag_3,83,2010-05-03 00:00:00,,,,15.92,,,stockpx_lag_4,83,2010-05-03 00:00:00,,,,15.29,,,stockpx_lag_5,83,2010-05-03 00:00:00,,,,16.33,,,10dORHV,83,2010-05-03 00:00:00,,,,30.4,,,TestStrategy,83,733895.0,RSI_Oversold,83,0.0,RSI_Overbought,83,0.0,LRSI_Oversold,83,1.0,LRSI_Overbought,83,0.0,TSI_Oversold,83,0.0,TSI_Overbought,83,1.0,AO_Oversold,83,0.0,AO_Overbought,83,1.0,UO_Oversold,83,0.0,UO_Overbought,83,0.0,CCI_Oversold,83,0.0,CCI_Overbought,83,0.0,WR_Oversold,83,0.0,WR_Overbought,83,0.0,Broker,83,100002.24999999999,100002.24999999999,BuySell,83,,,BuySell,83,,,BuySell,83,,,BuySell,83,,,BuySell,83,,,BuySell,83,,,BuySell,83,,,DataTrades,83,,,,,,,
84,stockpx,84,2010-05-04 00:00:00,,16.9,16.25,16.32,31375300.0,,stockpx_lag_1,84,2010-05-04 00:00:00,,,,16.49,,,stockpx_lag_2,84,2010-05-04 00:00:00,,,,15.92,,,stockpx_lag_3,84,2010-05-04 00:00:00,,,,15.29,,,stockpx_lag_4,84,2010-05-04 00:00:00,,,,16.33,,,stockpx_lag_5,84,2010-05-04 00:00:00,,,,16.41,,,10dORHV,84,2010-05-04 00:00:00,,,,32.07,,,TestStrategy,84,733896.0,RSI_Oversold,84,0.0,RSI_Overbought,84,0.0,LRSI_Oversold,84,1.0,LRSI_Overbought,84,0.0,TSI_Oversold,84,0.0,TSI_Overbought,84,1.0,AO_Oversold,84,0.0,AO_Overbought,84,1.0,UO_Oversold,84,0.0,UO_Overbought,84,0.0,CCI_Oversold,84,0.0,CCI_Overbought,84,0.0,WR_Oversold,84,1.0,WR_Overbought,84,0.0,Broker,84,100002.24999999999,100002.24999999999,BuySell,84,,,BuySell,84,,,BuySell,84,,,BuySell,84,,,BuySell,84,,,BuySell,84,,,BuySell,84,,,DataTrades,84,,,,,,,
85,stockpx,85,2010-05-05 00:00:00,,16.700001,16.110001,16.49,23004200.0,,stockpx_lag_1,85,2010-05-05 00:00:00,,,,15.92,,,stockpx_lag_2,85,2010-05-05 00:00:00,,,,15.29,,,stockpx_lag_3,85,2010-05-05 00:00:00,,,,16.33,,,stockpx_lag_4,85,2010-05-05 00:00:00,,,,16.41,,,stockpx_lag_5,85,2010-05-05 00:00:00,,,,16.469998999999998,,,10dORHV,85,2010-05-05 00:00:00,,,,26.23,,,TestStrategy,85,733897.0,RSI_Oversold,85,0.0,RSI_Overbought,85,0.0,LRSI_Oversold,85,1.0,LRSI_Overbought,85,0.0,TSI_Oversold,85,0.0,TSI_Overbought,85,1.0,AO_Oversold,85,0.0,AO_Overbought,85,1.0,UO_Oversold,85,0.0,UO_Overbought,85,0.0,CCI_Oversold,85,0.0,CCI_Overbought,85,0.0,WR_Oversold,85,0.0,WR_Overbought,85,0.0,Broker,85,100002.24999999999,100002.24999999999,BuySell,85,,,BuySell,85,,,BuySell,85,,,BuySell,85,,,BuySell,85,,,BuySell,85,,,BuySell,85,,,DataTrades,85,,,,,,,
86,stockpx,86,2010-05-06 00:00:00,,16.51,15.43,15.92,32125800.0,,stockpx_lag_1,86,2010-05-06 00:00:00,,,,15.29,,,stockpx_lag_2,86,2010-05-06 00:00:00,,,,16.33,,,stockpx_lag_3,86,2010-05-06 00:00:00,,,,16.41,,,stockpx_lag_4,86,2010-05-06 00:00:00,,,,16.469998999999998,,,stockpx_lag_5,86,2010-05-06 00:00:00,,,,16.139999,,,10dORHV,86,2010-05-06 00:00:00,,,,30.79,,,TestStrategy,86,733898.0,RSI_Oversold,86,1.0,RSI_Overbought,86,0.0,LRSI_Oversold,86,1.0,LRSI_Overbought,86,0.0,TSI_Oversold,86,0.0,TSI_Overbought,86,1.0,AO_Oversold,86,0.0,AO_Overbought,86,1.0,UO_Oversold,86,0.0,UO_Overbought,86,0.0,CCI_Oversold,86,1.0,CCI_Overbought,86,0.0,WR_Oversold,86,1.0,WR_Overbought,86,0.0,Broker,86,100002.24999999999,100002.24999999999,BuySell,86,,,BuySell,86,,,BuySell,86,,,BuySell,86,,,BuySell,86,,,BuySell,86,,,BuySell,86,,,DataTrades,86,,,,,,,
87,stockpx,87,2010-05-07 00:00:00,,15.95,15.25,15.29,43941000.0,,stockpx_lag_1,87,2010-05-07 00:00:00,,,,16.33,,,stockpx_lag_2,87,2010-05-07 00:00:00,,,,16.41,,,stockpx_lag_3,87,2010-05-07 00:00:00,,,,16.469998999999998,,,stockpx_lag_4,87,2010-05-07 00:00:00,,,,16.139999,,,stockpx_lag_5,87,2010-05-07 00:00:00,,,,16.389999,,,10dORHV,87,2010-05-07 00:00:00,,,,35.34,,,TestStrategy,87,733899.0,RSI_Oversold,87,1.0,RSI_Overbought,87,0.0,LRSI_Oversold,87,1.0,LRSI_Overbought,87,0.0,TSI_Oversold,87,0.0,TSI_Overbought,87,1.0,AO_Oversold,87,0.0,AO_Overbought,87,1.0,UO_Oversold,87,0.0,UO_Overbought,87,0.0,CCI_Oversold,87,1.0,CCI_Overbought,87,0.0,WR_Oversold,87,1.0,WR_Overbought,87,0.0,Broker,87,100002.24999999999,100002.24999999999,BuySell,87,,,BuySell,87,,,BuySell,87,,,BuySell,87,,,BuySell,87,,,BuySell,87,,,BuySell,87,,,DataTrades,87,,,,,,,
88,stockpx,88,2010-05-10 00:00:00,,16.83,16.0,16.33,28103500.0,,stockpx_lag_1,88,2010-05-10 00:00:00,,,,16.41,,,stockpx_lag_2,88,2010-05-10 00:00:00,,,,16.469998999999998,,,stockpx_lag_3,88,2010-05-10 00:00:00,,,,16.139999,,,stockpx_lag_4,88,2010-05-10 00:00:00,,,,16.389999,,,stockpx_lag_5,88,2010-05-10 00:00:00,,,,16.27,,,10dORHV,88,2010-05-10 00:00:00,,,,39.3,,,TestStrategy,88,733902.0,RSI_Oversold,88,0.0,RSI_Overbought,88,0.0,LRSI_Oversold,88,1.0,LRSI_Overbought,88,0.0,TSI_Oversold,88,0.0,TSI_Overbought,88,1.0,AO_Oversold,88,0.0,AO_Overbought,88,1.0,UO_Oversold,88,0.0,UO_Overbought,88,0.0,CCI_Oversold,88,0.0,CCI_Overbought,88,0.0,WR_Oversold,88,0.0,WR_Overbought,88,0.0,Broker,88,100002.24999999999,100002.24999999999,BuySell,88,,,BuySell,88,,,BuySell,88,,,BuySell,88,,,BuySell,88,,,BuySell,88,,,BuySell,88,,,DataTrades,88,,,,,,,
89,stockpx,89,2010-05-11 00:00:00,,16.639999,15.91,16.41,27786500.0,,stockpx_lag_1,89,2010-05-11 00:00:00,,,,16.469998999999998,,,stockpx_lag_2,89,2010-05-11 00:00:00,,,,16.139999,,,stockpx_lag_3,89,2010-05-11 00:00:00,,,,16.389999,,,stockpx_lag_4,89,2010-05-11 00:00:00,,,,16.27,,,stockpx_lag_5,89,2010-05-11 00:00:00,,,,16.030001000000002,,,10dORHV,89,2010-05-11 00:00:00,,,,38.99,,,TestStrategy,89,733903.0,RSI_Oversold,89,0.0,RSI_Overbought,89,0.0,LRSI_Oversold,89,1.0,LRSI_Overbought,89,0.0,TSI_Oversold,89,0.0,TSI_Overbought,89,1.0,AO_Oversold,89,0.0,AO_Overbought,89,1.0,UO_Oversold,89,0.0,UO_Overbought,89,0.0,CCI_Oversold,89,0.0,CCI_Overbought,89,0.0,WR_Oversold,89,0.0,WR_Overbought,89,1.0,Broker,89,100002.24999999999,100002.24999999999,BuySell,89,,,BuySell,89,,,BuySell,89,,,BuySell,89,,,BuySell,89,,,BuySell,89,,,BuySell,89,,,DataTrades,89,,,,,,,
90,stockpx,90,2010-05-12 00:00:00,,16.5,16.33,16.469998999999998,16405900.0,,stockpx_lag_1,90,2010-05-12 00:00:00,,,,16.139999,,,stockpx_lag_2,90,2010-05-12 00:00:00,,,,16.389999,,,stockpx_lag_3,90,2010-05-12 00:00:00,,,,16.27,,,stockpx_lag_4,90,2010-05-12 00:00:00,,,,16.030001000000002,,,stockpx_lag_5,90,2010-05-12 00:00:00,,,,15.79,,,10dORHV,90,2010-05-12 00:00:00,,,,38.77,,,TestStrategy,90,733904.0,RSI_Oversold,90,0.0,RSI_Overbought,90,0.0,LRSI_Oversold,90,1.0,LRSI_Overbought,90,0.0,TSI_Oversold,90,0.0,TSI_Overbought,90,1.0,AO_Oversold,90,0.0,AO_Overbought,90,1.0,UO_Oversold,90,0.0,UO_Overbought,90,0.0,CCI_Oversold,90,0.0,CCI_Overbought,90,0.0,WR_Oversold,90,0.0,WR_Overbought,90,1.0,Broker,90,100002.24999999999,100002.24999999999,BuySell,90,,,BuySell,90,,,BuySell,90,,,BuySell,90,,,BuySell,90,,,BuySell,90,,,BuySell,90,,,DataTrades,90,,,,,,,
91,stockpx,91,2010-05-13 00:00:00,,16.5,16.08,16.139999,15363800.0,,stockpx_lag_1,91,2010-05-13 00:00:00,,,,16.389999,,,stockpx_lag_2,91,2010-05-13 00:00:00,,,,16.27,,,stockpx_lag_3,91,2010-05-13 00:00:00,,,,16.030001000000002,,,stockpx_lag_4,91,2010-05-13 00:00:00,,,,15.79,,,stockpx_lag_5,91,2010-05-13 00:00:00,,,,15.1,,,10dORHV,91,2010-05-13 00:00:00,,,,38.34,,,TestStrategy,91,733905.0,RSI_Oversold,91,0.0,RSI_Overbought,91,0.0,LRSI_Oversold,91,1.0,LRSI_Overbought,91,0.0,TSI_Oversold,91,0.0,TSI_Overbought,91,1.0,AO_Oversold,91,0.0,AO_Overbought,91,1.0,UO_Oversold,91,0.0,UO_Overbought,91,0.0,CCI_Oversold,91,0.0,CCI_Overbought,91,0.0,WR_Oversold,91,0.0,WR_Overbought,91,0.0,Broker,91,100002.24999999999,100002.24999999999,BuySell,91,,,BuySell,91,,,BuySell,91,,,BuySell,91,,,BuySell,91,,,BuySell,91,,,BuySell,91,,,DataTrades,91,,,,,,,
