Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,Bollinger_Breakout,len,breakout,Bollinger_Breakdown,len,breakdown,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
612,10dORHV,612,2012-06-12 00:00:00,,,,24.37,,,stockpx,612,2012-06-12 00:00:00,,,,575.05,,,HVStrategy,612,734666.0,Bollinger_Breakout,612,0.0,Bollinger_Breakdown,612,0.0,Broker,612,100020.41,100020.41,BuySell,612,,,BuySell,612,,,DataTrades,612,,
613,10dORHV,613,2012-06-13 00:00:00,,,,22.69,,,stockpx,613,2012-06-13 00:00:00,,,,571.07,,,HVStrategy,613,734667.0,Bollinger_Breakout,613,0.0,Bollinger_Breakdown,613,0.0,Broker,613,100020.41,100020.41,BuySell,613,,,BuySell,613,,,DataTrades,613,,
614,10dORHV,614,2012-06-14 00:00:00,,,,22.12,,,stockpx,614,2012-06-14 00:00:00,,,,572.0,,,HVStrategy,614,734668.0,Bollinger_Breakout,614,0.0,Bollinger_Breakdown,614,0.0,Broker,614,100020.41,100020.41,BuySell,614,,,BuySell,614,,,DataTrades,614,,
615,10dORHV,615,2012-06-15 00:00:00,,,,21.09,,,stockpx,615,2012-06-15 00:00:00,,,,574.36,,,HVStrategy,615,734669.0,Bollinger_Breakout,615,0.0,Bollinger_Breakdown,615,0.0,Broker,615,100020.41,100020.41,BuySell,615,,,BuySell,615,,,DataTrades,615,,
616,10dORHV,616,2012-06-18 00:00:00,,,,20.15,,,stockpx,616,2012-06-18 00:00:00,,,,585.87,,,HVStrategy,616,734672.0,Bollinger_Breakout,616,1.0,Bollinger_Breakdown,616,0.0,Broker,616,100020.41,100020.41,BuySell,616,,,BuySell,616,,,DataTrades,616,,
617,10dORHV,617,2012-06-19 00:00:00,,,,20.72,,,stockpx,617,2012-06-19 00:00:00,,,,586.95,,,HVStrategy,617,734673.0,Bollinger_Breakout,617,0.0,Bollinger_Breakdown,617,0.0,Broker,617,99999.69,100020.41,BuySell,617,20.72,,BuySell,617,,,DataTrades,617,,
618,10dORHV,618,2012-06-20 00:00:00,,,,20.92,,,stockpx,618,2012-06-20 00:00:00,,,,584.66,,,HVStrategy,618,734674.0,Bollinger_Breakout,618,0.0,Bollinger_Breakdown,618,0.0,Broker,618,99999.69,100020.61,BuySell,618,,,BuySell,618,,,DataTrades,618,,
619,10dORHV,619,2012-06-21 00:00:00,,,,20.4,,,stockpx,619,2012-06-21 00:00:00,,,,578.12,,,HVStrategy,619,734675.0,Bollinger_Breakout,619,0.0,Bollinger_Breakdown,619,0.0,Broker,619,99999.69,100020.09,BuySell,619,,,BuySell,619,,,DataTrades,619,,
620,10dORHV,620,2012-06-22 00:00:00,,,,19.81,,,stockpx,620,2012-06-22 00:00:00,,,,580.96,,,HVStrategy,620,734676.0,Bollinger_Breakout,620,0.0,Bollinger_Breakdown,620,0.0,Broker,620,100019.5,100019.5,BuySell,620,,19.81,BuySell,620,,,DataTrades,620,-0.9100000000000001,
621,10dORHV,621,2012-06-25 00:00:00,,,,16.01,,,stockpx,621,2012-06-25 00:00:00,,,,571.52,,,HVStrategy,621,734679.0,Bollinger_Breakout,621,0.0,Bollinger_Breakdown,621,0.0,Broker,621,100019.5,100019.5,BuySell,621,,,BuySell,621,,,DataTrades,621,,
622,10dORHV,622,2012-06-26 00:00:00,,,,15.04,,,stockpx,622,2012-06-26 00:00:00,,,,572.77,,,HVStrategy,622,734680.0,Bollinger_Breakout,622,0.0,Bollinger_Breakdown,622,0.0,Broker,622,100019.5,100019.5,BuySell,622,,,BuySell,622,,,DataTrades,622,,
623,10dORHV,623,2012-06-27 00:00:00,,,,15.27,,,stockpx,623,2012-06-27 00:00:00,,,,574.48,,,HVStrategy,623,734681.0,Bollinger_Breakout,623,0.0,Bollinger_Breakdown,623,0.0,Broker,623,100019.5,100019.5,BuySell,623,,,BuySell,623,,,DataTrades,623,,
624,10dORHV,624,2012-06-28 00:00:00,,,,15.38,,,stockpx,624,2012-06-28 00:00:00,,,,569.36,,,HVStrategy,624,734682.0,Bollinger_Breakout,624,0.0,Bollinger_Breakdown,624,0.0,Broker,624,100019.5,100019.5,BuySell,624,,,BuySell,624,,,DataTrades,624,,
625,10dORHV,625,2012-06-29 00:00:00,,,,16.74,,,stockpx,625,2012-06-29 00:00:00,,,,583.92,,,HVStrategy,625,734683.0,Bollinger_Breakout,625,0.0,Bollinger_Breakdown,625,0.0,Broker,625,100019.5,100019.5,BuySell,625,,,BuySell,625,,,DataTrades,625,,
626,10dORHV,626,2012-07-02 00:00:00,,,,15.2,,,stockpx,626,2012-07-02 00:00:00,,,,591.68,,,HVStrategy,626,734686.0,Bollinger_Breakout,626,1.0,Bollinger_Breakdown,626,0.0,Broker,626,100019.5,100019.5,BuySell,626,,,BuySell,626,,,DataTrades,626,,
627,10dORHV,627,2012-07-03 00:00:00,,,,14.92,,,stockpx,627,2012-07-03 00:00:00,,,,599.38,,,HVStrategy,627,734687.0,Bollinger_Breakout,627,1.0,Bollinger_Breakdown,627,0.0,Broker,627,100004.58,100019.5,BuySell,627,14.92,,BuySell,627,,,DataTrades,627,,
628,10dORHV,628,2012-07-05 00:00:00,,,,15.69,,,stockpx,628,2012-07-05 00:00:00,,,,611.63,,,HVStrategy,628,734689.0,Bollinger_Breakout,628,1.0,Bollinger_Breakdown,628,0.0,Broker,628,100004.58,100020.27,BuySell,628,,,BuySell,628,,,DataTrades,628,,
629,10dORHV,629,2012-07-06 00:00:00,,,,15.05,,,stockpx,629,2012-07-06 00:00:00,,,,607.57,,,HVStrategy,629,734690.0,Bollinger_Breakout,629,1.0,Bollinger_Breakdown,629,0.0,Broker,629,100004.58,100019.63,BuySell,629,,,BuySell,629,,,DataTrades,629,,
630,10dORHV,630,2012-07-09 00:00:00,,,,15.79,,,stockpx,630,2012-07-09 00:00:00,,,,612.84,,,HVStrategy,630,734693.0,Bollinger_Breakout,630,1.0,Bollinger_Breakdown,630,0.0,Broker,630,100020.37,100020.37,BuySell,630,,15.79,BuySell,630,,,DataTrades,630,0.8699999999999992,
631,10dORHV,631,2012-07-10 00:00:00,,,,17.75,,,stockpx,631,2012-07-10 00:00:00,,,,606.76,,,HVStrategy,631,734694.0,Bollinger_Breakout,631,0.0,Bollinger_Breakdown,631,0.0,Broker,631,100002.62,100020.37,BuySell,631,17.75,,BuySell,631,,,DataTrades,631,,
632,10dORHV,632,2012-07-11 00:00:00,,,,18.16,,,stockpx,632,2012-07-11 00:00:00,,,,603.81,,,HVStrategy,632,734695.0,Bollinger_Breakout,632,0.0,Bollinger_Breakdown,632,0.0,Broker,632,100002.62,100020.78,BuySell,632,,,BuySell,632,,,DataTrades,632,,
633,10dORHV,633,2012-07-12 00:00:00,,,,18.84,,,stockpx,633,2012-07-12 00:00:00,,,,600.87,,,HVStrategy,633,734696.0,Bollinger_Breakout,633,0.0,Bollinger_Breakdown,633,0.0,Broker,633,100002.62,100021.45999999999,BuySell,633,,,BuySell,633,,,DataTrades,633,,
634,10dORHV,634,2012-07-13 00:00:00,,,,19.22,,,stockpx,634,2012-07-13 00:00:00,,,,604.86,,,HVStrategy,634,734697.0,Bollinger_Breakout,634,0.0,Bollinger_Breakdown,634,0.0,Broker,634,100021.84,100021.84,BuySell,634,,19.22,BuySell,634,,,DataTrades,634,1.4699999999999989,
635,10dORHV,635,2012-07-16 00:00:00,,,,18.5,,,stockpx,635,2012-07-16 00:00:00,,,,606.4,,,HVStrategy,635,734700.0,Bollinger_Breakout,635,0.0,Bollinger_Breakdown,635,0.0,Broker,635,100021.84,100021.84,BuySell,635,,,BuySell,635,,,DataTrades,635,,
636,10dORHV,636,2012-07-17 00:00:00,,,,18.08,,,stockpx,636,2012-07-17 00:00:00,,,,606.77,,,HVStrategy,636,734701.0,Bollinger_Breakout,636,0.0,Bollinger_Breakdown,636,0.0,Broker,636,100021.84,100021.84,BuySell,636,,,BuySell,636,,,DataTrades,636,,
637,10dORHV,637,2012-07-18 00:00:00,,,,17.71,,,stockpx,637,2012-07-18 00:00:00,,,,605.61,,,HVStrategy,637,734702.0,Bollinger_Breakout,637,0.0,Bollinger_Breakdown,637,0.0,Broker,637,100021.84,100021.84,BuySell,637,,,BuySell,637,,,DataTrades,637,,
638,10dORHV,638,2012-07-19 00:00:00,,,,16.84,,,stockpx,638,2012-07-19 00:00:00,,,,614.97,,,HVStrategy,638,734703.0,Bollinger_Breakout,638,0.0,Bollinger_Breakdown,638,0.0,Broker,638,100021.84,100021.84,BuySell,638,,,BuySell,638,,,DataTrades,638,,
639,10dORHV,639,2012-07-20 00:00:00,,,,17.31,,,stockpx,639,2012-07-20 00:00:00,,,,604.54,,,HVStrategy,639,734704.0,Bollinger_Breakout,639,0.0,Bollinger_Breakdown,639,0.0,Broker,639,100021.84,100021.84,BuySell,639,,,BuySell,639,,,DataTrades,639,,
640,10dORHV,640,2012-07-23 00:00:00,,,,19.94,,,stockpx,640,2012-07-23 00:00:00,,,,604.47,,,HVStrategy,640,734707.0,Bollinger_Breakout,640,0.0,Bollinger_Breakdown,640,0.0,Broker,640,100021.84,100021.84,BuySell,640,,,BuySell,640,,,DataTrades,640,,
641,10dORHV,641,2012-07-24 00:00:00,,,,19.54,,,stockpx,641,2012-07-24 00:00:00,,,,601.59,,,HVStrategy,641,734708.0,Bollinger_Breakout,641,0.0,Bollinger_Breakdown,641,0.0,Broker,641,100021.84,100021.84,BuySell,641,,,BuySell,641,,,DataTrades,641,,
642,10dORHV,642,2012-07-25 00:00:00,,,,32.14,,,stockpx,642,2012-07-25 00:00:00,,,,575.29,,,HVStrategy,642,734709.0,Bollinger_Breakout,642,0.0,Bollinger_Breakdown,642,0.0,Broker,642,100021.84,100021.84,BuySell,642,,,BuySell,642,,,DataTrades,642,,
643,10dORHV,643,2012-07-26 00:00:00,,,,32.22,,,stockpx,643,2012-07-26 00:00:00,,,,574.86,,,HVStrategy,643,734710.0,Bollinger_Breakout,643,0.0,Bollinger_Breakdown,643,0.0,Broker,643,100021.84,100021.84,BuySell,643,,,BuySell,643,,,DataTrades,643,,
644,10dORHV,644,2012-07-27 00:00:00,,,,32.49,,,stockpx,644,2012-07-27 00:00:00,,,,585.21,,,HVStrategy,644,734711.0,Bollinger_Breakout,644,0.0,Bollinger_Breakdown,644,0.0,Broker,644,100021.84,100021.84,BuySell,644,,,BuySell,644,,,DataTrades,644,,
645,10dORHV,645,2012-07-30 00:00:00,,,,32.77,,,stockpx,645,2012-07-30 00:00:00,,,,593.76,,,HVStrategy,645,734714.0,Bollinger_Breakout,645,0.0,Bollinger_Breakdown,645,0.0,Broker,645,100021.84,100021.84,BuySell,645,,,BuySell,645,,,DataTrades,645,,
646,10dORHV,646,2012-07-31 00:00:00,,,,33.07,,,stockpx,646,2012-07-31 00:00:00,,,,610.62,,,HVStrategy,646,734715.0,Bollinger_Breakout,646,0.0,Bollinger_Breakdown,646,0.0,Broker,646,100021.84,100021.84,BuySell,646,,,BuySell,646,,,DataTrades,646,,
647,10dORHV,647,2012-08-01 00:00:00,,,,34.23,,,stockpx,647,2012-08-01 00:00:00,,,,608.51,,,HVStrategy,647,734716.0,Bollinger_Breakout,647,0.0,Bollinger_Breakdown,647,0.0,Broker,647,100021.84,100021.84,BuySell,647,,,BuySell,647,,,DataTrades,647,,
648,10dORHV,648,2012-08-02 00:00:00,,,,34.63,,,stockpx,648,2012-08-02 00:00:00,,,,608.27,,,HVStrategy,648,734717.0,Bollinger_Breakout,648,0.0,Bollinger_Breakdown,648,0.0,Broker,648,100021.84,100021.84,BuySell,648,,,BuySell,648,,,DataTrades,648,,
649,10dORHV,649,2012-08-03 00:00:00,,,,34.56,,,stockpx,649,2012-08-03 00:00:00,,,,615.02,,,HVStrategy,649,734718.0,Bollinger_Breakout,649,0.0,Bollinger_Breakdown,649,0.0,Broker,649,100021.84,100021.84,BuySell,649,,,BuySell,649,,,DataTrades,649,,
650,10dORHV,650,2012-08-06 00:00:00,,,,32.89,,,stockpx,650,2012-08-06 00:00:00,,,,622.65,,,HVStrategy,650,734721.0,Bollinger_Breakout,650,0.0,Bollinger_Breakdown,650,0.0,Broker,650,100021.84,100021.84,BuySell,650,,,BuySell,650,,,DataTrades,650,,
651,10dORHV,651,2012-08-07 00:00:00,,,,32.01,,,stockpx,651,2012-08-07 00:00:00,,,,620.17,,,HVStrategy,651,734722.0,Bollinger_Breakout,651,0.0,Bollinger_Breakdown,651,0.0,Broker,651,100021.84,100021.84,BuySell,651,,,BuySell,651,,,DataTrades,651,,
652,10dORHV,652,2012-08-08 00:00:00,,,,18.91,,,stockpx,652,2012-08-08 00:00:00,,,,620.11,,,HVStrategy,652,734723.0,Bollinger_Breakout,652,0.0,Bollinger_Breakdown,652,0.0,Broker,652,100021.84,100021.84,BuySell,652,,,BuySell,652,,,DataTrades,652,,
653,10dORHV,653,2012-08-09 00:00:00,,,,17.95,,,stockpx,653,2012-08-09 00:00:00,,,,620.06,,,HVStrategy,653,734724.0,Bollinger_Breakout,653,0.0,Bollinger_Breakdown,653,0.0,Broker,653,100021.84,100021.84,BuySell,653,,,BuySell,653,,,DataTrades,653,,
654,10dORHV,654,2012-08-10 00:00:00,,,,16.79,,,stockpx,654,2012-08-10 00:00:00,,,,621.44,,,HVStrategy,654,734725.0,Bollinger_Breakout,654,0.0,Bollinger_Breakdown,654,0.0,Broker,654,100021.84,100021.84,BuySell,654,,,BuySell,654,,,DataTrades,654,,
655,10dORHV,655,2012-08-13 00:00:00,,,,16.13,,,stockpx,655,2012-08-13 00:00:00,,,,629.48,,,HVStrategy,655,734728.0,Bollinger_Breakout,655,0.0,Bollinger_Breakdown,655,0.0,Broker,655,100021.84,100021.84,BuySell,655,,,BuySell,655,,,DataTrades,655,,
656,10dORHV,656,2012-08-14 00:00:00,,,,15.15,,,stockpx,656,2012-08-14 00:00:00,,,,631.11,,,HVStrategy,656,734729.0,Bollinger_Breakout,656,0.0,Bollinger_Breakdown,656,0.0,Broker,656,100021.84,100021.84,BuySell,656,,,BuySell,656,,,DataTrades,656,,
657,10dORHV,657,2012-08-15 00:00:00,,,,12.25,,,stockpx,657,2012-08-15 00:00:00,,,,630.59,,,HVStrategy,657,734730.0,Bollinger_Breakout,657,0.0,Bollinger_Breakdown,657,0.0,Broker,657,100021.84,100021.84,BuySell,657,,,BuySell,657,,,DataTrades,657,,
658,10dORHV,658,2012-08-16 00:00:00,,,,11.15,,,stockpx,658,2012-08-16 00:00:00,,,,636.07,,,HVStrategy,658,734731.0,Bollinger_Breakout,658,0.0,Bollinger_Breakdown,658,0.0,Broker,658,100021.84,100021.84,BuySell,658,,,BuySell,658,,,DataTrades,658,,
659,10dORHV,659,2012-08-17 00:00:00,,,,11.0,,,stockpx,659,2012-08-17 00:00:00,,,,646.91,,,HVStrategy,659,734732.0,Bollinger_Breakout,659,0.0,Bollinger_Breakdown,659,0.0,Broker,659,100021.84,100021.84,BuySell,659,,,BuySell,659,,,DataTrades,659,,
660,10dORHV,660,2012-08-20 00:00:00,,,,12.09,,,stockpx,660,2012-08-20 00:00:00,,,,663.93,,,HVStrategy,660,734735.0,Bollinger_Breakout,660,1.0,Bollinger_Breakdown,660,0.0,Broker,660,100021.84,100021.84,BuySell,660,,,BuySell,660,,,DataTrades,660,,
661,10dORHV,661,2012-08-21 00:00:00,,,,16.36,,,stockpx,661,2012-08-21 00:00:00,,,,657.11,,,HVStrategy,661,734736.0,Bollinger_Breakout,661,0.0,Bollinger_Breakdown,661,0.0,Broker,661,100005.48,100021.84,BuySell,661,16.36,,BuySell,661,,,DataTrades,661,,
662,10dORHV,662,2012-08-22 00:00:00,,,,18.28,,,stockpx,662,2012-08-22 00:00:00,,,,668.37,,,HVStrategy,662,734737.0,Bollinger_Breakout,662,0.0,Bollinger_Breakdown,662,0.0,Broker,662,100005.48,100023.76,BuySell,662,,,BuySell,662,,,DataTrades,662,,
663,10dORHV,663,2012-08-23 00:00:00,,,,20.46,,,stockpx,663,2012-08-23 00:00:00,,,,663.38,,,HVStrategy,663,734738.0,Bollinger_Breakout,663,0.0,Bollinger_Breakdown,663,0.0,Broker,663,100005.48,100025.94,BuySell,663,,,BuySell,663,,,DataTrades,663,,
664,10dORHV,664,2012-08-24 00:00:00,,,,19.76,,,stockpx,664,2012-08-24 00:00:00,,,,664.94,,,HVStrategy,664,734739.0,Bollinger_Breakout,664,0.0,Bollinger_Breakdown,664,0.0,Broker,664,100025.23999999999,100025.23999999999,BuySell,664,,19.76,BuySell,664,,,DataTrades,664,3.400000000000002,
665,10dORHV,665,2012-08-27 00:00:00,,,,23.45,,,stockpx,665,2012-08-27 00:00:00,,,,675.27,,,HVStrategy,665,734742.0,Bollinger_Breakout,665,0.0,Bollinger_Breakdown,665,0.0,Broker,665,100025.23999999999,100025.23999999999,BuySell,665,,,BuySell,665,,,DataTrades,665,,
666,10dORHV,666,2012-08-28 00:00:00,,,,23.28,,,stockpx,666,2012-08-28 00:00:00,,,,675.04,,,HVStrategy,666,734743.0,Bollinger_Breakout,666,0.0,Bollinger_Breakdown,666,0.0,Broker,666,100025.23999999999,100025.23999999999,BuySell,666,,,BuySell,666,,,DataTrades,666,,
667,10dORHV,667,2012-08-29 00:00:00,,,,23.28,,,stockpx,667,2012-08-29 00:00:00,,,,673.57,,,HVStrategy,667,734744.0,Bollinger_Breakout,667,0.0,Bollinger_Breakdown,667,0.0,Broker,667,100025.23999999999,100025.23999999999,BuySell,667,,,BuySell,667,,,DataTrades,667,,
668,10dORHV,668,2012-08-30 00:00:00,,,,23.5,,,stockpx,668,2012-08-30 00:00:00,,,,664.27,,,HVStrategy,668,734745.0,Bollinger_Breakout,668,0.0,Bollinger_Breakdown,668,0.0,Broker,668,100025.23999999999,100025.23999999999,BuySell,668,,,BuySell,668,,,DataTrades,668,,
669,10dORHV,669,2012-08-31 00:00:00,,,,24.05,,,stockpx,669,2012-08-31 00:00:00,,,,664.07,,,HVStrategy,669,734746.0,Bollinger_Breakout,669,0.0,Bollinger_Breakdown,669,0.0,Broker,669,100025.23999999999,100025.23999999999,BuySell,669,,,BuySell,669,,,DataTrades,669,,
670,10dORHV,670,2012-09-04 00:00:00,,,,23.52,,,stockpx,670,2012-09-04 00:00:00,,,,673.78,,,HVStrategy,670,734750.0,Bollinger_Breakout,670,0.0,Bollinger_Breakdown,670,0.0,Broker,670,100025.23999999999,100025.23999999999,BuySell,670,,,BuySell,670,,,DataTrades,670,,
671,10dORHV,671,2012-09-05 00:00:00,,,,20.85,,,stockpx,671,2012-09-05 00:00:00,,,,670.14,,,HVStrategy,671,734751.0,Bollinger_Breakout,671,0.0,Bollinger_Breakdown,671,0.0,Broker,671,100025.23999999999,100025.23999999999,BuySell,671,,,BuySell,671,,,DataTrades,671,,
672,10dORHV,672,2012-09-06 00:00:00,,,,19.18,,,stockpx,672,2012-09-06 00:00:00,,,,675.92,,,HVStrategy,672,734752.0,Bollinger_Breakout,672,0.0,Bollinger_Breakdown,672,0.0,Broker,672,100025.23999999999,100025.23999999999,BuySell,672,,,BuySell,672,,,DataTrades,672,,
673,10dORHV,673,2012-09-07 00:00:00,,,,18.77,,,stockpx,673,2012-09-07 00:00:00,,,,680.25,,,HVStrategy,673,734753.0,Bollinger_Breakout,673,0.0,Bollinger_Breakdown,673,0.0,Broker,673,100025.23999999999,100025.23999999999,BuySell,673,,,BuySell,673,,,DataTrades,673,,
674,10dORHV,674,2012-09-10 00:00:00,,,,19.98,,,stockpx,674,2012-09-10 00:00:00,,,,663.38,,,HVStrategy,674,734756.0,Bollinger_Breakout,674,0.0,Bollinger_Breakdown,674,0.0,Broker,674,100025.23999999999,100025.23999999999,BuySell,674,,,BuySell,674,,,DataTrades,674,,
675,10dORHV,675,2012-09-11 00:00:00,,,,16.26,,,stockpx,675,2012-09-11 00:00:00,,,,657.99,,,HVStrategy,675,734757.0,Bollinger_Breakout,675,0.0,Bollinger_Breakdown,675,0.0,Broker,675,100025.23999999999,100025.23999999999,BuySell,675,,,BuySell,675,,,DataTrades,675,,
676,10dORHV,676,2012-09-12 00:00:00,,,,18.91,,,stockpx,676,2012-09-12 00:00:00,,,,669.3,,,HVStrategy,676,734758.0,Bollinger_Breakout,676,0.0,Bollinger_Breakdown,676,0.0,Broker,676,100025.23999999999,100025.23999999999,BuySell,676,,,BuySell,676,,,DataTrades,676,,
677,10dORHV,677,2012-09-13 00:00:00,,,,19.65,,,stockpx,677,2012-09-13 00:00:00,,,,683.41,,,HVStrategy,677,734759.0,Bollinger_Breakout,677,0.0,Bollinger_Breakdown,677,0.0,Broker,677,100025.23999999999,100025.23999999999,BuySell,677,,,BuySell,677,,,DataTrades,677,,
678,10dORHV,678,2012-09-14 00:00:00,,,,21.81,,,stockpx,678,2012-09-14 00:00:00,,,,690.26,,,HVStrategy,678,734760.0,Bollinger_Breakout,678,1.0,Bollinger_Breakdown,678,0.0,Broker,678,100025.23999999999,100025.23999999999,BuySell,678,,,BuySell,678,,,DataTrades,678,,
679,10dORHV,679,2012-09-17 00:00:00,,,,21.53,,,stockpx,679,2012-09-17 00:00:00,,,,698.56,,,HVStrategy,679,734763.0,Bollinger_Breakout,679,1.0,Bollinger_Breakdown,679,0.0,Broker,679,100003.70999999999,100025.23999999999,BuySell,679,21.53,,BuySell,679,,,DataTrades,679,,
680,10dORHV,680,2012-09-18 00:00:00,,,,20.73,,,stockpx,680,2012-09-18 00:00:00,,,,699.87,,,HVStrategy,680,734764.0,Bollinger_Breakout,680,1.0,Bollinger_Breakdown,680,0.0,Broker,680,100003.70999999999,100024.43999999999,BuySell,680,,,BuySell,680,,,DataTrades,680,,
681,10dORHV,681,2012-09-19 00:00:00,,,,20.47,,,stockpx,681,2012-09-19 00:00:00,,,,702.86,,,HVStrategy,681,734765.0,Bollinger_Breakout,681,1.0,Bollinger_Breakdown,681,0.0,Broker,681,100003.70999999999,100024.18,BuySell,681,,,BuySell,681,,,DataTrades,681,,
682,10dORHV,682,2012-09-20 00:00:00,,,,20.56,,,stockpx,682,2012-09-20 00:00:00,,,,698.44,,,HVStrategy,682,734766.0,Bollinger_Breakout,682,0.0,Bollinger_Breakdown,682,0.0,Broker,682,100024.26999999999,100024.26999999999,BuySell,682,,20.56,BuySell,682,,,DataTrades,682,-0.9700000000000024,
683,10dORHV,683,2012-09-21 00:00:00,,,,20.87,,,stockpx,683,2012-09-21 00:00:00,,,,699.91,,,HVStrategy,683,734767.0,Bollinger_Breakout,683,0.0,Bollinger_Breakdown,683,0.0,Broker,683,100024.26999999999,100024.26999999999,BuySell,683,,,BuySell,683,,,DataTrades,683,,
684,10dORHV,684,2012-09-24 00:00:00,,,,23.32,,,stockpx,684,2012-09-24 00:00:00,,,,689.73,,,HVStrategy,684,734770.0,Bollinger_Breakout,684,0.0,Bollinger_Breakdown,684,0.0,Broker,684,100024.26999999999,100024.26999999999,BuySell,684,,,BuySell,684,,,DataTrades,684,,
685,10dORHV,685,2012-09-25 00:00:00,,,,23.74,,,stockpx,685,2012-09-25 00:00:00,,,,676.2,,,HVStrategy,685,734771.0,Bollinger_Breakout,685,0.0,Bollinger_Breakdown,685,0.0,Broker,685,100024.26999999999,100024.26999999999,BuySell,685,,,BuySell,685,,,DataTrades,685,,
686,10dORHV,686,2012-09-26 00:00:00,,,,23.85,,,stockpx,686,2012-09-26 00:00:00,,,,665.65,,,HVStrategy,686,734772.0,Bollinger_Breakout,686,0.0,Bollinger_Breakdown,686,0.0,Broker,686,100024.26999999999,100024.26999999999,BuySell,686,,,BuySell,686,,,DataTrades,686,,
687,10dORHV,687,2012-09-27 00:00:00,,,,25.2,,,stockpx,687,2012-09-27 00:00:00,,,,679.64,,,HVStrategy,687,734773.0,Bollinger_Breakout,687,0.0,Bollinger_Breakdown,687,0.0,Broker,687,100024.26999999999,100024.26999999999,BuySell,687,,,BuySell,687,,,DataTrades,687,,
688,10dORHV,688,2012-09-28 00:00:00,,,,24.1,,,stockpx,688,2012-09-28 00:00:00,,,,669.2,,,HVStrategy,688,734774.0,Bollinger_Breakout,688,0.0,Bollinger_Breakdown,688,0.0,Broker,688,100024.26999999999,100024.26999999999,BuySell,688,,,BuySell,688,,,DataTrades,688,,
689,10dORHV,689,2012-10-01 00:00:00,,,,24.82,,,stockpx,689,2012-10-01 00:00:00,,,,658.19,,,HVStrategy,689,734777.0,Bollinger_Breakout,689,0.0,Bollinger_Breakdown,689,0.0,Broker,689,100024.26999999999,100024.26999999999,BuySell,689,,,BuySell,689,,,DataTrades,689,,
690,10dORHV,690,2012-10-02 00:00:00,,,,25.71,,,stockpx,690,2012-10-02 00:00:00,,,,660.9,,,HVStrategy,690,734778.0,Bollinger_Breakout,690,0.0,Bollinger_Breakdown,690,0.0,Broker,690,100024.26999999999,100024.26999999999,BuySell,690,,,BuySell,690,,,DataTrades,690,,
691,10dORHV,691,2012-10-03 00:00:00,,,,26.11,,,stockpx,691,2012-10-03 00:00:00,,,,671.55,,,HVStrategy,691,734779.0,Bollinger_Breakout,691,0.0,Bollinger_Breakdown,691,0.0,Broker,691,100024.26999999999,100024.26999999999,BuySell,691,,,BuySell,691,,,DataTrades,691,,
692,10dORHV,692,2012-10-04 00:00:00,,,,26.11,,,stockpx,692,2012-10-04 00:00:00,,,,666.7,,,HVStrategy,692,734780.0,Bollinger_Breakout,692,0.0,Bollinger_Breakdown,692,0.0,Broker,692,100024.26999999999,100024.26999999999,BuySell,692,,,BuySell,692,,,DataTrades,692,,
693,10dORHV,693,2012-10-05 00:00:00,,,,26.85,,,stockpx,693,2012-10-05 00:00:00,,,,651.85,,,HVStrategy,693,734781.0,Bollinger_Breakout,693,0.0,Bollinger_Breakdown,693,0.0,Broker,693,100024.26999999999,100024.26999999999,BuySell,693,,,BuySell,693,,,DataTrades,693,,
694,10dORHV,694,2012-10-09 00:00:00,,,,24.43,,,stockpx,694,2012-10-09 00:00:00,,,,634.82,,,HVStrategy,694,734785.0,Bollinger_Breakout,694,0.0,Bollinger_Breakdown,694,1.0,Broker,694,100024.26999999999,100024.26999999999,BuySell,694,,,BuySell,694,,,DataTrades,694,,
695,10dORHV,695,2012-10-10 00:00:00,,,,22.3,,,stockpx,695,2012-10-10 00:00:00,,,,640.54,,,HVStrategy,695,734786.0,Bollinger_Breakout,695,0.0,Bollinger_Breakdown,695,0.0,Broker,695,100024.26999999999,100024.26999999999,BuySell,695,,,BuySell,695,,,DataTrades,695,,
696,10dORHV,696,2012-10-11 00:00:00,,,,23.2,,,stockpx,696,2012-10-11 00:00:00,,,,630.29,,,HVStrategy,696,734787.0,Bollinger_Breakout,696,0.0,Bollinger_Breakdown,696,0.0,Broker,696,100024.26999999999,100024.26999999999,BuySell,696,,,BuySell,696,,,DataTrades,696,,
697,10dORHV,697,2012-10-12 00:00:00,,,,22.55,,,stockpx,697,2012-10-12 00:00:00,,,,629.94,,,HVStrategy,697,734788.0,Bollinger_Breakout,697,0.0,Bollinger_Breakdown,697,0.0,Broker,697,100024.26999999999,100024.26999999999,BuySell,697,,,BuySell,697,,,DataTrades,697,,
698,10dORHV,698,2012-10-15 00:00:00,,,,21.56,,,stockpx,698,2012-10-15 00:00:00,,,,634.49,,,HVStrategy,698,734791.0,Bollinger_Breakout,698,0.0,Bollinger_Breakdown,698,0.0,Broker,698,100024.26999999999,100024.26999999999,BuySell,698,,,BuySell,698,,,DataTrades,698,,
