Id,XLB,len,datetime,open,high,low,close,volume,openinterest,XLE,len,datetime,open,high,low,close,volume,openinterest,XLF,len,datetime,open,high,low,close,volume,openinterest,XLI,len,datetime,open,high,low,close,volume,openinterest,XLK,len,datetime,open,high,low,close,volume,openinterest,XLP,len,datetime,open,high,low,close,volume,openinterest,XLU,len,datetime,open,high,low,close,volume,openinterest,XLV,len,datetime,open,high,low,close,volume,openinterest,XLY,len,datetime,open,high,low,close,volume,openinterest,BackTradingStrategy,len,datetime,SimpleMovingAverage,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
683,XLB,683,2015-10-26 23:59:59.999989,44.95,45.08,44.64,42.65,3816062.68,0.0,XLE,683,2015-10-26 23:59:59.999989,68.13,68.13,66.57,62.3,11074077.83,0.0,XLF,683,2015-10-26 23:59:59.999989,19.61,19.61,19.46,14.4,18050682.62,0.0,XLI,683,2015-10-26 23:59:59.999989,54.54,54.82,54.42,52.01,10771422.81,0.0,XLK,683,2015-10-26 23:59:59.999989,43.79,43.79,43.5,42.01,7974323.09,0.0,XLP,683,2015-10-26 23:59:59.999989,50.74,50.84,50.56,47.75,8386327.11,0.0,XLU,683,2015-10-26 23:59:59.999989,44.69,44.72,44.08,41.15,10294243.45,0.0,XLV,683,2015-10-26 23:59:59.999989,69.16,70.07,68.93,67.19,17213300.61,0.0,XLY,683,2015-10-26 23:59:59.999989,79.66,80.33,79.6,77.47,5820986.1,0.0,BackTradingStrategy,683,735897.9999999999,SimpleMovingAverage,683,44.175703125,Broker,683,99966.74999999988,100015.88999999988,BuySell,683,,44.95,BuySell,683,,,BuySell,683,,,BuySell,683,,54.54,BuySell,683,,43.79,BuySell,683,,,BuySell,683,44.69,,BuySell,683,69.16,,BuySell,683,79.66,,DataTrades,683,,,,,,,,,
684,XLB,684,2015-10-27 23:59:59.999989,44.39,44.67,44.09,42.47,5891081.93,0.0,XLE,684,2015-10-27 23:59:59.999989,65.67,66.01,65.11,61.55,19748387.09,0.0,XLF,684,2015-10-27 23:59:59.999989,19.43,19.46,19.35,14.31,21131127.04,0.0,XLI,684,2015-10-27 23:59:59.999989,54.09,54.2,53.83,51.44,13812337.49,0.0,XLK,684,2015-10-27 23:59:59.999989,43.56,43.68,43.36,41.77,7388283.43,0.0,XLP,684,2015-10-27 23:59:59.999989,50.48,50.71,50.32,47.82,4834138.21,0.0,XLU,684,2015-10-27 23:59:59.999989,44.39,44.49,44.13,41.01,7869882.28,0.0,XLV,684,2015-10-27 23:59:59.999989,69.79,70.88,69.78,68.4,24288047.94,0.0,XLY,684,2015-10-27 23:59:59.999989,80.0,80.1,79.47,77.11,4319798.98,0.0,BackTradingStrategy,684,735898.9999999999,SimpleMovingAverage,684,44.132890625,Broker,684,99966.74999999988,100017.58999999988,BuySell,684,,,BuySell,684,,,BuySell,684,,,BuySell,684,,,BuySell,684,,,BuySell,684,,,BuySell,684,,,BuySell,684,,,BuySell,684,,,DataTrades,684,,,,,,,,,
685,XLB,685,2015-10-28 23:59:59.999989,44.39,45.22,44.39,43.11,7303787.49,0.0,XLE,685,2015-10-28 23:59:59.999989,66.25,67.7,65.72,62.92,18484553.91,0.0,XLF,685,2015-10-28 23:59:59.999989,19.46,19.9,19.46,14.65,82608833.05,0.0,XLI,685,2015-10-28 23:59:59.999989,54.14,54.4,53.71,51.85,13287447.81,0.0,XLK,685,2015-10-28 23:59:59.999989,43.61,44.06,43.48,42.39,14220065.69,0.0,XLP,685,2015-10-28 23:59:59.999989,50.72,50.73,49.88,47.55,9836606.38,0.0,XLU,685,2015-10-28 23:59:59.999989,44.28,44.45,43.31,40.57,16136865.4,0.0,XLV,685,2015-10-28 23:59:59.999989,70.77,71.51,70.14,68.99,17528085.6,0.0,XLY,685,2015-10-28 23:59:59.999989,80.12,80.57,79.52,77.84,10973305.89,0.0,BackTradingStrategy,685,735899.9999999999,SimpleMovingAverage,685,44.094609375,Broker,685,99966.74999999988,100016.79999999989,BuySell,685,,,BuySell,685,,,BuySell,685,,,BuySell,685,,,BuySell,685,,,BuySell,685,,,BuySell,685,,,BuySell,685,,,BuySell,685,,,DataTrades,685,,,,,,,,,
686,XLB,686,2015-10-29 23:59:59.999989,44.91,45.32,44.88,43.2,5127984.2,0.0,XLE,686,2015-10-29 23:59:59.999989,67.0,68.22,66.9,63.24,9105721.85,0.0,XLF,686,2015-10-29 23:59:59.999989,19.86,19.94,19.75,14.63,35738960.49,0.0,XLI,686,2015-10-29 23:59:59.999989,54.05,54.42,54.03,51.82,12706577.0,0.0,XLK,686,2015-10-29 23:59:59.999989,43.8,44.0,43.67,42.28,7320933.37,0.0,XLP,686,2015-10-29 23:59:59.999989,50.4,50.55,50.16,47.57,5285942.03,0.0,XLU,686,2015-10-29 23:59:59.999989,43.58,43.72,42.97,40.34,15088961.55,0.0,XLV,686,2015-10-29 23:59:59.999989,71.88,73.0,71.49,69.3,21602173.36,0.0,XLY,686,2015-10-29 23:59:59.999989,80.46,80.94,79.69,78.06,4564522.35,0.0,BackTradingStrategy,686,735900.9999999999,SimpleMovingAverage,686,44.057265625,Broker,686,99966.74999999988,100017.14999999988,BuySell,686,,,BuySell,686,,,BuySell,686,,,BuySell,686,,,BuySell,686,,,BuySell,686,,,BuySell,686,,,BuySell,686,,,BuySell,686,,,DataTrades,686,,,,,,,,,
687,XLB,687,2015-10-30 23:59:59.999989,45.2,45.66,45.15,43.26,6137932.5,0.0,XLE,687,2015-10-30 23:59:59.999989,67.95,68.76,67.15,63.65,13339302.88,0.0,XLF,687,2015-10-30 23:59:59.999989,19.8,19.81,19.54,14.42,46345725.76,0.0,XLI,687,2015-10-30 23:59:59.999989,54.36,54.56,54.25,51.75,14079361.96,0.0,XLK,687,2015-10-30 23:59:59.999989,44.01,44.02,43.64,42.0,8985918.96,0.0,XLP,687,2015-10-30 23:59:59.999989,50.28,50.28,49.87,47.04,8088425.93,0.0,XLU,687,2015-10-30 23:59:59.999989,43.6,43.92,43.44,40.52,10774242.45,0.0,XLV,687,2015-10-30 23:59:59.999989,72.01,72.21,71.34,68.87,11996091.11,0.0,XLY,687,2015-10-30 23:59:59.999989,80.96,81.51,80.75,78.23,7507960.21,0.0,BackTradingStrategy,687,735901.9999999999,SimpleMovingAverage,687,44.022734375,Broker,687,100019.7499999999,100019.7499999999,BuySell,687,45.2,,BuySell,687,,,BuySell,687,,,BuySell,687,54.36,,BuySell,687,44.01,,BuySell,687,,,BuySell,687,,43.6,BuySell,687,,72.01,BuySell,687,,80.96,DataTrades,687,-0.25,,,0.17999999999999972,-0.21999999999999886,,-1.0899999999999963,2.8500000000000085,1.2999999999999972
688,XLB,688,2015-11-02 23:59:59.999989,45.35,45.78,45.24,43.52,10843385.26,0.0,XLE,688,2015-11-02 23:59:59.999989,67.62,69.98,67.52,65.14,14396271.88,0.0,XLF,688,2015-11-02 23:59:59.999989,19.61,19.91,19.6,14.62,54207040.89,0.0,XLI,688,2015-11-02 23:59:59.999989,54.28,55.01,54.28,52.36,14618556.72,0.0,XLK,688,2015-11-02 23:59:59.999989,43.73,44.06,43.62,42.37,13222997.52,0.0,XLP,688,2015-11-02 23:59:59.999989,49.91,50.19,49.84,47.32,12310256.54,0.0,XLU,688,2015-11-02 23:59:59.999989,43.72,43.89,43.46,40.57,16151408.04,0.0,XLV,688,2015-11-02 23:59:59.999989,71.75,72.91,71.34,70.33,17999734.2,0.0,XLY,688,2015-11-02 23:59:59.999989,81.26,81.46,80.75,78.59,7473082.65,0.0,BackTradingStrategy,688,735904.9999999999,SimpleMovingAverage,688,43.9840625,Broker,688,100012.0999999999,100019.3599999999,BuySell,688,,45.35,BuySell,688,,67.62,BuySell,688,,,BuySell,688,,54.28,BuySell,688,43.73,,BuySell,688,49.91,,BuySell,688,,,BuySell,688,,,BuySell,688,81.26,,DataTrades,688,,,,,,,,,
689,XLB,689,2015-11-03 23:59:59.999989,45.44,46.09,45.41,43.7,7264047.41,0.0,XLE,689,2015-11-03 23:59:59.999989,70.11,71.93,70.08,66.8,19954129.51,0.0,XLF,689,2015-11-03 23:59:59.999989,19.82,19.93,19.73,14.64,31315487.27,0.0,XLI,689,2015-11-03 23:59:59.999989,54.85,55.09,54.73,52.39,7139432.61,0.0,XLK,689,2015-11-03 23:59:59.999989,43.9,44.43,43.82,42.59,6618569.79,0.0,XLP,689,2015-11-03 23:59:59.999989,49.89,50.07,49.59,47.09,11743405.11,0.0,XLU,689,2015-11-03 23:59:59.999989,43.64,43.98,43.52,40.69,11516657.5,0.0,XLV,689,2015-11-03 23:59:59.999989,72.67,72.83,72.09,70.08,10066923.07,0.0,XLY,689,2015-11-03 23:59:59.999989,81.25,81.86,81.19,78.89,7036870.26,0.0,BackTradingStrategy,689,735905.9999999999,SimpleMovingAverage,689,43.947890625,Broker,689,100012.0999999999,100017.7799999999,BuySell,689,,,BuySell,689,,,BuySell,689,,,BuySell,689,,,BuySell,689,,,BuySell,689,,,BuySell,689,,,BuySell,689,,,BuySell,689,,,DataTrades,689,,,,,,,,,
690,XLB,690,2015-11-04 23:59:59.999989,45.66,45.98,45.42,43.44,6535435.23,0.0,XLE,690,2015-11-04 23:59:59.999989,71.47,71.67,70.23,66.2,16541273.28,0.0,XLF,690,2015-11-04 23:59:59.999989,19.86,19.91,19.75,14.6,29561915.94,0.0,XLI,690,2015-11-04 23:59:59.999989,54.91,55.1,54.68,52.25,9026427.61,0.0,XLK,690,2015-11-04 23:59:59.999989,44.37,44.44,44.21,42.64,7022284.26,0.0,XLP,690,2015-11-04 23:59:59.999989,50.0,50.09,49.54,46.9,7599938.9,0.0,XLU,690,2015-11-04 23:59:59.999989,43.88,44.3,43.88,40.9,9928730.65,0.0,XLV,690,2015-11-04 23:59:59.999989,72.86,72.88,71.84,69.77,11004525.51,0.0,XLY,690,2015-11-04 23:59:59.999989,81.79,81.87,80.71,78.37,6025614.06,0.0,BackTradingStrategy,690,735906.9999999999,SimpleMovingAverage,690,43.91390625,Broker,690,100012.0999999999,100018.11999999991,BuySell,690,,,BuySell,690,,,BuySell,690,,,BuySell,690,,,BuySell,690,,,BuySell,690,,,BuySell,690,,,BuySell,690,,,BuySell,690,,,DataTrades,690,,,,,,,,,
691,XLB,691,2015-11-05 23:59:59.999989,45.38,45.38,44.85,43.19,9825315.54,0.0,XLE,691,2015-11-05 23:59:59.999989,70.41,71.19,69.84,65.64,15188368.31,0.0,XLF,691,2015-11-05 23:59:59.999989,19.81,19.92,19.77,14.66,33348306.48,0.0,XLI,691,2015-11-05 23:59:59.999989,54.77,55.0,54.47,52.32,10996675.56,0.0,XLK,691,2015-11-05 23:59:59.999989,44.36,44.58,44.1,42.52,6474057.28,0.0,XLP,691,2015-11-05 23:59:59.999989,49.68,49.8,49.44,46.89,9139616.33,0.0,XLU,691,2015-11-05 23:59:59.999989,44.07,44.2,43.78,40.55,12748335.64,0.0,XLV,691,2015-11-05 23:59:59.999989,72.33,72.35,71.37,69.55,8853816.78,0.0,XLY,691,2015-11-05 23:59:59.999989,81.24,81.65,80.81,78.65,6728866.42,0.0,BackTradingStrategy,691,735907.9999999999,SimpleMovingAverage,691,43.877890625,Broker,691,100012.0999999999,100019.00999999991,BuySell,691,,,BuySell,691,,,BuySell,691,,,BuySell,691,,,BuySell,691,,,BuySell,691,,,BuySell,691,,,BuySell,691,,,BuySell,691,,,DataTrades,691,,,,,,,,,
692,XLB,692,2015-11-06 23:59:59.999989,44.84,45.4,44.77,43.3,4395742.4,0.0,XLE,692,2015-11-06 23:59:59.999989,69.54,70.08,68.77,65.31,12875238.01,0.0,XLF,692,2015-11-06 23:59:59.999989,20.26,20.28,20.02,14.81,63071599.27,0.0,XLI,692,2015-11-06 23:59:59.999989,54.54,54.87,54.29,52.32,14561623.62,0.0,XLK,692,2015-11-06 23:59:59.999989,44.14,44.36,43.98,42.66,6608852.49,0.0,XLP,692,2015-11-06 23:59:59.999989,49.49,49.58,48.82,46.38,12963963.48,0.0,XLU,692,2015-11-06 23:59:59.999989,43.07,43.17,41.89,39.14,29973582.6,0.0,XLV,692,2015-11-06 23:59:59.999989,71.61,71.82,70.92,69.26,12221877.35,0.0,XLY,692,2015-11-06 23:59:59.999989,81.2,81.61,80.9,78.66,6369946.16,0.0,BackTradingStrategy,692,735908.9999999999,SimpleMovingAverage,692,43.841171875,Broker,692,100012.0999999999,100018.86999999991,BuySell,692,,,BuySell,692,,,BuySell,692,,,BuySell,692,,,BuySell,692,,,BuySell,692,,,BuySell,692,,,BuySell,692,,,BuySell,692,,,DataTrades,692,,,,,,,,,
693,XLB,693,2015-11-09 23:59:59.999989,45.12,45.32,44.62,43.01,5141548.94,0.0,XLE,693,2015-11-09 23:59:59.999989,69.64,70.41,68.82,64.66,11870196.78,0.0,XLF,693,2015-11-09 23:59:59.999989,20.11,20.16,19.76,14.65,43619358.74,0.0,XLI,693,2015-11-09 23:59:59.999989,54.59,54.69,53.92,51.92,12941653.28,0.0,XLK,693,2015-11-09 23:59:59.999989,44.21,44.21,43.7,42.25,9762078.64,0.0,XLP,693,2015-11-09 23:59:59.999989,48.94,49.02,48.58,46.07,7446130.19,0.0,XLU,693,2015-11-09 23:59:59.999989,42.06,42.56,41.97,39.24,12350404.78,0.0,XLV,693,2015-11-09 23:59:59.999989,71.62,71.62,70.79,68.73,15082959.29,0.0,XLY,693,2015-11-09 23:59:59.999989,81.04,81.3,79.74,77.58,6772245.18,0.0,BackTradingStrategy,693,735911.9999999999,SimpleMovingAverage,693,43.796171875,Broker,693,100016.93999999992,100016.93999999992,BuySell,693,45.12,,BuySell,693,69.64,,BuySell,693,,,BuySell,693,54.59,,BuySell,693,,44.21,BuySell,693,,48.94,BuySell,693,,,BuySell,693,,,BuySell,693,,81.04,DataTrades,693,0.23000000000000398,-2.019999999999996,,-0.3100000000000023,0.480000000000004,-0.9699999999999989,,,-0.21999999999999886
694,XLB,694,2015-11-10 23:59:59.999989,44.86,45.0,44.42,42.69,4685390.71,0.0,XLE,694,2015-11-10 23:59:59.999989,68.82,69.87,68.56,64.8,11868698.18,0.0,XLF,694,2015-11-10 23:59:59.999989,19.82,19.97,19.79,14.71,30312978.72,0.0,XLI,694,2015-11-10 23:59:59.999989,54.22,54.61,53.98,51.91,18078702.11,0.0,XLK,694,2015-11-10 23:59:59.999989,43.66,43.67,43.44,41.97,16619356.29,0.0,XLP,694,2015-11-10 23:59:59.999989,48.8,49.06,48.8,46.19,7014789.94,0.0,XLU,694,2015-11-10 23:59:59.999989,42.38,42.87,42.3,39.59,7877663.96,0.0,XLV,694,2015-11-10 23:59:59.999989,71.22,71.84,71.08,69.19,9399602.29,0.0,XLY,694,2015-11-10 23:59:59.999989,80.19,81.06,80.08,78.32,7083148.53,0.0,BackTradingStrategy,694,735912.9999999999,SimpleMovingAverage,694,43.75046875,Broker,694,100012.18999999992,100019.26999999992,BuySell,694,,44.86,BuySell,694,,68.82,BuySell,694,,,BuySell,694,,54.22,BuySell,694,43.66,,BuySell,694,48.8,,BuySell,694,,,BuySell,694,,,BuySell,694,80.19,,DataTrades,694,,,,,,,,,
695,XLB,695,2015-11-11 23:59:59.999989,44.79,44.88,44.47,42.74,5998744.52,0.0,XLE,695,2015-11-11 23:59:59.999989,69.25,69.35,67.63,63.43,13444558.84,0.0,XLF,695,2015-11-11 23:59:59.999989,20.05,20.05,19.88,14.67,20329131.57,0.0,XLI,695,2015-11-11 23:59:59.999989,54.56,54.79,54.39,51.97,12317390.8,0.0,XLK,695,2015-11-11 23:59:59.999989,43.72,43.94,43.53,41.95,7890617.25,0.0,XLP,695,2015-11-11 23:59:59.999989,48.9,49.22,48.9,46.12,6850798.21,0.0,XLU,695,2015-11-11 23:59:59.999989,42.86,43.19,42.77,39.93,10164469.79,0.0,XLV,695,2015-11-11 23:59:59.999989,71.95,71.95,70.96,68.51,10213840.28,0.0,XLY,695,2015-11-11 23:59:59.999989,81.23,81.25,80.41,77.85,6846734.92,0.0,BackTradingStrategy,695,735913.9999999999,SimpleMovingAverage,695,43.709140625,Broker,695,100012.18999999992,100019.96999999991,BuySell,695,,,BuySell,695,,,BuySell,695,,,BuySell,695,,,BuySell,695,,,BuySell,695,,,BuySell,695,,,BuySell,695,,,BuySell,695,,,DataTrades,695,,,,,,,,,
696,XLB,696,2015-11-12 23:59:59.999989,44.28,44.34,43.84,41.88,8618956.43,0.0,XLE,696,2015-11-12 23:59:59.999989,66.84,67.31,66.13,61.98,18068203.48,0.0,XLF,696,2015-11-12 23:59:59.999989,19.85,19.85,19.59,14.44,49095332.98,0.0,XLI,696,2015-11-12 23:59:59.999989,54.12,54.48,53.75,51.27,18173873.92,0.0,XLK,696,2015-11-12 23:59:59.999989,43.39,43.6,43.21,41.58,7729844.52,0.0,XLP,696,2015-11-12 23:59:59.999989,48.79,48.84,48.25,45.5,7990728.62,0.0,XLU,696,2015-11-12 23:59:59.999989,43.0,43.41,42.67,39.55,8187967.89,0.0,XLV,696,2015-11-12 23:59:59.999989,70.78,70.89,69.74,67.32,10493685.95,0.0,XLY,696,2015-11-12 23:59:59.999989,80.08,80.59,79.77,77.13,5869967.73,0.0,BackTradingStrategy,696,735914.9999999999,SimpleMovingAverage,696,43.661484375,Broker,696,100012.18999999992,100021.26999999992,BuySell,696,,,BuySell,696,,,BuySell,696,,,BuySell,696,,,BuySell,696,,,BuySell,696,,,BuySell,696,,,BuySell,696,,,BuySell,696,,,DataTrades,696,,,,,,,,,
697,XLB,697,2015-11-13 23:59:59.999989,43.81,44.63,43.74,42.42,6765854.38,0.0,XLE,697,2015-11-13 23:59:59.999989,66.03,66.58,65.2,61.73,16634927.15,0.0,XLF,697,2015-11-13 23:59:59.999989,19.5,19.63,19.37,14.32,39718416.84,0.0,XLI,697,2015-11-13 23:59:59.999989,53.55,53.96,53.43,51.04,13312147.62,0.0,XLK,697,2015-11-13 23:59:59.999989,43.07,43.13,42.36,40.77,14475322.51,0.0,XLP,697,2015-11-13 23:59:59.999989,48.11,48.33,47.79,45.1,8593226.41,0.0,XLU,697,2015-11-13 23:59:59.999989,42.75,43.05,42.41,39.4,8814875.12,0.0,XLV,697,2015-11-13 23:59:59.999989,69.6,70.28,69.48,67.16,17565540.79,0.0,XLY,697,2015-11-13 23:59:59.999989,79.32,79.43,77.64,75.1,10991952.77,0.0,BackTradingStrategy,697,735915.9999999999,SimpleMovingAverage,697,43.614140625,Broker,697,100012.18999999992,100017.96999999991,BuySell,697,,,BuySell,697,,,BuySell,697,,,BuySell,697,,,BuySell,697,,,BuySell,697,,,BuySell,697,,,BuySell,697,,,BuySell,697,,,DataTrades,697,,,,,,,,,
698,XLB,698,2015-11-16 23:59:59.999989,44.49,45.0,44.33,42.96,7385943.39,0.0,XLE,698,2015-11-16 23:59:59.999989,65.89,68.25,65.84,63.79,16245243.61,0.0,XLF,698,2015-11-16 23:59:59.999989,19.37,19.67,19.33,14.5,39484577.4,0.0,XLI,698,2015-11-16 23:59:59.999989,53.24,54.25,53.24,51.7,12687313.67,0.0,XLK,698,2015-11-16 23:59:59.999989,42.3,43.03,42.28,41.39,8735473.35,0.0,XLP,698,2015-11-16 23:59:59.999989,47.67,48.66,47.67,45.88,9180260.65,0.0,XLU,698,2015-11-16 23:59:59.999989,42.62,43.27,42.47,40.07,8499200.44,0.0,XLV,698,2015-11-16 23:59:59.999989,69.42,70.44,69.41,68.0,12510214.54,0.0,XLY,698,2015-11-16 23:59:59.999989,77.42,78.67,77.26,76.01,7133194.91,0.0,BackTradingStrategy,698,735918.9999999999,SimpleMovingAverage,698,43.56921875,Broker,698,100015.9599999999,100015.9599999999,BuySell,698,44.49,,BuySell,698,65.89,,BuySell,698,,,BuySell,698,53.24,,BuySell,698,,42.3,BuySell,698,,47.67,BuySell,698,,,BuySell,698,,,BuySell,698,,77.42,DataTrades,698,0.36999999999999744,2.9299999999999926,,0.9799999999999969,-1.3599999999999994,-1.1299999999999955,,,-2.769999999999996
699,XLB,699,2015-11-17 23:59:59.999989,45.05,45.37,44.8,42.91,12181194.22,0.0,XLE,699,2015-11-17 23:59:59.999989,68.0,68.28,67.18,63.09,14248443.41,0.0,XLF,699,2015-11-17 23:59:59.999989,19.75,19.81,19.59,14.47,33920667.18,0.0,XLI,699,2015-11-17 23:59:59.999989,54.28,54.48,53.94,51.59,14843048.72,0.0,XLK,699,2015-11-17 23:59:59.999989,43.11,43.36,42.94,41.4,9038741.28,0.0,XLP,699,2015-11-17 23:59:59.999989,48.78,49.03,48.49,45.86,7597203.03,0.0,XLU,699,2015-11-17 23:59:59.999989,43.24,43.5,42.36,39.35,12499258.41,0.0,XLV,699,2015-11-17 23:59:59.999989,70.58,71.21,70.22,68.29,7608857.72,0.0,XLY,699,2015-11-17 23:59:59.999989,79.06,79.51,78.56,76.15,7199954.93,0.0,BackTradingStrategy,699,735919.9999999999,SimpleMovingAverage,699,43.525546875,Broker,699,100028.63999999991,100017.75999999991,BuySell,699,,45.05,BuySell,699,,68.0,BuySell,699,,,BuySell,699,,,BuySell,699,43.11,,BuySell,699,48.78,,BuySell,699,,,BuySell,699,,70.58,BuySell,699,79.06,,DataTrades,699,,,,,,,,,
700,XLB,700,2015-11-18 23:59:59.999989,45.08,45.76,44.96,43.68,7528093.69,0.0,XLE,700,2015-11-18 23:59:59.999989,67.9,68.63,67.26,64.13,19602616.83,0.0,XLF,700,2015-11-18 23:59:59.999989,19.74,20.0,19.68,14.73,61609510.72,0.0,XLI,700,2015-11-18 23:59:59.999989,54.15,54.87,54.15,52.31,9951185.53,0.0,XLK,700,2015-11-18 23:59:59.999989,43.23,43.72,43.18,42.03,9781899.34,0.0,XLP,700,2015-11-18 23:59:59.999989,48.77,49.33,48.7,46.49,7380307.56,0.0,XLU,700,2015-11-18 23:59:59.999989,42.51,42.84,42.13,39.6,14322646.82,0.0,XLV,700,2015-11-18 23:59:59.999989,70.78,72.2,70.78,69.62,12371695.07,0.0,XLY,700,2015-11-18 23:59:59.999989,79.04,80.27,78.86,77.46,6895910.9,0.0,BackTradingStrategy,700,735920.9999999999,SimpleMovingAverage,700,43.489765625,Broker,700,100028.63999999991,100017.18999999992,BuySell,700,,,BuySell,700,,,BuySell,700,,,BuySell,700,,,BuySell,700,,,BuySell,700,,,BuySell,700,,,BuySell,700,,,BuySell,700,,,DataTrades,700,,,,,,,,,
701,XLB,701,2015-11-19 23:59:59.999989,45.61,45.93,45.59,43.63,5056526.58,0.0,XLE,701,2015-11-19 23:59:59.999989,68.14,68.51,67.06,63.27,17694892.22,0.0,XLF,701,2015-11-19 23:59:59.999989,19.98,20.05,19.91,14.75,26253755.38,0.0,XLI,701,2015-11-19 23:59:59.999989,54.72,55.14,54.72,52.54,11689314.57,0.0,XLK,701,2015-11-19 23:59:59.999989,43.72,44.09,43.71,42.22,9012859.44,0.0,XLP,701,2015-11-19 23:59:59.999989,49.33,49.65,49.32,46.61,6998288.87,0.0,XLU,701,2015-11-19 23:59:59.999989,42.85,43.3,42.81,40.02,11453299.89,0.0,XLV,701,2015-11-19 23:59:59.999989,71.66,71.75,70.85,68.45,10741961.05,0.0,XLY,701,2015-11-19 23:59:59.999989,80.23,80.57,80.05,77.55,5492692.12,0.0,BackTradingStrategy,701,735921.9999999999,SimpleMovingAverage,701,43.453828125,Broker,701,100028.63999999991,100019.66999999991,BuySell,701,,,BuySell,701,,,BuySell,701,,,BuySell,701,,,BuySell,701,,,BuySell,701,,,BuySell,701,,,BuySell,701,,,BuySell,701,,,DataTrades,701,,,,,,,,,
702,XLB,702,2015-11-20 23:59:59.999989,45.78,45.99,45.42,43.5,3563002.39,0.0,XLE,702,2015-11-20 23:59:59.999989,67.64,67.95,66.83,62.59,13298885.5,0.0,XLF,702,2015-11-20 23:59:59.999989,20.06,20.12,19.98,14.77,32576164.86,0.0,XLI,702,2015-11-20 23:59:59.999989,55.31,55.56,55.16,52.8,8596330.08,0.0,XLK,702,2015-11-20 23:59:59.999989,44.06,44.22,44.01,42.53,7012279.31,0.0,XLP,702,2015-11-20 23:59:59.999989,49.65,49.88,49.04,46.28,5174571.04,0.0,XLU,702,2015-11-20 23:59:59.999989,43.28,43.7,43.2,40.19,11597058.42,0.0,XLV,702,2015-11-20 23:59:59.999989,71.28,71.87,71.28,69.04,8904495.61,0.0,XLY,702,2015-11-20 23:59:59.999989,80.88,81.24,80.68,78.48,5376464.53,0.0,BackTradingStrategy,702,735922.9999999999,SimpleMovingAverage,702,43.415546875,Broker,702,100028.63999999991,100020.79999999992,BuySell,702,,,BuySell,702,,,BuySell,702,,,BuySell,702,,,BuySell,702,,,BuySell,702,,,BuySell,702,,,BuySell,702,,,BuySell,702,,,DataTrades,702,,,,,,,,,
703,XLB,703,2015-11-23 23:59:59.999989,45.6,45.94,45.52,43.55,3657004.17,0.0,XLE,703,2015-11-23 23:59:59.999989,66.84,67.76,66.41,63.04,15350977.38,0.0,XLF,703,2015-11-23 23:59:59.999989,20.03,20.1,19.94,14.71,23464060.36,0.0,XLI,703,2015-11-23 23:59:59.999989,55.42,55.49,54.95,52.54,9494576.0,0.0,XLK,703,2015-11-23 23:59:59.999989,44.23,44.25,43.78,42.28,6953491.59,0.0,XLP,703,2015-11-23 23:59:59.999989,49.09,49.6,49.09,46.69,5013690.17,0.0,XLU,703,2015-11-23 23:59:59.999989,43.44,43.49,42.92,39.82,11019984.42,0.0,XLV,703,2015-11-23 23:59:59.999989,71.38,71.78,71.13,68.87,10003210.16,0.0,XLY,703,2015-11-23 23:59:59.999989,81.36,81.85,81.21,78.77,4030730.64,0.0,BackTradingStrategy,703,735925.9999999999,SimpleMovingAverage,703,43.378125,Broker,703,100028.63999999991,100020.91999999991,BuySell,703,,,BuySell,703,,,BuySell,703,,,BuySell,703,,,BuySell,703,,,BuySell,703,,,BuySell,703,,,BuySell,703,,,BuySell,703,,,DataTrades,703,,,,,,,,,
704,XLB,704,2015-11-24 23:59:59.999989,45.23,46.09,45.23,43.92,5973906.76,0.0,XLE,704,2015-11-24 23:59:59.999989,67.7,69.13,67.57,64.39,17723517.51,0.0,XLF,704,2015-11-24 23:59:59.999989,19.84,19.97,19.73,14.67,26477713.36,0.0,XLI,704,2015-11-24 23:59:59.999989,54.73,55.13,54.54,52.45,14430114.91,0.0,XLK,704,2015-11-24 23:59:59.999989,43.61,44.09,43.51,42.29,10875468.72,0.0,XLP,704,2015-11-24 23:59:59.999989,49.39,49.77,49.17,46.81,9228448.55,0.0,XLU,704,2015-11-24 23:59:59.999989,42.8,42.99,42.59,39.77,8143599.55,0.0,XLV,704,2015-11-24 23:59:59.999989,70.9,71.63,70.86,69.08,6925804.48,0.0,XLY,704,2015-11-24 23:59:59.999989,80.89,81.6,80.52,78.61,4391487.04,0.0,BackTradingStrategy,704,735926.9999999999,SimpleMovingAverage,704,43.34828125,Broker,704,100028.63999999991,100018.95999999992,BuySell,704,,,BuySell,704,,,BuySell,704,,,BuySell,704,,,BuySell,704,,,BuySell,704,,,BuySell,704,,,BuySell,704,,,BuySell,704,,,DataTrades,704,,,,,,,,,
