datetime,pnl_scored_v1,pnl_scored_v2,pnl_6m,pnl_8m,pnl_10m,pnl_12m
2/24/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/25/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/26/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/27/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/2/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/3/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/4/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/5/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/6/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/9/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/10/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
3/11/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/12/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/13/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/16/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/17/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/18/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/19/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/20/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/23/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/24/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/25/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/26/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/27/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/30/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
3/31/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
4/1/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
4/2/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
4/6/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
4/7/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
4/8/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
4/9/2015,-175.5,-175.5,-304.35,-9.67,-139.43,50.89
4/10/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/13/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/14/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/15/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/16/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/17/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/20/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/21/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/22/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/23/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/24/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/27/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/28/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/29/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
4/30/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
5/1/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
5/4/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
5/5/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
5/6/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
5/7/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
5/8/2015,-189.1,-189.1,-301.58,-23.27,-153.03,56.92
5/11/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/12/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/13/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/14/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/15/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/18/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/19/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/20/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/21/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/22/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/26/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/27/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/28/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
5/29/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/1/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/2/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/3/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/4/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/5/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/8/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/9/2015,-295.74,-295.74,-359.23,-129.91,-224.12,23.93
6/10/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/11/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/12/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/15/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/16/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/17/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/18/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/19/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/22/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/23/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/24/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/25/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/26/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/29/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
6/30/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
7/1/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
7/2/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
7/6/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
7/7/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
7/8/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
7/9/2015,-220.4,-220.4,-300.85,-57.68,-142.14,99.27
7/10/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/13/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/14/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/15/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/16/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/17/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/20/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/21/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/22/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/23/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/24/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/27/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/28/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/29/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/30/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
7/31/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
8/3/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
8/4/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
8/5/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
8/6/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
8/7/2015,-160.16,-160.16,-319.25,23.76,-41.28,159.51
8/10/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/11/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/12/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/13/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/14/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/17/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/18/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/19/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/20/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/21/2015,-25.34,-25.34,-218.85,114.29,133.7,334.49
8/24/2015,-100.64,-100.64,-355.73,38.99,58.4,371.14
8/25/2015,-100.64,-100.64,-355.73,38.99,58.4,371.14
8/26/2015,-100.64,-100.64,-355.73,38.99,58.4,371.14
8/27/2015,-100.64,-100.64,-355.73,38.99,58.4,371.14
8/28/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
8/31/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/1/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/2/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/3/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/4/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/8/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/9/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/10/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/11/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/14/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/15/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/16/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/17/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/18/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/21/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/22/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/23/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/24/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/25/2015,-43.29,-43.29,-298.38,96.34,115.75,428.49
9/28/2015,51.16,51.16,-209.41,162.59,210.2,522.94
9/29/2015,51.16,51.16,-209.41,162.59,210.2,522.94
9/30/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/1/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/2/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/5/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/6/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/7/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/8/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/9/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/12/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/13/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/14/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/15/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/16/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/19/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/20/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/21/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/22/2015,80.99,80.99,-179.58,192.42,240.03,552.77
10/23/2015,-48.23,-48.23,-308.8,182.48,110.81,423.55
10/26/2015,-48.23,-48.23,-308.8,182.48,110.81,423.55
10/27/2015,-48.23,-48.23,-308.8,182.48,110.81,423.55
10/28/2015,-48.23,-48.23,-308.8,182.48,110.81,423.55
10/29/2015,-48.23,-48.23,-308.8,182.48,110.81,423.55
10/30/2015,-26.28,-26.28,-286.85,204.43,132.76,445.5
11/2/2015,-26.28,-26.28,-286.85,204.43,132.76,445.5
11/3/2015,-26.28,-26.28,-286.85,204.43,132.76,445.5
11/4/2015,-26.28,-26.28,-286.85,204.43,132.76,445.5
11/5/2015,-26.28,-26.28,-286.85,204.43,132.76,445.5
11/6/2015,-26.28,-26.28,-286.85,204.43,132.76,445.5
11/9/2015,-69.15,-69.15,-329.72,161.56,154.17,448.36
11/10/2015,-69.15,-69.15,-329.72,161.56,154.17,448.36
11/11/2015,-69.15,-69.15,-329.72,161.56,154.17,448.36
11/12/2015,-69.15,-69.15,-329.72,161.56,154.17,448.36
11/13/2015,-69.15,-69.15,-329.72,161.56,154.17,448.36
11/16/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/17/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/18/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/19/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/20/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/23/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/24/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/25/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/27/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
11/30/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/1/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/2/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/3/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/4/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/7/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/8/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/9/2015,-110.94,-110.94,-346.89,144.39,105.51,405.1
12/10/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/11/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/14/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/15/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/16/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/17/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/18/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/21/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/22/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/23/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/24/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/28/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/29/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/30/2015,41.05,41.05,-218.59,272.69,206.71,533.15
12/31/2015,41.05,41.05,-218.59,272.69,206.71,533.15
1/4/2016,41.05,41.05,-218.59,272.69,206.71,533.15
1/5/2016,41.05,41.05,-218.59,272.69,206.71,533.15
1/6/2016,41.05,41.05,-218.59,272.69,206.71,533.15
1/7/2016,41.05,41.05,-218.59,272.69,206.71,533.15
1/8/2016,41.05,41.05,-218.59,272.69,206.71,533.15
1/11/2016,41.05,41.05,-218.59,272.69,206.71,533.15
1/12/2016,191.87,191.87,-84.63,423.51,261.91,588.35
1/13/2016,191.87,191.87,-84.63,423.51,261.91,588.35
1/14/2016,191.87,191.87,-84.63,423.51,261.91,588.35
1/15/2016,191.87,191.87,-84.63,423.51,261.91,588.35
1/19/2016,191.87,191.87,-84.63,423.51,261.91,588.35
1/20/2016,302.68,302.68,14.42,534.32,372.72,625.46
1/21/2016,302.68,302.68,14.42,534.32,372.72,625.46
1/22/2016,302.68,302.68,14.42,534.32,372.72,625.46
1/25/2016,302.68,302.68,14.42,534.32,372.72,625.46
1/26/2016,302.68,302.68,14.42,534.32,372.72,625.46
1/27/2016,302.68,302.68,14.42,534.32,372.72,625.46
1/28/2016,302.68,302.68,14.42,534.32,372.72,625.46
1/29/2016,302.68,302.68,14.42,534.32,372.72,625.46
2/1/2016,302.68,302.68,14.42,534.32,372.72,625.46
2/2/2016,302.68,302.68,14.42,534.32,372.72,625.46
2/3/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/4/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/5/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/8/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/9/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/10/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/11/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/12/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/16/2016,341.72,341.72,53.46,573.36,411.76,664.5
2/17/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/18/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/19/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/22/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/23/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/24/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/25/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/26/2016,298.9,298.9,10.64,530.54,368.94,621.68
2/29/2016,307.99,307.99,28.83,539.63,378.03,648.58
3/1/2016,307.99,307.99,28.83,539.63,378.03,648.58
3/2/2016,307.99,307.99,28.83,539.63,378.03,648.58
3/3/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/4/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/7/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/8/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/9/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/10/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/11/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/14/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/15/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/16/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/17/2016,394.1,375.86,114.94,625.74,464.14,734.69
3/18/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/21/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/22/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/23/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/24/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/28/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/29/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/30/2016,371.09,352.85,172.78,645.78,425.15,695.7
3/31/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/1/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/4/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/5/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/6/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/7/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/8/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/11/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/12/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/13/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/14/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/15/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/18/2016,371.09,352.85,172.78,645.78,425.15,695.7
4/19/2016,307.19,288.95,108.88,571.24,368.88,635.68
4/20/2016,307.19,288.95,108.88,571.24,368.88,635.68
4/21/2016,307.19,288.95,108.88,571.24,368.88,635.68
4/22/2016,307.19,288.95,108.88,571.24,368.88,635.68
4/25/2016,206.1,167.74,7.79,470.15,267.79,534.59
4/26/2016,206.1,167.74,7.79,470.15,267.79,534.59
4/27/2016,206.1,167.74,7.79,470.15,267.79,534.59
4/28/2016,206.1,167.74,7.79,470.15,267.79,534.59
4/29/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/2/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/3/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/4/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/5/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/6/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/9/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/10/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/11/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/12/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/13/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/16/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/17/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/18/2016,206.1,167.74,7.79,470.15,267.79,534.59
5/19/2016,252.76,214.4,21.24,460.48,307.66,584.04
5/20/2016,252.76,214.4,21.24,460.48,307.66,584.04
5/23/2016,276.25,231.96,44.73,483.97,331.15,607.53
5/24/2016,276.25,231.96,44.73,483.97,331.15,607.53
5/25/2016,276.25,231.96,44.73,483.97,331.15,607.53
5/26/2016,276.25,231.96,44.73,483.97,331.15,607.53
5/27/2016,276.25,231.96,44.73,483.97,331.15,607.53
5/31/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/1/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/2/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/3/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/6/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/7/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/8/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/9/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/10/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/13/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/14/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/15/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/16/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/17/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/20/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/21/2016,276.25,231.96,44.73,483.97,331.15,607.53
6/22/2016,366.88,322.59,139.2,588.72,421.78,653.23
6/23/2016,366.88,322.59,139.2,588.72,421.78,653.23
6/24/2016,366.88,322.59,139.2,588.72,421.78,653.23
6/27/2016,463.86,419.57,214.23,695.29,518.76,751.48
6/28/2016,463.86,419.57,214.23,695.29,518.76,751.48
6/29/2016,463.86,419.57,214.23,695.29,518.76,751.48
6/30/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/1/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/5/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/6/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/7/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/8/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/11/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/12/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/13/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/14/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/15/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/18/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/19/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/20/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/21/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/22/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/25/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/26/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/27/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/28/2016,509.68,459.65,260.05,741.11,564.58,797.3
7/29/2016,509.68,459.65,260.05,741.11,564.58,797.3
8/1/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/2/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/3/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/4/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/5/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/8/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/9/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/10/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/11/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/12/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/15/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/16/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/17/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/18/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/19/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/22/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/23/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/24/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/25/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/26/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/29/2016,373.19,323.16,68.81,582.07,428.09,762.55
8/30/2016,253.24,203.21,23.85,389.34,302.92,639.88
8/31/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/1/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/2/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/6/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/7/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/8/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/9/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/12/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/13/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/14/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/15/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/16/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/19/2016,253.24,203.21,23.85,389.34,302.92,639.88
9/20/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/21/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/22/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/23/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/26/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/27/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/28/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/29/2016,277.92,227.89,-42.68,413.04,327.6,711.42
9/30/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/3/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/4/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/5/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/6/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/7/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/10/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/11/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/12/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/13/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/14/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/17/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/18/2016,277.92,227.89,-42.68,413.04,327.6,711.42
10/19/2016,298.7,248.67,16.58,497.99,294.33,678.15
10/20/2016,298.7,248.67,16.58,497.99,294.33,678.15
10/21/2016,298.7,248.67,16.58,497.99,294.33,678.15
10/24/2016,298.7,248.67,16.58,497.99,294.33,678.15
10/25/2016,298.7,248.67,16.58,497.99,294.33,678.15
